[3060, 3960]
[headline, [57.0, 425.0, 1739.0, 52.5], shoonya_3sUGA15LFZXPVW, 5695591]
[headline, [57.0, 477.5, 1739.0, 52.5], shoonya_3sUGA15LFZXPVW, 5695591]
[headline, [57.0, 530.0, 1739.0, 52.5], shoonya_3sUGA15LFZXPVW, 5695591]
[unordered-list, [2092.0, 678.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 730.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 783.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 835.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 888.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 940.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 993.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1045.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1098.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1150.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1203.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1255.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1308.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1360.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1413.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1465.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1518.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1570.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1623.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1675.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1728.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1780.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1833.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1885.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1938.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 1990.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 2043.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 2095.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 2148.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 2200.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 2253.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 2305.5, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [2092.0, 2358.0, 1453.0, 52.5], dqyrv8LSCD, 5695591]
[unordered-list, [60.0, 770.0, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 822.5, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 875.0, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 927.5, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 980.0, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1032.5, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1085.0, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1137.5, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1190.0, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1242.5, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1295.0, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1347.5, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1400.0, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1452.5, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1505.0, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1557.5, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1610.0, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1662.5, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1715.0, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1767.5, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1820.0, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1872.5, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1925.0, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
[unordered-list, [60.0, 1977.5, 1677.0, 52.5], shoonya_1s43QWLGX72WXA, 5695591]
