[872, 605]
[section-title, [269.0, 37.0, 78.0, 30.0], 0xb-7P35Gr, 6457438]
[folio, [468.0, 37.0, 91.0, 18.0], 9ZED-Mt8kF, 6457438]
[paragraph, [304.0, 73.0, 248.0, 18.0], DqvuTOJ06S, 6457438]
[paragraph, [304.0, 91.0, 248.0, 18.0], DqvuTOJ06S, 6457438]
[paragraph, [304.0, 109.0, 248.0, 18.0], DqvuTOJ06S, 6457438]
[paragraph, [50.0, 76.0, 251.0, 18.0], T6kAD7dCPf, 6457438]
[paragraph, [50.0, 94.0, 251.0, 18.0], T6kAD7dCPf, 6457438]
[paragraph, [50.0, 112.0, 251.0, 18.0], T6kAD7dCPf, 6457438]
[paragraph, [50.0, 130.0, 251.0, 18.0], T6kAD7dCPf, 6457438]
[paragraph, [306.0, 127.0, 244.0, 18.0], p23ZXZpz_7, 6457438]
[paragraph, [306.0, 145.0, 244.0, 18.0], p23ZXZpz_7, 6457438]
[paragraph, [306.0, 163.0, 244.0, 18.0], p23ZXZpz_7, 6457438]
[paragraph, [64.0, 147.0, 109.0, 18.0], Vy2M5_dTDK, 6457438]
[paragraph, [53.0, 167.0, 208.0, 18.0], M4xvSdj2_3, 6457438]
[paragraph, [303.0, 177.0, 242.0, 18.0], Xkuwzsjr7U, 6457438]
[paragraph, [50.0, 184.0, 252.0, 18.0], IYN_LjbeVv, 6457438]
[paragraph, [50.0, 202.0, 252.0, 18.0], IYN_LjbeVv, 6457438]
[paragraph, [50.0, 220.0, 252.0, 18.0], IYN_LjbeVv, 6457438]
[paragraph, [50.0, 238.0, 252.0, 18.0], IYN_LjbeVv, 6457438]
[paragraph, [50.0, 256.0, 252.0, 18.0], IYN_LjbeVv, 6457438]
[paragraph, [304.0, 195.0, 246.0, 18.0], tgTX-UO4eG, 6457438]
[paragraph, [304.0, 213.0, 246.0, 18.0], tgTX-UO4eG, 6457438]
[paragraph, [304.0, 231.0, 246.0, 18.0], tgTX-UO4eG, 6457438]
[paragraph, [304.0, 249.0, 246.0, 18.0], tgTX-UO4eG, 6457438]
[paragraph, [304.0, 267.0, 246.0, 18.0], tgTX-UO4eG, 6457438]
[paragraph, [304.0, 285.0, 246.0, 18.0], tgTX-UO4eG, 6457438]
[paragraph, [304.0, 303.0, 246.0, 18.0], tgTX-UO4eG, 6457438]
[paragraph, [51.0, 269.0, 248.0, 18.0], mf9hrJtdM_, 6457438]
[paragraph, [51.0, 287.0, 248.0, 18.0], mf9hrJtdM_, 6457438]
[paragraph, [51.0, 305.0, 248.0, 18.0], mf9hrJtdM_, 6457438]
[paragraph, [51.0, 323.0, 248.0, 18.0], mf9hrJtdM_, 6457438]
[paragraph, [51.0, 341.0, 248.0, 18.0], mf9hrJtdM_, 6457438]
[paragraph, [51.0, 359.0, 248.0, 18.0], mf9hrJtdM_, 6457438]
[paragraph, [51.0, 377.0, 248.0, 18.0], mf9hrJtdM_, 6457438]
