[595, 454]
[chapter-title, [301.0, 156.0, 126.0, 30.0], t6oMBlaDhs, 6460897]
[paragraph, [21.0, 216.0, 203.0, 18.0], shoonya_0sB0I5UJDN340G, 6460897]
[paragraph, [21.0, 234.0, 203.0, 18.0], shoonya_0sB0I5UJDN340G, 6460897]
[paragraph, [21.0, 252.0, 203.0, 18.0], shoonya_0sB0I5UJDN340G, 6460897]
[paragraph, [21.0, 270.0, 203.0, 18.0], shoonya_0sB0I5UJDN340G, 6460897]
[paragraph, [21.0, 288.0, 203.0, 18.0], shoonya_0sB0I5UJDN340G, 6460897]
[paragraph, [21.0, 306.0, 203.0, 18.0], shoonya_0sB0I5UJDN340G, 6460897]
[paragraph, [21.0, 324.0, 203.0, 18.0], shoonya_0sB0I5UJDN340G, 6460897]
[paragraph, [224.0, 216.0, 81.0, 18.0], l0T4NeJqSe, 6460897]
[paragraph, [224.0, 235.0, 201.0, 18.0], u_ohCUE3Xv, 6460897]
[paragraph, [224.0, 253.0, 201.0, 18.0], u_ohCUE3Xv, 6460897]
[paragraph, [224.0, 271.0, 201.0, 18.0], u_ohCUE3Xv, 6460897]
[paragraph, [224.0, 289.0, 201.0, 18.0], u_ohCUE3Xv, 6460897]
[paragraph, [224.0, 307.0, 201.0, 18.0], u_ohCUE3Xv, 6460897]
[paragraph, [224.0, 325.0, 201.0, 18.0], u_ohCUE3Xv, 6460897]
[paragraph, [224.0, 352.0, 199.0, 18.0], u0Hw1xKJHu, 6460897]
[paragraph, [224.0, 370.0, 199.0, 18.0], u0Hw1xKJHu, 6460897]
[paragraph, [224.0, 388.0, 199.0, 18.0], u0Hw1xKJHu, 6460897]
[paragraph, [224.0, 406.0, 199.0, 18.0], u0Hw1xKJHu, 6460897]
[paragraph, [224.0, 424.0, 199.0, 18.0], u0Hw1xKJHu, 6460897]
[paragraph, [224.0, 442.0, 199.0, 18.0], u0Hw1xKJHu, 6460897]
[paragraph, [25.0, 356.0, 198.0, 18.0], R0kOOfLh3U, 6460897]
[paragraph, [25.0, 374.0, 198.0, 18.0], R0kOOfLh3U, 6460897]
[paragraph, [25.0, 392.0, 198.0, 18.0], R0kOOfLh3U, 6460897]
[paragraph, [25.0, 410.0, 198.0, 18.0], R0kOOfLh3U, 6460897]
[paragraph, [25.0, 428.0, 198.0, 18.0], R0kOOfLh3U, 6460897]
[paragraph, [25.0, 446.0, 198.0, 18.0], R0kOOfLh3U, 6460897]
[paragraph, [21.0, 468.0, 202.0, 18.0], Z45Xv2Amz1, 6460897]
[paragraph, [21.0, 486.0, 202.0, 18.0], Z45Xv2Amz1, 6460897]
[paragraph, [21.0, 504.0, 202.0, 18.0], Z45Xv2Amz1, 6460897]
[paragraph, [21.0, 522.0, 202.0, 18.0], Z45Xv2Amz1, 6460897]
[paragraph, [226.0, 469.0, 202.0, 18.0], IqT_ua_qde, 6460897]
[paragraph, [226.0, 487.0, 202.0, 18.0], IqT_ua_qde, 6460897]
[paragraph, [226.0, 505.0, 202.0, 18.0], IqT_ua_qde, 6460897]
[paragraph, [226.0, 523.0, 202.0, 18.0], IqT_ua_qde, 6460897]
[folio, [191.0, 556.0, 59.0, 18.0], H1X3Hc7WAh, 6460897]
