[975, 575]
[chapter-title, [50.0, 30.0, 422.0, 30.0], shoonya_0s9Q4GIE2WQ6JH, 5776712]
[paragraph, [5.0, 72.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 90.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 108.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 126.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 144.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 162.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 180.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 198.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 216.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 234.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 252.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 270.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 288.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 306.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 324.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 342.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 360.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 378.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 396.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 414.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 432.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 450.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 468.0, 537.0, 18.0], M2gY_adGtO, 5776712]
[paragraph, [5.0, 482.0, 543.0, 18.0], 8jz1yTVL-z, 5776712]
[paragraph, [5.0, 500.0, 543.0, 18.0], 8jz1yTVL-z, 5776712]
[paragraph, [5.0, 518.0, 543.0, 18.0], 8jz1yTVL-z, 5776712]
[paragraph, [5.0, 536.0, 543.0, 18.0], 8jz1yTVL-z, 5776712]
[paragraph, [5.0, 554.0, 543.0, 18.0], 8jz1yTVL-z, 5776712]
[paragraph, [5.0, 572.0, 543.0, 18.0], 8jz1yTVL-z, 5776712]
[paragraph, [5.0, 590.0, 543.0, 18.0], 8jz1yTVL-z, 5776712]
[paragraph, [89.0, 618.0, 405.0, 18.0], ziYEx6kHkd, 5776712]
[paragraph, [89.0, 636.0, 405.0, 18.0], ziYEx6kHkd, 5776712]
[paragraph, [89.0, 654.0, 405.0, 18.0], ziYEx6kHkd, 5776712]
[paragraph, [89.0, 672.0, 405.0, 18.0], ziYEx6kHkd, 5776712]
[paragraph, [89.0, 690.0, 405.0, 18.0], ziYEx6kHkd, 5776712]
[paragraph, [89.0, 708.0, 405.0, 18.0], ziYEx6kHkd, 5776712]
[paragraph, [89.0, 726.0, 405.0, 18.0], ziYEx6kHkd, 5776712]
[paragraph, [89.0, 744.0, 405.0, 18.0], ziYEx6kHkd, 5776712]
[paragraph, [89.0, 762.0, 405.0, 18.0], ziYEx6kHkd, 5776712]
[paragraph, [89.0, 780.0, 405.0, 18.0], ziYEx6kHkd, 5776712]
[paragraph, [89.0, 798.0, 405.0, 18.0], ziYEx6kHkd, 5776712]
[paragraph, [15.0, 825.0, 550.0, 18.0], 1SRcnmCiTR, 5776712]
[paragraph, [15.0, 843.0, 550.0, 18.0], 1SRcnmCiTR, 5776712]
[paragraph, [15.0, 861.0, 550.0, 18.0], 1SRcnmCiTR, 5776712]
[paragraph, [15.0, 879.0, 550.0, 18.0], 1SRcnmCiTR, 5776712]
[paragraph, [15.0, 897.0, 550.0, 18.0], 1SRcnmCiTR, 5776712]
[paragraph, [15.0, 915.0, 550.0, 18.0], 1SRcnmCiTR, 5776712]
