[2428, 1814]
[section-title, [208.0, 201.0, 192.0, 52.5], -4IdD1Z02h, 5694483]
[quote, [569.0, 256.0, 306.0, 36.0], c3B3gFuRER, 5694483]
[quote, [569.0, 292.0, 306.0, 36.0], c3B3gFuRER, 5694483]
[quote, [569.0, 328.0, 306.0, 36.0], c3B3gFuRER, 5694483]
[quote, [569.0, 364.0, 306.0, 36.0], c3B3gFuRER, 5694483]
[quote, [569.0, 400.0, 306.0, 36.0], c3B3gFuRER, 5694483]
[quote, [569.0, 436.0, 306.0, 36.0], c3B3gFuRER, 5694483]
[quote, [1017.0, 256.0, 274.0, 36.0], n9vrYIWhjw, 5694483]
[quote, [1017.0, 292.0, 274.0, 36.0], n9vrYIWhjw, 5694483]
[quote, [1017.0, 328.0, 274.0, 36.0], n9vrYIWhjw, 5694483]
[quote, [1017.0, 364.0, 274.0, 36.0], n9vrYIWhjw, 5694483]
[quote, [1017.0, 400.0, 274.0, 36.0], n9vrYIWhjw, 5694483]
[quote, [1017.0, 436.0, 274.0, 36.0], n9vrYIWhjw, 5694483]
[quote, [1017.0, 472.0, 274.0, 36.0], n9vrYIWhjw, 5694483]
[quote, [1017.0, 508.0, 274.0, 36.0], n9vrYIWhjw, 5694483]
[quote, [1017.0, 544.0, 274.0, 36.0], n9vrYIWhjw, 5694483]
[quote, [173.0, 572.0, 212.0, 36.0], u0N-0M4lA7, 5694483]
[quote, [173.0, 608.0, 212.0, 36.0], u0N-0M4lA7, 5694483]
[quote, [391.0, 963.0, 411.0, 36.0], 07CZGBTXkR, 5694483]
[quote, [391.0, 999.0, 411.0, 36.0], 07CZGBTXkR, 5694483]
[quote, [391.0, 1035.0, 411.0, 36.0], 07CZGBTXkR, 5694483]
[quote, [391.0, 1071.0, 411.0, 36.0], 07CZGBTXkR, 5694483]
[quote, [391.0, 1107.0, 411.0, 36.0], 07CZGBTXkR, 5694483]
[quote, [912.0, 967.0, 279.0, 36.0], 9tCywKdjHL, 5694483]
[quote, [912.0, 1003.0, 279.0, 36.0], 9tCywKdjHL, 5694483]
[quote, [912.0, 1039.0, 279.0, 36.0], 9tCywKdjHL, 5694483]
[quote, [912.0, 1075.0, 279.0, 36.0], 9tCywKdjHL, 5694483]
[quote, [912.0, 1111.0, 279.0, 36.0], 9tCywKdjHL, 5694483]
[quote, [912.0, 1147.0, 279.0, 36.0], 9tCywKdjHL, 5694483]
[quote, [912.0, 1183.0, 279.0, 36.0], 9tCywKdjHL, 5694483]
[quote, [912.0, 1219.0, 279.0, 36.0], 9tCywKdjHL, 5694483]
[quote, [921.0, 1672.0, 370.0, 36.0], 146xvp-e1t, 5694483]
[quote, [921.0, 1708.0, 370.0, 36.0], 146xvp-e1t, 5694483]
[quote, [921.0, 1744.0, 370.0, 36.0], 146xvp-e1t, 5694483]
[quote, [921.0, 1780.0, 370.0, 36.0], 146xvp-e1t, 5694483]
[quote, [427.0, 1679.0, 317.0, 36.0], ARQ28afbxE, 5694483]
[quote, [427.0, 1715.0, 317.0, 36.0], ARQ28afbxE, 5694483]
[quote, [427.0, 1751.0, 317.0, 36.0], ARQ28afbxE, 5694483]
[quote, [427.0, 1787.0, 317.0, 36.0], ARQ28afbxE, 5694483]
[figure-caption, [566.0, 2302.0, 568.0, 36.0], shoonya_6s34YUUU13OU08, 5694483]
