[2176, 1464]
[paragraph, [163.0, 239.0, 1174.0, 36.0], shoonya_2sTENYXXCS6HKH, 5655236]
[paragraph, [163.0, 275.0, 1174.0, 36.0], shoonya_2sTENYXXCS6HKH, 5655236]
[paragraph, [163.0, 311.0, 1174.0, 36.0], shoonya_2sTENYXXCS6HKH, 5655236]
[paragraph, [163.0, 347.0, 1174.0, 36.0], shoonya_2sTENYXXCS6HKH, 5655236]
[paragraph, [163.0, 383.0, 1174.0, 36.0], shoonya_2sTENYXXCS6HKH, 5655236]
[paragraph, [163.0, 419.0, 1174.0, 36.0], shoonya_2sTENYXXCS6HKH, 5655236]
[paragraph, [163.0, 455.0, 1174.0, 36.0], shoonya_2sTENYXXCS6HKH, 5655236]
[paragraph, [163.0, 491.0, 1174.0, 36.0], shoonya_2sTENYXXCS6HKH, 5655236]
[paragraph, [163.0, 527.0, 1174.0, 36.0], shoonya_2sTENYXXCS6HKH, 5655236]
[paragraph, [163.0, 563.0, 1174.0, 36.0], shoonya_2sTENYXXCS6HKH, 5655236]
[paragraph, [164.0, 645.0, 1171.0, 36.0], fuOz9pvZXa, 5655236]
[paragraph, [164.0, 681.0, 1171.0, 36.0], fuOz9pvZXa, 5655236]
[paragraph, [164.0, 717.0, 1171.0, 36.0], fuOz9pvZXa, 5655236]
[paragraph, [169.0, 920.0, 1169.0, 36.0], shoonya_5sZZRMFEM4N953, 5655236]
[paragraph, [169.0, 956.0, 1169.0, 36.0], shoonya_5sZZRMFEM4N953, 5655236]
[paragraph, [169.0, 992.0, 1169.0, 36.0], shoonya_5sZZRMFEM4N953, 5655236]
[paragraph, [169.0, 1028.0, 1169.0, 36.0], shoonya_5sZZRMFEM4N953, 5655236]
[paragraph, [169.0, 1064.0, 1169.0, 36.0], shoonya_5sZZRMFEM4N953, 5655236]
[paragraph, [256.0, 1165.0, 658.0, 36.0], shoonya_4sXSQYU3K7VU93, 5655236]
[paragraph, [172.0, 1261.0, 1171.0, 36.0], shoonya_1sLR2HKL08TKA6, 5655236]
[paragraph, [172.0, 1297.0, 1171.0, 36.0], shoonya_1sLR2HKL08TKA6, 5655236]
[paragraph, [172.0, 1333.0, 1171.0, 36.0], shoonya_1sLR2HKL08TKA6, 5655236]
[paragraph, [172.0, 1369.0, 1171.0, 36.0], shoonya_1sLR2HKL08TKA6, 5655236]
[paragraph, [172.0, 1405.0, 1171.0, 36.0], shoonya_1sLR2HKL08TKA6, 5655236]
[paragraph, [172.0, 1441.0, 1171.0, 36.0], shoonya_1sLR2HKL08TKA6, 5655236]
[paragraph, [172.0, 1477.0, 1171.0, 36.0], shoonya_1sLR2HKL08TKA6, 5655236]
[paragraph, [172.0, 1513.0, 1171.0, 36.0], shoonya_1sLR2HKL08TKA6, 5655236]
[paragraph, [172.0, 1549.0, 1171.0, 36.0], shoonya_1sLR2HKL08TKA6, 5655236]
[section-title, [171.0, 1649.0, 394.0, 52.5], 6TRg0FcTZR, 5655236]
[paragraph, [174.0, 1746.0, 1166.0, 36.0], shoonya_3sMLTAWS3N2IEF, 5655236]
[paragraph, [174.0, 1782.0, 1166.0, 36.0], shoonya_3sMLTAWS3N2IEF, 5655236]
[paragraph, [174.0, 1818.0, 1166.0, 36.0], shoonya_3sMLTAWS3N2IEF, 5655236]
[paragraph, [174.0, 1854.0, 1166.0, 36.0], shoonya_3sMLTAWS3N2IEF, 5655236]
[paragraph, [174.0, 1890.0, 1166.0, 36.0], shoonya_3sMLTAWS3N2IEF, 5655236]
[reference, [177.0, 1988.0, 737.0, 36.0], shoonya_0sZILHQ5O2MLLF, 5655236]
