[1625, 1211]
[paragraph, [437.0, 90.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 126.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 162.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 198.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 234.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 270.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 306.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 342.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 378.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 414.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 450.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 486.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 522.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 558.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 594.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 630.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 666.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 702.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 738.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 774.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 810.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 846.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 882.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 918.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [437.0, 954.0, 343.0, 36.0], dHVaRCwU3F, 5742755]
[paragraph, [799.0, 91.0, 350.0, 36.0], shoonya_3sA172MZC19ATI, 5742755]
[paragraph, [799.0, 127.0, 350.0, 36.0], shoonya_3sA172MZC19ATI, 5742755]
[paragraph, [799.0, 163.0, 350.0, 36.0], shoonya_3sA172MZC19ATI, 5742755]
[paragraph, [799.0, 199.0, 350.0, 36.0], shoonya_3sA172MZC19ATI, 5742755]
[paragraph, [799.0, 235.0, 350.0, 36.0], shoonya_3sA172MZC19ATI, 5742755]
[paragraph, [799.0, 271.0, 350.0, 36.0], shoonya_3sA172MZC19ATI, 5742755]
[paragraph, [799.0, 307.0, 350.0, 36.0], shoonya_3sA172MZC19ATI, 5742755]
[paragraph, [799.0, 343.0, 350.0, 36.0], shoonya_3sA172MZC19ATI, 5742755]
[section-title, [62.0, 102.0, 351.0, 49.5], 07LOLhwMum, 5742755]
[paragraph, [83.0, 186.0, 340.0, 36.0], --BvxA6I78, 5742755]
[paragraph, [83.0, 222.0, 340.0, 36.0], --BvxA6I78, 5742755]
[paragraph, [83.0, 258.0, 340.0, 36.0], --BvxA6I78, 5742755]
[paragraph, [83.0, 294.0, 340.0, 36.0], --BvxA6I78, 5742755]
[paragraph, [83.0, 330.0, 340.0, 36.0], --BvxA6I78, 5742755]
[paragraph, [83.0, 366.0, 340.0, 36.0], --BvxA6I78, 5742755]
[paragraph, [78.0, 413.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 449.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 485.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 521.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 557.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 593.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 629.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 665.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 701.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 737.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 773.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 809.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 845.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 881.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 917.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 953.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 989.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 1025.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 1061.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 1097.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 1133.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 1169.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 1205.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 1241.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [78.0, 1277.0, 343.0, 36.0], jiy-MSYU1v, 5742755]
[paragraph, [796.0, 419.0, 346.0, 36.0], shoonya_2sAQ8QIV9YM82O, 5742755]
[paragraph, [796.0, 455.0, 346.0, 36.0], shoonya_2sAQ8QIV9YM82O, 5742755]
[paragraph, [796.0, 491.0, 346.0, 36.0], shoonya_2sAQ8QIV9YM82O, 5742755]
[paragraph, [796.0, 527.0, 346.0, 36.0], shoonya_2sAQ8QIV9YM82O, 5742755]
[paragraph, [796.0, 563.0, 346.0, 36.0], shoonya_2sAQ8QIV9YM82O, 5742755]
[paragraph, [796.0, 599.0, 346.0, 36.0], shoonya_2sAQ8QIV9YM82O, 5742755]
[paragraph, [796.0, 635.0, 346.0, 36.0], shoonya_2sAQ8QIV9YM82O, 5742755]
[paragraph, [796.0, 671.0, 346.0, 36.0], shoonya_2sAQ8QIV9YM82O, 5742755]
[paragraph, [796.0, 707.0, 346.0, 36.0], shoonya_2sAQ8QIV9YM82O, 5742755]
[paragraph, [796.0, 743.0, 346.0, 36.0], shoonya_2sAQ8QIV9YM82O, 5742755]
[paragraph, [796.0, 779.0, 346.0, 36.0], shoonya_2sAQ8QIV9YM82O, 5742755]
[paragraph, [791.0, 829.0, 345.0, 36.0], shoonya_0sSSDK3S1O1QQ0, 5742755]
[paragraph, [791.0, 865.0, 345.0, 36.0], shoonya_0sSSDK3S1O1QQ0, 5742755]
[paragraph, [791.0, 901.0, 345.0, 36.0], shoonya_0sSSDK3S1O1QQ0, 5742755]
[paragraph, [791.0, 937.0, 345.0, 36.0], shoonya_0sSSDK3S1O1QQ0, 5742755]
[paragraph, [791.0, 973.0, 345.0, 36.0], shoonya_0sSSDK3S1O1QQ0, 5742755]
[paragraph, [791.0, 1009.0, 345.0, 36.0], shoonya_0sSSDK3S1O1QQ0, 5742755]
[paragraph, [791.0, 1045.0, 345.0, 36.0], shoonya_0sSSDK3S1O1QQ0, 5742755]
[paragraph, [791.0, 1081.0, 345.0, 36.0], shoonya_0sSSDK3S1O1QQ0, 5742755]
[paragraph, [791.0, 1117.0, 345.0, 36.0], shoonya_0sSSDK3S1O1QQ0, 5742755]
[paragraph, [429.0, 1013.0, 348.0, 36.0], QbYXpI6qfM, 5742755]
[paragraph, [429.0, 1049.0, 348.0, 36.0], QbYXpI6qfM, 5742755]
[paragraph, [429.0, 1085.0, 348.0, 36.0], QbYXpI6qfM, 5742755]
[paragraph, [429.0, 1121.0, 348.0, 36.0], QbYXpI6qfM, 5742755]
[paragraph, [429.0, 1157.0, 348.0, 36.0], QbYXpI6qfM, 5742755]
[paragraph, [429.0, 1193.0, 348.0, 36.0], QbYXpI6qfM, 5742755]
[paragraph, [429.0, 1229.0, 348.0, 36.0], QbYXpI6qfM, 5742755]
[paragraph, [429.0, 1265.0, 348.0, 36.0], QbYXpI6qfM, 5742755]
[paragraph, [429.0, 1301.0, 348.0, 36.0], QbYXpI6qfM, 5742755]
[paragraph, [429.0, 1337.0, 348.0, 36.0], QbYXpI6qfM, 5742755]
[paragraph, [429.0, 1373.0, 348.0, 36.0], QbYXpI6qfM, 5742755]
[paragraph, [429.0, 1409.0, 348.0, 36.0], QbYXpI6qfM, 5742755]
[paragraph, [429.0, 1445.0, 348.0, 36.0], QbYXpI6qfM, 5742755]
[paragraph, [786.0, 1179.0, 339.0, 36.0], shoonya_1sSQXZFFCEAA3U, 5742755]
[paragraph, [786.0, 1215.0, 339.0, 36.0], shoonya_1sSQXZFFCEAA3U, 5742755]
[paragraph, [786.0, 1251.0, 339.0, 36.0], shoonya_1sSQXZFFCEAA3U, 5742755]
[paragraph, [786.0, 1287.0, 339.0, 36.0], shoonya_1sSQXZFFCEAA3U, 5742755]
[paragraph, [785.0, 1339.0, 339.0, 36.0], shoonya_5sRCWXBE0ZOLCX, 5742755]
[paragraph, [785.0, 1375.0, 339.0, 36.0], shoonya_5sRCWXBE0ZOLCX, 5742755]
[paragraph, [785.0, 1411.0, 339.0, 36.0], shoonya_5sRCWXBE0ZOLCX, 5742755]
[paragraph, [785.0, 1447.0, 339.0, 36.0], shoonya_5sRCWXBE0ZOLCX, 5742755]
