[1447, 1063]
[folio, [410.0, 42.0, 243.0, 18.0], sgdQ1r3PAV, 5763093]
[folio, [410.0, 60.0, 243.0, 18.0], sgdQ1r3PAV, 5763093]
[headline, [153.0, 94.0, 756.0, 25.5], shoonya_2s75J91FH4GFWT, 5763093]
[headline, [153.0, 119.5, 756.0, 25.5], shoonya_2s75J91FH4GFWT, 5763093]
[headline, [153.0, 145.0, 756.0, 25.5], shoonya_2s75J91FH4GFWT, 5763093]
[headline, [153.0, 170.5, 756.0, 25.5], shoonya_2s75J91FH4GFWT, 5763093]
[headline, [153.0, 196.0, 756.0, 25.5], shoonya_2s75J91FH4GFWT, 5763093]
[headline, [153.0, 221.5, 756.0, 25.5], shoonya_2s75J91FH4GFWT, 5763093]
[paragraph, [87.0, 814.0, 438.0, 18.0], OkePSh2fp5, 5763093]
[paragraph, [87.0, 832.0, 438.0, 18.0], OkePSh2fp5, 5763093]
[paragraph, [87.0, 850.0, 438.0, 18.0], OkePSh2fp5, 5763093]
[paragraph, [87.0, 868.0, 438.0, 18.0], OkePSh2fp5, 5763093]
[paragraph, [87.0, 886.0, 438.0, 18.0], OkePSh2fp5, 5763093]
[paragraph, [87.0, 904.0, 438.0, 18.0], OkePSh2fp5, 5763093]
[paragraph, [87.0, 922.0, 438.0, 18.0], OkePSh2fp5, 5763093]
[paragraph, [87.0, 940.0, 438.0, 18.0], OkePSh2fp5, 5763093]
[paragraph, [87.0, 958.0, 438.0, 18.0], OkePSh2fp5, 5763093]
[paragraph, [87.0, 976.0, 438.0, 18.0], OkePSh2fp5, 5763093]
[paragraph, [87.0, 994.0, 438.0, 18.0], OkePSh2fp5, 5763093]
[paragraph, [87.0, 1012.0, 438.0, 18.0], OkePSh2fp5, 5763093]
[paragraph, [87.0, 1030.0, 438.0, 18.0], OkePSh2fp5, 5763093]
[paragraph, [524.0, 814.0, 439.0, 18.0], GvnZiTijjJ, 5763093]
[paragraph, [524.0, 832.0, 439.0, 18.0], GvnZiTijjJ, 5763093]
[paragraph, [524.0, 850.0, 439.0, 18.0], GvnZiTijjJ, 5763093]
[paragraph, [524.0, 868.0, 439.0, 18.0], GvnZiTijjJ, 5763093]
[paragraph, [524.0, 886.0, 439.0, 18.0], GvnZiTijjJ, 5763093]
[paragraph, [524.0, 904.0, 439.0, 18.0], GvnZiTijjJ, 5763093]
[paragraph, [525.0, 928.0, 441.0, 18.0], AkkSZbsZs4, 5763093]
[paragraph, [525.0, 946.0, 441.0, 18.0], AkkSZbsZs4, 5763093]
[paragraph, [525.0, 964.0, 441.0, 18.0], AkkSZbsZs4, 5763093]
[paragraph, [525.0, 982.0, 441.0, 18.0], AkkSZbsZs4, 5763093]
[paragraph, [525.0, 1000.0, 441.0, 18.0], AkkSZbsZs4, 5763093]
[paragraph, [525.0, 1018.0, 441.0, 18.0], AkkSZbsZs4, 5763093]
[paragraph, [525.0, 1036.0, 441.0, 18.0], AkkSZbsZs4, 5763093]
[paragraph, [525.0, 1054.0, 441.0, 18.0], AkkSZbsZs4, 5763093]
[paragraph, [525.0, 1072.0, 441.0, 18.0], AkkSZbsZs4, 5763093]
[paragraph, [525.0, 1090.0, 441.0, 18.0], AkkSZbsZs4, 5763093]
[paragraph, [525.0, 1108.0, 441.0, 18.0], AkkSZbsZs4, 5763093]
[paragraph, [525.0, 1126.0, 441.0, 18.0], AkkSZbsZs4, 5763093]
[paragraph, [525.0, 1144.0, 441.0, 18.0], AkkSZbsZs4, 5763093]
[paragraph, [525.0, 1162.0, 441.0, 18.0], AkkSZbsZs4, 5763093]
[paragraph, [525.0, 1180.0, 441.0, 18.0], AkkSZbsZs4, 5763093]
[paragraph, [89.0, 1064.0, 435.0, 18.0], U3Be6S0ghL, 5763093]
[paragraph, [89.0, 1082.0, 435.0, 18.0], U3Be6S0ghL, 5763093]
[paragraph, [89.0, 1100.0, 435.0, 18.0], U3Be6S0ghL, 5763093]
[paragraph, [89.0, 1118.0, 435.0, 18.0], U3Be6S0ghL, 5763093]
[paragraph, [89.0, 1136.0, 435.0, 18.0], U3Be6S0ghL, 5763093]
[paragraph, [89.0, 1154.0, 435.0, 18.0], U3Be6S0ghL, 5763093]
[paragraph, [89.0, 1172.0, 435.0, 18.0], U3Be6S0ghL, 5763093]
[paragraph, [89.0, 1190.0, 435.0, 18.0], U3Be6S0ghL, 5763093]
[paragraph, [89.0, 1208.0, 435.0, 18.0], U3Be6S0ghL, 5763093]
[paragraph, [89.0, 1226.0, 435.0, 18.0], U3Be6S0ghL, 5763093]
[paragraph, [89.0, 1244.0, 435.0, 18.0], U3Be6S0ghL, 5763093]
[paragraph, [89.0, 1262.0, 435.0, 18.0], U3Be6S0ghL, 5763093]
[paragraph, [89.0, 1280.0, 435.0, 18.0], U3Be6S0ghL, 5763093]
[paragraph, [89.0, 1298.0, 435.0, 18.0], U3Be6S0ghL, 5763093]
[paragraph, [89.0, 1316.0, 435.0, 18.0], U3Be6S0ghL, 5763093]
[paragraph, [526.0, 1208.0, 442.0, 18.0], aB0DTWTMf0, 5763093]
[paragraph, [526.0, 1226.0, 442.0, 18.0], aB0DTWTMf0, 5763093]
[paragraph, [526.0, 1244.0, 442.0, 18.0], aB0DTWTMf0, 5763093]
[paragraph, [526.0, 1262.0, 442.0, 18.0], aB0DTWTMf0, 5763093]
[paragraph, [526.0, 1280.0, 442.0, 18.0], aB0DTWTMf0, 5763093]
[paragraph, [526.0, 1298.0, 442.0, 18.0], aB0DTWTMf0, 5763093]
[paragraph, [526.0, 1316.0, 442.0, 18.0], aB0DTWTMf0, 5763093]
