[1246, 880]
[chapter-title, [318.0, 29.0, 313.0, 30.0], shoonya_0sUC0KDHF0HSCJ, 5776680]
[paragraph, [136.0, 72.0, 662.0, 18.0], NsKIz65wXE, 5776680]
[paragraph, [136.0, 90.0, 662.0, 18.0], NsKIz65wXE, 5776680]
[paragraph, [136.0, 108.0, 662.0, 18.0], NsKIz65wXE, 5776680]
[paragraph, [136.0, 126.0, 662.0, 18.0], NsKIz65wXE, 5776680]
[paragraph, [136.0, 144.0, 662.0, 18.0], NsKIz65wXE, 5776680]
[paragraph, [135.0, 173.0, 666.0, 18.0], 7bT_UWyEn1, 5776680]
[paragraph, [135.0, 191.0, 666.0, 18.0], 7bT_UWyEn1, 5776680]
[paragraph, [134.0, 223.0, 200.0, 18.0], 5Ql30wFeWK, 5776680]
[paragraph, [129.0, 248.0, 356.0, 18.0], h50KAb5r4B, 5776680]
[paragraph, [131.0, 276.0, 671.0, 18.0], 7xYm37gM5e, 5776680]
[paragraph, [131.0, 294.0, 671.0, 18.0], 7xYm37gM5e, 5776680]
[paragraph, [131.0, 324.0, 447.0, 18.0], f9tjcG3L2f, 5776680]
[paragraph, [130.0, 352.0, 676.0, 18.0], S8GRSx1uIi, 5776680]
[paragraph, [130.0, 370.0, 676.0, 18.0], S8GRSx1uIi, 5776680]
[paragraph, [130.0, 388.0, 676.0, 18.0], S8GRSx1uIi, 5776680]
[paragraph, [130.0, 406.0, 676.0, 18.0], S8GRSx1uIi, 5776680]
[paragraph, [130.0, 424.0, 676.0, 18.0], S8GRSx1uIi, 5776680]
[paragraph, [128.0, 451.0, 632.0, 18.0], qatFriGmMC, 5776680]
[paragraph, [129.0, 479.0, 357.0, 18.0], LXl4tRrZII, 5776680]
[paragraph, [127.0, 502.0, 505.0, 18.0], pQdBo6emAG, 5776680]
[paragraph, [125.0, 526.0, 670.0, 18.0], WP_EsB6p33, 5776680]
[paragraph, [125.0, 544.0, 670.0, 18.0], WP_EsB6p33, 5776680]
[paragraph, [129.0, 574.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 592.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 610.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 628.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 646.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 664.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 682.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 700.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 718.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 736.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 754.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 772.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 790.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 808.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 826.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 844.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 862.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [129.0, 880.0, 669.0, 18.0], kmBeWUkqf7, 5776680]
[paragraph, [131.0, 904.0, 665.0, 18.0], lH33-UWZLP, 5776680]
[paragraph, [131.0, 922.0, 665.0, 18.0], lH33-UWZLP, 5776680]
[paragraph, [131.0, 940.0, 665.0, 18.0], lH33-UWZLP, 5776680]
[paragraph, [131.0, 958.0, 665.0, 18.0], lH33-UWZLP, 5776680]
[paragraph, [131.0, 976.0, 665.0, 18.0], lH33-UWZLP, 5776680]
[paragraph, [130.0, 1001.0, 666.0, 18.0], 1X97GyZXV7, 5776680]
[paragraph, [130.0, 1019.0, 666.0, 18.0], 1X97GyZXV7, 5776680]
[paragraph, [129.0, 1056.0, 666.0, 18.0], cNNt4eekPZ, 5776680]
