[792, 612]
[folio, [411.0, 44.0, 116.0, 18.0], BweHExHoGt, 6491499]
[section-title, [185.0, 106.0, 248.0, 30.0], shoonya_4sREM3AYSLLKTE, 6491499]
[author, [450.0, 149.0, 116.0, 18.0], shoonya_8sX7YFL16AR0DJ, 6491499]
[paragraph, [313.0, 183.0, 251.0, 18.0], shoonya_2sVM3OCOGXD322, 6491499]
[paragraph, [313.0, 201.0, 251.0, 18.0], shoonya_2sVM3OCOGXD322, 6491499]
[paragraph, [313.0, 219.0, 251.0, 18.0], shoonya_2sVM3OCOGXD322, 6491499]
[paragraph, [313.0, 237.0, 251.0, 18.0], shoonya_2sVM3OCOGXD322, 6491499]
[paragraph, [313.0, 255.0, 251.0, 18.0], shoonya_2sVM3OCOGXD322, 6491499]
[paragraph, [313.0, 273.0, 251.0, 18.0], shoonya_2sVM3OCOGXD322, 6491499]
[paragraph, [313.0, 291.0, 251.0, 18.0], shoonya_2sVM3OCOGXD322, 6491499]
[paragraph, [313.0, 309.0, 251.0, 18.0], shoonya_2sVM3OCOGXD322, 6491499]
[paragraph, [313.0, 327.0, 251.0, 18.0], shoonya_2sVM3OCOGXD322, 6491499]
[paragraph, [313.0, 345.0, 251.0, 18.0], shoonya_2sVM3OCOGXD322, 6491499]
[paragraph, [313.0, 363.0, 251.0, 18.0], shoonya_2sVM3OCOGXD322, 6491499]
[paragraph, [62.0, 184.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 202.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 220.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 238.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 256.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 274.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 292.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 310.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 328.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 346.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 364.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 382.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 400.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 418.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 436.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 454.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 472.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 490.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 508.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 526.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 544.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 562.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 580.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 598.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 616.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [62.0, 634.0, 249.0, 18.0], shoonya_1s3Y43QKSDS3VY, 6491499]
[paragraph, [313.0, 398.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 416.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 434.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 452.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 470.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 488.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 506.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 524.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 542.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 560.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 578.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 596.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 614.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 632.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 650.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 668.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 686.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [313.0, 704.0, 257.0, 18.0], shoonya_0sJN690XW81FRF, 6491499]
[paragraph, [63.0, 670.0, 250.0, 18.0], FxXkqFd3Ql, 6491499]
[paragraph, [63.0, 688.0, 250.0, 18.0], FxXkqFd3Ql, 6491499]
[paragraph, [63.0, 706.0, 250.0, 18.0], FxXkqFd3Ql, 6491499]
