[1244, 850]
[paragraph, [154.0, 87.0, 622.0, 18.0], shoonya_6sUX99AXFX1LIC, 5775993]
[paragraph, [154.0, 105.0, 622.0, 18.0], shoonya_6sUX99AXFX1LIC, 5775993]
[paragraph, [154.0, 123.0, 622.0, 18.0], shoonya_6sUX99AXFX1LIC, 5775993]
[paragraph, [154.0, 141.0, 622.0, 18.0], shoonya_6sUX99AXFX1LIC, 5775993]
[paragraph, [154.0, 163.0, 622.0, 18.0], shoonya_1sC9OECY6U4XXV, 5775993]
[paragraph, [154.0, 181.0, 622.0, 18.0], shoonya_1sC9OECY6U4XXV, 5775993]
[paragraph, [154.0, 199.0, 622.0, 18.0], shoonya_1sC9OECY6U4XXV, 5775993]
[paragraph, [154.0, 217.0, 622.0, 18.0], shoonya_1sC9OECY6U4XXV, 5775993]
[paragraph, [154.0, 235.0, 622.0, 18.0], shoonya_1sC9OECY6U4XXV, 5775993]
[paragraph, [154.0, 253.0, 622.0, 18.0], shoonya_1sC9OECY6U4XXV, 5775993]
[paragraph, [154.0, 271.0, 622.0, 18.0], shoonya_1sC9OECY6U4XXV, 5775993]
[paragraph, [154.0, 289.0, 622.0, 18.0], shoonya_1sC9OECY6U4XXV, 5775993]
[paragraph, [154.0, 307.0, 622.0, 18.0], shoonya_1sC9OECY6U4XXV, 5775993]
[paragraph, [153.0, 339.0, 625.0, 18.0], shoonya_2sJF55K8RFXSVQ, 5775993]
[paragraph, [153.0, 357.0, 625.0, 18.0], shoonya_2sJF55K8RFXSVQ, 5775993]
[paragraph, [153.0, 375.0, 625.0, 18.0], shoonya_2sJF55K8RFXSVQ, 5775993]
[paragraph, [153.0, 393.0, 625.0, 18.0], shoonya_2sJF55K8RFXSVQ, 5775993]
[paragraph, [153.0, 411.0, 625.0, 18.0], shoonya_2sJF55K8RFXSVQ, 5775993]
[paragraph, [153.0, 438.0, 624.0, 18.0], shoonya_0s3YY4XYY0JRAT, 5775993]
[paragraph, [153.0, 456.0, 624.0, 18.0], shoonya_0s3YY4XYY0JRAT, 5775993]
[paragraph, [153.0, 474.0, 624.0, 18.0], shoonya_0s3YY4XYY0JRAT, 5775993]
[paragraph, [153.0, 492.0, 624.0, 18.0], shoonya_0s3YY4XYY0JRAT, 5775993]
[paragraph, [153.0, 510.0, 624.0, 18.0], shoonya_0s3YY4XYY0JRAT, 5775993]
[paragraph, [153.0, 528.0, 624.0, 18.0], shoonya_0s3YY4XYY0JRAT, 5775993]
[paragraph, [153.0, 546.0, 624.0, 18.0], shoonya_0s3YY4XYY0JRAT, 5775993]
[paragraph, [153.0, 564.0, 624.0, 18.0], shoonya_0s3YY4XYY0JRAT, 5775993]
[paragraph, [153.0, 582.0, 624.0, 18.0], shoonya_0s3YY4XYY0JRAT, 5775993]
[paragraph, [153.0, 600.0, 624.0, 18.0], shoonya_0s3YY4XYY0JRAT, 5775993]
[paragraph, [153.0, 618.0, 624.0, 18.0], shoonya_0s3YY4XYY0JRAT, 5775993]
[paragraph, [153.0, 636.0, 624.0, 18.0], shoonya_0s3YY4XYY0JRAT, 5775993]
[paragraph, [153.0, 654.0, 624.0, 18.0], shoonya_0s3YY4XYY0JRAT, 5775993]
[paragraph, [153.0, 672.0, 624.0, 18.0], shoonya_0s3YY4XYY0JRAT, 5775993]
[paragraph, [153.0, 690.0, 624.0, 18.0], shoonya_0s3YY4XYY0JRAT, 5775993]
[paragraph, [155.0, 712.0, 622.0, 18.0], shoonya_7sE18ZTLFD6UDL, 5775993]
[paragraph, [155.0, 730.0, 622.0, 18.0], shoonya_7sE18ZTLFD6UDL, 5775993]
[paragraph, [154.0, 763.0, 621.0, 18.0], shoonya_3sGFAUP6N5Q17F, 5775993]
[paragraph, [154.0, 781.0, 621.0, 18.0], shoonya_3sGFAUP6N5Q17F, 5775993]
[paragraph, [154.0, 799.0, 621.0, 18.0], shoonya_3sGFAUP6N5Q17F, 5775993]
[paragraph, [154.0, 817.0, 621.0, 18.0], shoonya_3sGFAUP6N5Q17F, 5775993]
[paragraph, [154.0, 835.0, 621.0, 18.0], shoonya_3sGFAUP6N5Q17F, 5775993]
[paragraph, [153.0, 861.0, 622.0, 18.0], shoonya_4sSSTXK2RTJ4R2, 5775993]
[paragraph, [153.0, 879.0, 622.0, 18.0], shoonya_4sSSTXK2RTJ4R2, 5775993]
[paragraph, [153.0, 897.0, 622.0, 18.0], shoonya_4sSSTXK2RTJ4R2, 5775993]
[paragraph, [153.0, 915.0, 622.0, 18.0], shoonya_4sSSTXK2RTJ4R2, 5775993]
[paragraph, [154.0, 937.0, 623.0, 18.0], shoonya_5sLLVESSPIPSU6, 5775993]
[paragraph, [154.0, 955.0, 623.0, 18.0], shoonya_5sLLVESSPIPSU6, 5775993]
[paragraph, [154.0, 973.0, 623.0, 18.0], shoonya_5sLLVESSPIPSU6, 5775993]
[paragraph, [154.0, 991.0, 623.0, 18.0], shoonya_5sLLVESSPIPSU6, 5775993]
[paragraph, [154.0, 1009.0, 623.0, 18.0], shoonya_5sLLVESSPIPSU6, 5775993]
[paragraph, [154.0, 1027.0, 623.0, 18.0], shoonya_5sLLVESSPIPSU6, 5775993]
[paragraph, [154.0, 1045.0, 623.0, 18.0], shoonya_5sLLVESSPIPSU6, 5775993]
[paragraph, [173.0, 1064.0, 602.0, 18.0], shoonya_8sP1TK22LA7S8A, 5775993]
