[1240, 875]
[headline, [112.0, 118.0, 644.0, 25.5], shoonya_0s0Y6TWF3YWB5Q, 5773798]
[headline, [112.0, 143.5, 644.0, 25.5], shoonya_0s0Y6TWF3YWB5Q, 5773798]
[headline, [112.0, 169.0, 644.0, 25.5], shoonya_0s0Y6TWF3YWB5Q, 5773798]
[headline, [112.0, 194.5, 644.0, 25.5], shoonya_0s0Y6TWF3YWB5Q, 5773798]
[headline, [112.0, 220.0, 644.0, 25.5], shoonya_0s0Y6TWF3YWB5Q, 5773798]
[paragraph, [53.0, 321.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 339.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 357.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 375.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 393.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 411.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 429.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 447.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 465.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 483.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 501.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 519.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 537.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 555.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 573.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 591.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 609.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 627.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 645.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 663.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 681.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 699.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 717.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 735.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 753.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 771.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 789.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 807.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 825.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 843.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 861.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 879.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 897.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 915.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 933.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 951.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 969.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 987.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 1005.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 1023.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 1041.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 1059.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 1077.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 1095.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 1113.0, 774.0, 18.0], CJfifd9ytq, 5773798]
[paragraph, [53.0, 1131.0, 774.0, 18.0], CJfifd9ytq, 5773798]
