[1298, 853]
[section-title, [308.0, 69.0, 223.0, 30.0], shoonya_2sB22TAYSZRW1D, 5710024]
[paragraph, [66.0, 116.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 134.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 152.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 170.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 188.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 206.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 224.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 242.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 260.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 278.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 296.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 314.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 332.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 350.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 368.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 386.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 404.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 422.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 440.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [66.0, 458.0, 717.0, 18.0], shoonya_1sA9B1CC1XSOAP, 5710024]
[paragraph, [67.0, 493.0, 721.0, 18.0], AFvk7rcFw6, 5710024]
[paragraph, [67.0, 511.0, 721.0, 18.0], AFvk7rcFw6, 5710024]
[paragraph, [67.0, 529.0, 721.0, 18.0], AFvk7rcFw6, 5710024]
[paragraph, [67.0, 547.0, 721.0, 18.0], AFvk7rcFw6, 5710024]
[paragraph, [67.0, 575.0, 723.0, 18.0], xFwYilooyJ, 5710024]
[paragraph, [67.0, 593.0, 723.0, 18.0], xFwYilooyJ, 5710024]
[paragraph, [67.0, 611.0, 723.0, 18.0], xFwYilooyJ, 5710024]
[paragraph, [67.0, 629.0, 723.0, 18.0], xFwYilooyJ, 5710024]
[paragraph, [67.0, 647.0, 723.0, 18.0], xFwYilooyJ, 5710024]
[paragraph, [67.0, 665.0, 723.0, 18.0], xFwYilooyJ, 5710024]
[paragraph, [67.0, 683.0, 723.0, 18.0], xFwYilooyJ, 5710024]
[paragraph, [67.0, 701.0, 723.0, 18.0], xFwYilooyJ, 5710024]
[paragraph, [67.0, 719.0, 723.0, 18.0], xFwYilooyJ, 5710024]
[paragraph, [67.0, 737.0, 723.0, 18.0], xFwYilooyJ, 5710024]
[paragraph, [67.0, 755.0, 723.0, 18.0], xFwYilooyJ, 5710024]
[paragraph, [67.0, 773.0, 723.0, 18.0], xFwYilooyJ, 5710024]
[paragraph, [67.0, 791.0, 723.0, 18.0], xFwYilooyJ, 5710024]
[paragraph, [67.0, 809.0, 723.0, 18.0], xFwYilooyJ, 5710024]
[paragraph, [67.0, 827.0, 723.0, 18.0], xFwYilooyJ, 5710024]
[paragraph, [67.0, 845.0, 719.0, 18.0], shoonya_3sORBJBTHENETM, 5710024]
[paragraph, [67.0, 863.0, 719.0, 18.0], shoonya_3sORBJBTHENETM, 5710024]
[paragraph, [67.0, 881.0, 719.0, 18.0], shoonya_3sORBJBTHENETM, 5710024]
[paragraph, [67.0, 899.0, 719.0, 18.0], shoonya_3sORBJBTHENETM, 5710024]
[paragraph, [67.0, 917.0, 719.0, 18.0], shoonya_3sORBJBTHENETM, 5710024]
[paragraph, [67.0, 935.0, 719.0, 18.0], shoonya_3sORBJBTHENETM, 5710024]
[paragraph, [67.0, 953.0, 719.0, 18.0], shoonya_3sORBJBTHENETM, 5710024]
[paragraph, [67.0, 971.0, 719.0, 18.0], shoonya_3sORBJBTHENETM, 5710024]
[paragraph, [67.0, 989.0, 719.0, 18.0], shoonya_3sORBJBTHENETM, 5710024]
[paragraph, [67.0, 1007.0, 719.0, 18.0], shoonya_3sORBJBTHENETM, 5710024]
[paragraph, [67.0, 1025.0, 719.0, 18.0], shoonya_3sORBJBTHENETM, 5710024]
[paragraph, [67.0, 1053.0, 716.0, 18.0], shoonya_0sA34GCXAFTXSM, 5710024]
[paragraph, [67.0, 1071.0, 716.0, 18.0], shoonya_0sA34GCXAFTXSM, 5710024]
[paragraph, [67.0, 1089.0, 716.0, 18.0], shoonya_0sA34GCXAFTXSM, 5710024]
[paragraph, [67.0, 1107.0, 716.0, 18.0], shoonya_0sA34GCXAFTXSM, 5710024]
[paragraph, [67.0, 1125.0, 716.0, 18.0], shoonya_0sA34GCXAFTXSM, 5710024]
[paragraph, [67.0, 1143.0, 716.0, 18.0], shoonya_0sA34GCXAFTXSM, 5710024]
[paragraph, [67.0, 1161.0, 716.0, 18.0], shoonya_0sA34GCXAFTXSM, 5710024]
[paragraph, [67.0, 1179.0, 716.0, 18.0], shoonya_0sA34GCXAFTXSM, 5710024]
[paragraph, [67.0, 1197.0, 716.0, 18.0], shoonya_0sA34GCXAFTXSM, 5710024]
