[1220, 768]
[headline, [281.0, 62.0, 242.0, 25.5], 6g5ZTaD5OU, 5770197]
[headline, [281.0, 87.5, 242.0, 25.5], 6g5ZTaD5OU, 5770197]
[paragraph, [75.0, 120.0, 309.0, 18.0], shoonya_1sC5AFDL593AFO, 5770197]
[paragraph, [75.0, 138.0, 309.0, 18.0], shoonya_1sC5AFDL593AFO, 5770197]
[paragraph, [75.0, 156.0, 309.0, 18.0], shoonya_1sC5AFDL593AFO, 5770197]
[paragraph, [75.0, 174.0, 309.0, 18.0], shoonya_1sC5AFDL593AFO, 5770197]
[paragraph, [75.0, 192.0, 309.0, 18.0], shoonya_1sC5AFDL593AFO, 5770197]
[paragraph, [75.0, 210.0, 309.0, 18.0], shoonya_1sC5AFDL593AFO, 5770197]
[paragraph, [75.0, 228.0, 309.0, 18.0], shoonya_1sC5AFDL593AFO, 5770197]
[paragraph, [75.0, 246.0, 309.0, 18.0], shoonya_1sC5AFDL593AFO, 5770197]
[paragraph, [75.0, 264.0, 309.0, 18.0], shoonya_1sC5AFDL593AFO, 5770197]
[paragraph, [75.0, 282.0, 309.0, 18.0], shoonya_1sC5AFDL593AFO, 5770197]
[paragraph, [75.0, 300.0, 309.0, 18.0], shoonya_1sC5AFDL593AFO, 5770197]
[paragraph, [75.0, 318.0, 309.0, 18.0], shoonya_1sC5AFDL593AFO, 5770197]
[paragraph, [75.0, 336.0, 309.0, 18.0], shoonya_1sC5AFDL593AFO, 5770197]
[paragraph, [75.0, 354.0, 309.0, 18.0], shoonya_1sC5AFDL593AFO, 5770197]
[paragraph, [388.0, 123.0, 306.0, 18.0], 02UU6vwR47, 5770197]
[paragraph, [388.0, 141.0, 306.0, 18.0], 02UU6vwR47, 5770197]
[paragraph, [388.0, 159.0, 306.0, 18.0], 02UU6vwR47, 5770197]
[paragraph, [388.0, 177.0, 306.0, 18.0], 02UU6vwR47, 5770197]
[paragraph, [388.0, 195.0, 306.0, 18.0], 02UU6vwR47, 5770197]
[paragraph, [388.0, 213.0, 306.0, 18.0], 02UU6vwR47, 5770197]
[paragraph, [388.0, 231.0, 306.0, 18.0], 02UU6vwR47, 5770197]
[paragraph, [388.0, 249.0, 306.0, 18.0], 02UU6vwR47, 5770197]
[paragraph, [388.0, 267.0, 306.0, 18.0], 02UU6vwR47, 5770197]
[paragraph, [388.0, 285.0, 306.0, 18.0], 02UU6vwR47, 5770197]
[paragraph, [388.0, 303.0, 306.0, 18.0], 02UU6vwR47, 5770197]
[paragraph, [388.0, 321.0, 306.0, 18.0], 02UU6vwR47, 5770197]
[paragraph, [388.0, 339.0, 306.0, 18.0], 02UU6vwR47, 5770197]
[paragraph, [388.0, 357.0, 306.0, 18.0], 02UU6vwR47, 5770197]
[paragraph, [74.0, 385.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 403.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 421.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 439.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 457.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 475.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 493.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 511.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 529.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 547.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 565.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 583.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 601.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 619.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 637.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 655.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 673.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 691.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 709.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 727.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 745.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 763.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 781.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 799.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 817.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 835.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 853.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 871.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 889.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 907.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 925.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 943.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 961.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 979.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 997.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 1015.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 1033.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 1051.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 1069.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 1087.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 1105.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [74.0, 1123.0, 316.0, 18.0], llzU6_WOss, 5770197]
[paragraph, [393.0, 386.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 404.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 422.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 440.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 458.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 476.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 494.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 512.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 530.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 548.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 566.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 584.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 602.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 620.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 638.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 656.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [393.0, 674.0, 300.0, 18.0], h0t97QZLtA, 5770197]
[paragraph, [412.0, 696.0, 279.0, 18.0], 4Xw97sVane, 5770197]
[paragraph, [412.0, 714.0, 279.0, 18.0], 4Xw97sVane, 5770197]
