[1028, 612]
[folio, [257.0, 173.0, 95.0, 18.0], lH0QkfsEMz, 6459724]
[folio, [257.0, 191.0, 95.0, 18.0], lH0QkfsEMz, 6459724]
[paragraph, [83.0, 215.0, 448.0, 18.0], shoonya_0s50HDNNPJM0NG, 6459724]
[paragraph, [83.0, 233.0, 448.0, 18.0], shoonya_0s50HDNNPJM0NG, 6459724]
[paragraph, [83.0, 251.0, 448.0, 18.0], shoonya_0s50HDNNPJM0NG, 6459724]
[paragraph, [83.0, 269.0, 448.0, 18.0], shoonya_0s50HDNNPJM0NG, 6459724]
[paragraph, [83.0, 287.0, 448.0, 18.0], shoonya_0s50HDNNPJM0NG, 6459724]
[paragraph, [83.0, 305.0, 448.0, 18.0], shoonya_0s50HDNNPJM0NG, 6459724]
[paragraph, [83.0, 323.0, 448.0, 18.0], shoonya_0s50HDNNPJM0NG, 6459724]
[paragraph, [83.0, 341.0, 448.0, 18.0], shoonya_0s50HDNNPJM0NG, 6459724]
[paragraph, [83.0, 359.0, 448.0, 18.0], shoonya_0s50HDNNPJM0NG, 6459724]
[paragraph, [87.0, 378.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 396.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 414.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 432.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 450.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 468.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 486.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 504.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 522.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 540.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 558.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 576.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 594.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 612.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 630.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 648.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 666.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 684.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 702.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 720.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 738.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [87.0, 756.0, 442.0, 18.0], g4YlSQsy6I, 6459724]
[paragraph, [82.0, 775.0, 439.0, 18.0], 5S0fjR2q8n, 6459724]
[paragraph, [82.0, 793.0, 439.0, 18.0], 5S0fjR2q8n, 6459724]
[paragraph, [82.0, 811.0, 439.0, 18.0], 5S0fjR2q8n, 6459724]
[paragraph, [82.0, 829.0, 439.0, 18.0], 5S0fjR2q8n, 6459724]
[paragraph, [82.0, 847.0, 439.0, 18.0], 5S0fjR2q8n, 6459724]
[paragraph, [73.0, 870.0, 473.0, 18.0], uGybPEoT5m, 6459724]
[paragraph, [73.0, 888.0, 473.0, 18.0], uGybPEoT5m, 6459724]
[paragraph, [73.0, 906.0, 473.0, 18.0], uGybPEoT5m, 6459724]
[paragraph, [73.0, 924.0, 473.0, 18.0], uGybPEoT5m, 6459724]
