[3508, 2481]
[contact-info, [797.0, 403.0, 877.0, 52.5], syc2SBjIwu, 6534752]
[contact-info, [797.0, 455.5, 877.0, 52.5], syc2SBjIwu, 6534752]
[contact-info, [797.0, 508.0, 877.0, 52.5], syc2SBjIwu, 6534752]
[section-title, [868.0, 585.0, 728.0, 93.0], nw-GI_1ntO, 6534752]
[dateline, [1842.0, 977.0, 406.0, 52.5], qqK1y6S6dt, 6534752]
[dateline, [1842.0, 1029.5, 406.0, 52.5], qqK1y6S6dt, 6534752]
[paragraph, [207.0, 1240.0, 334.0, 52.5], -iUcJKxcD7, 6534752]
[paragraph, [186.0, 1355.0, 2080.0, 52.5], aaYRu5yRcp, 6534752]
[paragraph, [186.0, 1407.5, 2080.0, 52.5], aaYRu5yRcp, 6534752]
[paragraph, [186.0, 1460.0, 2080.0, 52.5], aaYRu5yRcp, 6534752]
[paragraph, [186.0, 1512.5, 2080.0, 52.5], aaYRu5yRcp, 6534752]
[paragraph, [186.0, 1565.0, 2080.0, 52.5], aaYRu5yRcp, 6534752]
[paragraph, [186.0, 1617.5, 2080.0, 52.5], aaYRu5yRcp, 6534752]
[paragraph, [210.0, 1721.0, 2080.0, 52.5], MmgcGBj7RX, 6534752]
[paragraph, [210.0, 1773.5, 2080.0, 52.5], MmgcGBj7RX, 6534752]
[paragraph, [210.0, 1826.0, 2080.0, 52.5], MmgcGBj7RX, 6534752]
[paragraph, [210.0, 1878.5, 2080.0, 52.5], MmgcGBj7RX, 6534752]
[paragraph, [210.0, 1931.0, 2080.0, 52.5], MmgcGBj7RX, 6534752]
[paragraph, [210.0, 1983.5, 2080.0, 52.5], MmgcGBj7RX, 6534752]
[paragraph, [210.0, 2036.0, 2080.0, 52.5], MmgcGBj7RX, 6534752]
[paragraph, [210.0, 2088.5, 2080.0, 52.5], MmgcGBj7RX, 6534752]
[paragraph, [210.0, 2141.0, 2080.0, 52.5], MmgcGBj7RX, 6534752]
[paragraph, [210.0, 2193.5, 2080.0, 52.5], MmgcGBj7RX, 6534752]
[paragraph, [210.0, 2246.0, 2080.0, 52.5], MmgcGBj7RX, 6534752]
[paragraph, [179.0, 2642.0, 396.0, 52.5], e8YZprocmV, 6534752]
[contact-info, [189.0, 3272.0, 629.0, 52.5], zUhudcp6ag, 6534752]
