[559, 353]
[folio, [148.0, 50.0, 70.0, 18.0], F-QlWRZCM8, 6458634]
[paragraph, [82.0, 78.0, 205.0, 18.0], shoonya_0sDB623VLBAH39, 6458634]
[paragraph, [82.0, 96.0, 205.0, 18.0], shoonya_0sDB623VLBAH39, 6458634]
[paragraph, [35.0, 114.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 132.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 150.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 168.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 186.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 204.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 222.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 240.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 258.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 276.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 294.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 312.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 330.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 348.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 366.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 384.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 402.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 420.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [35.0, 438.0, 292.0, 18.0], Mb5ynliy2D, 6458634]
[paragraph, [33.0, 455.0, 291.0, 18.0], pPFR_k1JG1, 6458634]
[paragraph, [33.0, 473.0, 291.0, 18.0], pPFR_k1JG1, 6458634]
[paragraph, [33.0, 491.0, 291.0, 18.0], pPFR_k1JG1, 6458634]
