[2200, 1700]
[paragraph, [372.0, 112.0, 1132.0, 36.0], shoonya_1sWW14D1MKPNGH, 5734026]
[paragraph, [372.0, 148.0, 1132.0, 36.0], shoonya_1sWW14D1MKPNGH, 5734026]
[paragraph, [372.0, 184.0, 1132.0, 36.0], shoonya_1sWW14D1MKPNGH, 5734026]
[paragraph, [372.0, 220.0, 1132.0, 36.0], shoonya_1sWW14D1MKPNGH, 5734026]
[paragraph, [372.0, 256.0, 1132.0, 36.0], shoonya_1sWW14D1MKPNGH, 5734026]
[paragraph, [372.0, 292.0, 1132.0, 36.0], shoonya_1sWW14D1MKPNGH, 5734026]
[paragraph, [372.0, 328.0, 1132.0, 36.0], shoonya_1sWW14D1MKPNGH, 5734026]
[paragraph, [372.0, 364.0, 1132.0, 36.0], shoonya_1sWW14D1MKPNGH, 5734026]
[paragraph, [372.0, 400.0, 1132.0, 36.0], shoonya_1sWW14D1MKPNGH, 5734026]
[paragraph, [372.0, 436.0, 1132.0, 36.0], shoonya_1sWW14D1MKPNGH, 5734026]
[paragraph, [372.0, 472.0, 1132.0, 36.0], shoonya_1sWW14D1MKPNGH, 5734026]
[paragraph, [372.0, 508.0, 1132.0, 36.0], shoonya_1sWW14D1MKPNGH, 5734026]
[paragraph, [373.0, 579.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 615.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 651.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 687.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 723.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 759.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 795.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 831.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 867.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 903.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 939.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 975.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 1011.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 1047.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 1083.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 1119.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 1155.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 1191.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 1227.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 1263.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 1299.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 1335.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 1371.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 1407.0, 1132.0, 36.0], shoonya_0sYN7B92W06HO4, 5734026]
[paragraph, [373.0, 1493.0, 1135.0, 36.0], shoonya_2sGXCI7AK57YJX, 5734026]
[paragraph, [373.0, 1529.0, 1135.0, 36.0], shoonya_2sGXCI7AK57YJX, 5734026]
[paragraph, [373.0, 1565.0, 1135.0, 36.0], shoonya_2sGXCI7AK57YJX, 5734026]
[paragraph, [373.0, 1601.0, 1135.0, 36.0], shoonya_2sGXCI7AK57YJX, 5734026]
[paragraph, [373.0, 1637.0, 1135.0, 36.0], shoonya_2sGXCI7AK57YJX, 5734026]
[paragraph, [373.0, 1673.0, 1135.0, 36.0], shoonya_2sGXCI7AK57YJX, 5734026]
[paragraph, [373.0, 1709.0, 1135.0, 36.0], shoonya_2sGXCI7AK57YJX, 5734026]
[paragraph, [373.0, 1745.0, 1135.0, 36.0], shoonya_2sGXCI7AK57YJX, 5734026]
[paragraph, [373.0, 1781.0, 1135.0, 36.0], shoonya_2sGXCI7AK57YJX, 5734026]
[paragraph, [377.0, 1827.0, 1058.0, 36.0], shoonya_3sXQD8KCPVMHCK, 5734026]
[paragraph, [377.0, 1863.0, 1058.0, 36.0], shoonya_3sXQD8KCPVMHCK, 5734026]
[paragraph, [369.0, 1940.0, 594.0, 36.0], mvMHMPQ6R3, 5734026]
