[1754, 1241]
[paragraph, [162.0, 102.0, 908.0, 36.0], shoonya_12sV287RFD9CHZ, 6476556]
[ordered-list, [95.0, 323.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 359.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 395.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 431.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 467.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 503.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 539.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 575.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 611.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 647.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 683.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 719.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 755.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 791.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 827.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 863.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 899.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 935.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 971.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 1007.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 1043.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 1079.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 1115.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 1151.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 1187.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 1223.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 1259.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 1295.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 1331.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 1367.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 1403.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[ordered-list, [95.0, 1439.0, 1055.0, 36.0], shoonya_13sH047OWKKONG, 6476556]
[sidebar, [825.0, 325.0, 277.0, 36.0], shoonya_4s11YKX9YTVZ0M, 6476556]
[sub-ordered-list, [160.0, 368.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 404.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 440.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 476.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 512.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 548.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 584.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 620.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 656.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 692.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 728.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 764.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 800.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 836.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 872.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 908.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 944.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 980.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 1016.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 1052.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 1088.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 1124.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 1160.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 1196.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 1232.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 1268.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 1304.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 1340.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 1376.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 1412.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[sub-ordered-list, [160.0, 1448.0, 984.0, 36.0], shoonya_8sEM01KW0QMPNS, 6476556]
[subsub-ordered-list, [221.0, 452.0, 915.0, 18.0], shoonya_3sPXY7NYCT0B4Z, 6476556]
[subsub-ordered-list, [221.0, 470.0, 915.0, 18.0], shoonya_3sPXY7NYCT0B4Z, 6476556]
[subsub-ordered-list, [221.0, 488.0, 915.0, 18.0], shoonya_3sPXY7NYCT0B4Z, 6476556]
[subsub-ordered-list, [221.0, 506.0, 915.0, 18.0], shoonya_3sPXY7NYCT0B4Z, 6476556]
[subsub-ordered-list, [221.0, 524.0, 915.0, 18.0], shoonya_3sPXY7NYCT0B4Z, 6476556]
[subsub-ordered-list, [221.0, 542.0, 915.0, 18.0], shoonya_3sPXY7NYCT0B4Z, 6476556]
[subsub-ordered-list, [221.0, 560.0, 915.0, 18.0], shoonya_3sPXY7NYCT0B4Z, 6476556]
[subsub-ordered-list, [221.0, 578.0, 915.0, 18.0], shoonya_3sPXY7NYCT0B4Z, 6476556]
[subsub-ordered-list, [221.0, 596.0, 915.0, 18.0], shoonya_3sPXY7NYCT0B4Z, 6476556]
[subsub-ordered-list, [221.0, 614.0, 915.0, 18.0], shoonya_3sPXY7NYCT0B4Z, 6476556]
[subsub-ordered-list, [221.0, 632.0, 915.0, 18.0], shoonya_3sPXY7NYCT0B4Z, 6476556]
[subsub-ordered-list, [225.0, 803.0, 912.0, 18.0], shoonya_14s4IDAPFAU4WR, 6476556]
[subsub-ordered-list, [225.0, 821.0, 912.0, 18.0], shoonya_14s4IDAPFAU4WR, 6476556]
[subsub-ordered-list, [225.0, 839.0, 912.0, 18.0], shoonya_14s4IDAPFAU4WR, 6476556]
[subsub-ordered-list, [225.0, 857.0, 912.0, 18.0], shoonya_14s4IDAPFAU4WR, 6476556]
[subsub-ordered-list, [225.0, 875.0, 912.0, 18.0], shoonya_14s4IDAPFAU4WR, 6476556]
[subsub-ordered-list, [225.0, 893.0, 912.0, 18.0], shoonya_14s4IDAPFAU4WR, 6476556]
[subsub-ordered-list, [225.0, 911.0, 912.0, 18.0], shoonya_14s4IDAPFAU4WR, 6476556]
[subsub-ordered-list, [225.0, 929.0, 912.0, 18.0], shoonya_14s4IDAPFAU4WR, 6476556]
[subsub-ordered-list, [225.0, 947.0, 912.0, 18.0], shoonya_14s4IDAPFAU4WR, 6476556]
[subsub-ordered-list, [225.0, 1109.0, 717.0, 18.0], shoonya_2sXD70NOBIEG28, 6476556]
[subsub-ordered-list, [225.0, 1127.0, 717.0, 18.0], shoonya_2sXD70NOBIEG28, 6476556]
[subsub-ordered-list, [225.0, 1145.0, 717.0, 18.0], shoonya_2sXD70NOBIEG28, 6476556]
[subsub-ordered-list, [225.0, 1163.0, 717.0, 18.0], shoonya_2sXD70NOBIEG28, 6476556]
[subsub-ordered-list, [225.0, 1181.0, 717.0, 18.0], shoonya_2sXD70NOBIEG28, 6476556]
[subsub-ordered-list, [227.0, 1258.0, 912.0, 18.0], shoonya_15s4FXT85U1DQV, 6476556]
[subsub-ordered-list, [227.0, 1276.0, 912.0, 18.0], shoonya_15s4FXT85U1DQV, 6476556]
[subsub-ordered-list, [227.0, 1294.0, 912.0, 18.0], shoonya_15s4FXT85U1DQV, 6476556]
[subsub-ordered-list, [227.0, 1312.0, 912.0, 18.0], shoonya_15s4FXT85U1DQV, 6476556]
[subsub-ordered-list, [227.0, 1330.0, 912.0, 18.0], shoonya_15s4FXT85U1DQV, 6476556]
