[1754, 1241]
[folio, [173.0, 65.0, 878.0, 36.0], X0SznuKkXj, 6477401]
[folio, [173.0, 101.0, 878.0, 36.0], X0SznuKkXj, 6477401]
[ordered-list, [142.0, 211.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 247.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 283.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 319.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 355.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 391.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 427.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 463.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 499.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 535.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 571.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 607.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 643.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 679.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 715.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 751.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 787.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 823.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 859.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 895.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 931.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 967.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 1003.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 1039.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 1075.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 1111.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 1147.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 1183.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 1219.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 1255.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 1291.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 1327.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 1363.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[ordered-list, [142.0, 1399.0, 853.0, 36.0], shoonya_1sQ7M88TTXTZYD, 6477401]
[sub-ordered-list, [181.0, 243.0, 551.0, 36.0], shoonya_0sLSQUA07LUED0, 6477401]
[sub-ordered-list, [181.0, 279.0, 551.0, 36.0], shoonya_0sLSQUA07LUED0, 6477401]
[sub-ordered-list, [181.0, 315.0, 551.0, 36.0], shoonya_0sLSQUA07LUED0, 6477401]
[sub-ordered-list, [181.0, 351.0, 551.0, 36.0], shoonya_0sLSQUA07LUED0, 6477401]
[sub-ordered-list, [179.0, 435.0, 702.0, 36.0], shoonya_3sLHK4XOPXMMCI, 6477401]
[sub-ordered-list, [179.0, 471.0, 702.0, 36.0], shoonya_3sLHK4XOPXMMCI, 6477401]
[sub-ordered-list, [179.0, 507.0, 702.0, 36.0], shoonya_3sLHK4XOPXMMCI, 6477401]
[sub-ordered-list, [179.0, 543.0, 702.0, 36.0], shoonya_3sLHK4XOPXMMCI, 6477401]
[sub-ordered-list, [179.0, 579.0, 702.0, 36.0], shoonya_3sLHK4XOPXMMCI, 6477401]
[sub-ordered-list, [178.0, 686.0, 506.0, 36.0], GlqC_BFlrL, 6477401]
[sub-ordered-list, [178.0, 722.0, 506.0, 36.0], GlqC_BFlrL, 6477401]
[sub-ordered-list, [178.0, 758.0, 506.0, 36.0], GlqC_BFlrL, 6477401]
[sub-ordered-list, [176.0, 847.0, 729.0, 36.0], n1szzw6b8L, 6477401]
[sub-ordered-list, [176.0, 883.0, 729.0, 36.0], n1szzw6b8L, 6477401]
[sub-ordered-list, [176.0, 919.0, 729.0, 36.0], n1szzw6b8L, 6477401]
[sub-ordered-list, [176.0, 955.0, 729.0, 36.0], n1szzw6b8L, 6477401]
[sub-ordered-list, [184.0, 1036.0, 399.0, 36.0], OkKWb3nxn8, 6477401]
[sub-ordered-list, [182.0, 1143.0, 799.0, 36.0], 57Ro5zbGZJ, 6477401]
[sub-ordered-list, [182.0, 1179.0, 799.0, 36.0], 57Ro5zbGZJ, 6477401]
[sub-ordered-list, [182.0, 1215.0, 799.0, 36.0], 57Ro5zbGZJ, 6477401]
[sub-ordered-list, [178.0, 1337.0, 785.0, 36.0], fE59gtNSeX, 6477401]
[sub-ordered-list, [178.0, 1373.0, 785.0, 36.0], fE59gtNSeX, 6477401]
