[1754, 1241]
[folio, [176.0, 26.0, 563.0, 36.0], TJl8OJ-WDr, 6476648]
[sidebar, [920.0, 26.0, 142.0, 36.0], m6KgNI0WEG, 6476648]
[ordered-list, [133.0, 88.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 124.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 160.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 196.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 232.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 268.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 304.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 340.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 376.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 412.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 448.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 484.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 520.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 556.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 592.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 628.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 664.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 700.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 736.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 772.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 808.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 844.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 880.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 916.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 952.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 988.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 1024.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 1060.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 1096.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 1132.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 1168.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 1204.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 1240.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 1276.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 1312.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 1348.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[ordered-list, [133.0, 1384.0, 972.0, 36.0], vWYGRtjjpi, 6476648]
[sub-ordered-list, [145.0, 134.0, 895.0, 36.0], gXBWfQY9p0, 6476648]
[sub-ordered-list, [145.0, 170.0, 895.0, 36.0], gXBWfQY9p0, 6476648]
[sub-ordered-list, [145.0, 206.0, 895.0, 36.0], gXBWfQY9p0, 6476648]
[sub-ordered-list, [145.0, 242.0, 895.0, 36.0], gXBWfQY9p0, 6476648]
[sub-ordered-list, [145.0, 278.0, 895.0, 36.0], gXBWfQY9p0, 6476648]
[sub-ordered-list, [145.0, 314.0, 895.0, 36.0], gXBWfQY9p0, 6476648]
[subsub-ordered-list, [199.0, 212.0, 835.0, 18.0], pehLdvCbV8, 6476648]
[subsub-ordered-list, [199.0, 230.0, 835.0, 18.0], pehLdvCbV8, 6476648]
[subsub-ordered-list, [199.0, 248.0, 835.0, 18.0], pehLdvCbV8, 6476648]
[subsub-ordered-list, [199.0, 266.0, 835.0, 18.0], pehLdvCbV8, 6476648]
[subsub-ordered-list, [199.0, 284.0, 835.0, 18.0], pehLdvCbV8, 6476648]
[subsub-ordered-list, [199.0, 302.0, 835.0, 18.0], pehLdvCbV8, 6476648]
[sub-ordered-list, [142.0, 463.0, 951.0, 36.0], yywKw3PAF-, 6476648]
[sub-ordered-list, [142.0, 499.0, 951.0, 36.0], yywKw3PAF-, 6476648]
[sub-ordered-list, [142.0, 535.0, 951.0, 36.0], yywKw3PAF-, 6476648]
[sub-ordered-list, [142.0, 571.0, 951.0, 36.0], yywKw3PAF-, 6476648]
[sub-ordered-list, [142.0, 607.0, 951.0, 36.0], yywKw3PAF-, 6476648]
[sub-ordered-list, [142.0, 643.0, 951.0, 36.0], yywKw3PAF-, 6476648]
[sub-ordered-list, [142.0, 679.0, 951.0, 36.0], yywKw3PAF-, 6476648]
[sub-ordered-list, [142.0, 715.0, 951.0, 36.0], yywKw3PAF-, 6476648]
[sub-ordered-list, [144.0, 875.0, 937.0, 36.0], u-GVWMqttk, 6476648]
[sub-ordered-list, [144.0, 911.0, 937.0, 36.0], u-GVWMqttk, 6476648]
[sub-ordered-list, [144.0, 947.0, 937.0, 36.0], u-GVWMqttk, 6476648]
[sub-ordered-list, [144.0, 983.0, 937.0, 36.0], u-GVWMqttk, 6476648]
[sub-ordered-list, [144.0, 1019.0, 937.0, 36.0], u-GVWMqttk, 6476648]
[sub-ordered-list, [144.0, 1055.0, 937.0, 36.0], u-GVWMqttk, 6476648]
[sub-ordered-list, [144.0, 1091.0, 937.0, 36.0], u-GVWMqttk, 6476648]
[sub-ordered-list, [144.0, 1127.0, 937.0, 36.0], u-GVWMqttk, 6476648]
[sub-ordered-list, [144.0, 1163.0, 937.0, 36.0], u-GVWMqttk, 6476648]
[sub-ordered-list, [144.0, 1199.0, 937.0, 36.0], u-GVWMqttk, 6476648]
[sub-ordered-list, [144.0, 1235.0, 937.0, 36.0], u-GVWMqttk, 6476648]
[sub-ordered-list, [144.0, 1271.0, 937.0, 36.0], u-GVWMqttk, 6476648]
[sub-ordered-list, [144.0, 1307.0, 937.0, 36.0], u-GVWMqttk, 6476648]
[sub-ordered-list, [144.0, 1343.0, 937.0, 36.0], u-GVWMqttk, 6476648]
[sub-ordered-list, [144.0, 1379.0, 937.0, 36.0], u-GVWMqttk, 6476648]
