[842, 1191]
[section-title, [80.0, 50.0, 282.0, 30.0], eNlhhI6Y6s, 5725693]
[section-title, [80.0, 80.0, 282.0, 30.0], eNlhhI6Y6s, 5725693]
[section-title, [80.0, 110.0, 282.0, 30.0], eNlhhI6Y6s, 5725693]
[sub-section-title, [84.0, 191.0, 269.0, 25.5], j_9OZKlCkR, 5725693]
[paragraph, [850.0, 200.0, 282.0, 18.0], shoonya_2sGTMTLMIWLHJL, 5725693]
[paragraph, [850.0, 218.0, 282.0, 18.0], shoonya_2sGTMTLMIWLHJL, 5725693]
[subsub-section-title, [77.0, 224.0, 302.0, 15.0], Fz6LtNX2aB, 5725693]
[subsub-section-title, [77.0, 239.0, 302.0, 15.0], Fz6LtNX2aB, 5725693]
[subsub-section-title, [77.0, 254.0, 302.0, 15.0], Fz6LtNX2aB, 5725693]
[paragraph, [851.0, 413.0, 280.0, 18.0], shoonya_5sZ3SLIH6600CO, 5725693]
[paragraph, [851.0, 431.0, 280.0, 18.0], shoonya_5sZ3SLIH6600CO, 5725693]
[paragraph, [851.0, 465.0, 284.0, 18.0], shoonya_11sNY0PJLZA8UP, 5725693]
[paragraph, [851.0, 483.0, 284.0, 18.0], shoonya_11sNY0PJLZA8UP, 5725693]
[paragraph, [851.0, 501.0, 284.0, 18.0], shoonya_11sNY0PJLZA8UP, 5725693]
[paragraph, [85.0, 557.0, 206.0, 18.0], shoonya_4s9E0UB3V8DKLM, 5725693]
[paragraph, [85.0, 575.0, 206.0, 18.0], shoonya_4s9E0UB3V8DKLM, 5725693]
[paragraph, [85.0, 593.0, 206.0, 18.0], shoonya_4s9E0UB3V8DKLM, 5725693]
[paragraph, [85.0, 611.0, 206.0, 18.0], shoonya_4s9E0UB3V8DKLM, 5725693]
[paragraph, [335.0, 558.0, 200.0, 18.0], shoonya_6sLSHZXTW3H27K, 5725693]
[paragraph, [335.0, 576.0, 200.0, 18.0], shoonya_6sLSHZXTW3H27K, 5725693]
[paragraph, [335.0, 594.0, 200.0, 18.0], shoonya_6sLSHZXTW3H27K, 5725693]
[paragraph, [334.0, 620.0, 212.0, 18.0], 4T8cMZZckZ, 5725693]
[paragraph, [334.0, 638.0, 212.0, 18.0], 4T8cMZZckZ, 5725693]
[paragraph, [334.0, 656.0, 212.0, 18.0], 4T8cMZZckZ, 5725693]
[paragraph, [334.0, 674.0, 212.0, 18.0], 4T8cMZZckZ, 5725693]
[paragraph, [334.0, 692.0, 212.0, 18.0], 4T8cMZZckZ, 5725693]
[paragraph, [334.0, 710.0, 212.0, 18.0], 4T8cMZZckZ, 5725693]
[paragraph, [85.0, 649.0, 213.0, 18.0], shoonya_14sU7JZB9UGAM9, 5725693]
[paragraph, [85.0, 667.0, 213.0, 18.0], shoonya_14sU7JZB9UGAM9, 5725693]
[paragraph, [85.0, 685.0, 213.0, 18.0], shoonya_14sU7JZB9UGAM9, 5725693]
[paragraph, [84.0, 722.0, 200.0, 18.0], N1PWpOxcU9, 5725693]
[paragraph, [84.0, 740.0, 200.0, 18.0], N1PWpOxcU9, 5725693]
[paragraph, [84.0, 758.0, 200.0, 18.0], N1PWpOxcU9, 5725693]
[paragraph, [334.0, 736.0, 208.0, 18.0], i2TztcrB9J, 5725693]
[paragraph, [334.0, 754.0, 208.0, 18.0], i2TztcrB9J, 5725693]
[figure-caption, [649.0, 773.0, 129.0, 18.0], shoonya_13sMY48KREJ74I, 5725693]
