[792, 612]
[paragraph, [387.0, 18.0, 148.0, 18.0], OjuHhtRbej, 6514295]
[paragraph, [387.0, 36.0, 148.0, 18.0], OjuHhtRbej, 6514295]
[paragraph, [387.0, 54.0, 148.0, 18.0], OjuHhtRbej, 6514295]
[paragraph, [387.0, 72.0, 148.0, 18.0], OjuHhtRbej, 6514295]
[paragraph, [387.0, 90.0, 148.0, 18.0], OjuHhtRbej, 6514295]
[paragraph, [387.0, 108.0, 148.0, 18.0], OjuHhtRbej, 6514295]
[paragraph, [387.0, 126.0, 148.0, 18.0], OjuHhtRbej, 6514295]
[paragraph, [387.0, 144.0, 148.0, 18.0], OjuHhtRbej, 6514295]
[paragraph, [387.0, 162.0, 148.0, 18.0], OjuHhtRbej, 6514295]
[paragraph, [387.0, 180.0, 148.0, 18.0], OjuHhtRbej, 6514295]
[paragraph, [387.0, 198.0, 148.0, 18.0], OjuHhtRbej, 6514295]
[paragraph, [387.0, 216.0, 148.0, 18.0], OjuHhtRbej, 6514295]
[paragraph, [387.0, 234.0, 148.0, 18.0], OjuHhtRbej, 6514295]
[paragraph, [387.0, 252.0, 148.0, 18.0], OjuHhtRbej, 6514295]
[paragraph, [75.0, 19.0, 147.0, 18.0], zMt2fLWycx, 6514295]
[paragraph, [75.0, 37.0, 147.0, 18.0], zMt2fLWycx, 6514295]
[paragraph, [75.0, 55.0, 147.0, 18.0], zMt2fLWycx, 6514295]
[paragraph, [75.0, 73.0, 147.0, 18.0], zMt2fLWycx, 6514295]
[paragraph, [75.0, 91.0, 147.0, 18.0], zMt2fLWycx, 6514295]
[paragraph, [75.0, 109.0, 147.0, 18.0], zMt2fLWycx, 6514295]
[paragraph, [75.0, 127.0, 147.0, 18.0], zMt2fLWycx, 6514295]
[paragraph, [75.0, 145.0, 147.0, 18.0], zMt2fLWycx, 6514295]
[paragraph, [75.0, 163.0, 147.0, 18.0], zMt2fLWycx, 6514295]
[paragraph, [229.0, 20.0, 150.0, 18.0], oDOl5wjAjv, 6514295]
[paragraph, [229.0, 38.0, 150.0, 18.0], oDOl5wjAjv, 6514295]
[paragraph, [229.0, 56.0, 150.0, 18.0], oDOl5wjAjv, 6514295]
[paragraph, [229.0, 74.0, 150.0, 18.0], oDOl5wjAjv, 6514295]
[paragraph, [229.0, 92.0, 150.0, 18.0], oDOl5wjAjv, 6514295]
[paragraph, [229.0, 110.0, 150.0, 18.0], oDOl5wjAjv, 6514295]
[paragraph, [229.0, 128.0, 150.0, 18.0], oDOl5wjAjv, 6514295]
[paragraph, [229.0, 146.0, 150.0, 18.0], oDOl5wjAjv, 6514295]
[paragraph, [229.0, 164.0, 150.0, 18.0], oDOl5wjAjv, 6514295]
[paragraph, [74.0, 210.0, 147.0, 18.0], tRAO2XoRRz, 6514295]
[paragraph, [74.0, 228.0, 147.0, 18.0], tRAO2XoRRz, 6514295]
[paragraph, [74.0, 246.0, 147.0, 18.0], tRAO2XoRRz, 6514295]
[paragraph, [74.0, 264.0, 147.0, 18.0], tRAO2XoRRz, 6514295]
[paragraph, [231.0, 229.0, 149.0, 18.0], XhgXz_xS5H, 6514295]
[paragraph, [231.0, 247.0, 149.0, 18.0], XhgXz_xS5H, 6514295]
[paragraph, [231.0, 265.0, 149.0, 18.0], XhgXz_xS5H, 6514295]
[paragraph, [231.0, 283.0, 149.0, 18.0], XhgXz_xS5H, 6514295]
[paragraph, [231.0, 301.0, 149.0, 18.0], XhgXz_xS5H, 6514295]
[paragraph, [231.0, 319.0, 149.0, 18.0], XhgXz_xS5H, 6514295]
[paragraph, [231.0, 337.0, 149.0, 18.0], XhgXz_xS5H, 6514295]
[paragraph, [231.0, 355.0, 149.0, 18.0], XhgXz_xS5H, 6514295]
[paragraph, [231.0, 373.0, 149.0, 18.0], XhgXz_xS5H, 6514295]
[paragraph, [386.0, 297.0, 148.0, 18.0], IyZ1ypYtla, 6514295]
[paragraph, [386.0, 315.0, 148.0, 18.0], IyZ1ypYtla, 6514295]
[paragraph, [386.0, 333.0, 148.0, 18.0], IyZ1ypYtla, 6514295]
[paragraph, [386.0, 351.0, 148.0, 18.0], IyZ1ypYtla, 6514295]
[paragraph, [386.0, 369.0, 148.0, 18.0], IyZ1ypYtla, 6514295]
[paragraph, [77.0, 342.0, 143.0, 18.0], 6uCJP_sGO1, 6514295]
[paragraph, [77.0, 360.0, 143.0, 18.0], 6uCJP_sGO1, 6514295]
[paragraph, [387.0, 397.0, 148.0, 18.0], fTWd12_Djx, 6514295]
[paragraph, [387.0, 415.0, 148.0, 18.0], fTWd12_Djx, 6514295]
[paragraph, [387.0, 433.0, 148.0, 18.0], fTWd12_Djx, 6514295]
[paragraph, [387.0, 451.0, 148.0, 18.0], fTWd12_Djx, 6514295]
[paragraph, [387.0, 469.0, 148.0, 18.0], fTWd12_Djx, 6514295]
[paragraph, [387.0, 487.0, 148.0, 18.0], fTWd12_Djx, 6514295]
[paragraph, [387.0, 505.0, 148.0, 18.0], fTWd12_Djx, 6514295]
[paragraph, [387.0, 523.0, 148.0, 18.0], fTWd12_Djx, 6514295]
[paragraph, [387.0, 541.0, 148.0, 18.0], fTWd12_Djx, 6514295]
[paragraph, [76.0, 400.0, 149.0, 18.0], CZ8PxItxRt, 6514295]
[paragraph, [76.0, 418.0, 149.0, 18.0], CZ8PxItxRt, 6514295]
[paragraph, [76.0, 436.0, 149.0, 18.0], CZ8PxItxRt, 6514295]
[paragraph, [231.0, 422.0, 149.0, 18.0], p34rmOqusF, 6514295]
[paragraph, [231.0, 440.0, 149.0, 18.0], p34rmOqusF, 6514295]
[paragraph, [231.0, 458.0, 149.0, 18.0], p34rmOqusF, 6514295]
[paragraph, [231.0, 476.0, 149.0, 18.0], p34rmOqusF, 6514295]
[paragraph, [231.0, 494.0, 149.0, 18.0], p34rmOqusF, 6514295]
[paragraph, [231.0, 512.0, 149.0, 18.0], p34rmOqusF, 6514295]
[paragraph, [231.0, 530.0, 149.0, 18.0], p34rmOqusF, 6514295]
[paragraph, [231.0, 548.0, 149.0, 18.0], p34rmOqusF, 6514295]
[paragraph, [231.0, 566.0, 149.0, 18.0], p34rmOqusF, 6514295]
[paragraph, [231.0, 584.0, 149.0, 18.0], p34rmOqusF, 6514295]
[paragraph, [231.0, 602.0, 149.0, 18.0], p34rmOqusF, 6514295]
[paragraph, [76.0, 470.0, 143.0, 18.0], cD2sD8mAS-, 6514295]
[paragraph, [71.0, 545.0, 154.0, 18.0], EWL0LlULH5, 6514295]
[paragraph, [71.0, 563.0, 154.0, 18.0], EWL0LlULH5, 6514295]
[paragraph, [71.0, 581.0, 154.0, 18.0], EWL0LlULH5, 6514295]
[paragraph, [71.0, 599.0, 154.0, 18.0], EWL0LlULH5, 6514295]
[contact-info, [420.0, 572.0, 114.0, 18.0], yoBTUrl5v3, 6514295]
[contact-info, [420.0, 590.0, 114.0, 18.0], yoBTUrl5v3, 6514295]
[contact-info, [420.0, 608.0, 114.0, 18.0], yoBTUrl5v3, 6514295]
