[2339, 1656]
[dateline, [928.0, 4.0, 303.0, 64.5], 5TlebVP_ek, 5656311]
[folio, [409.0, 6.0, 516.0, 36.0], R6VV9ui-e5, 5656311]
[folio, [409.0, 42.0, 516.0, 36.0], R6VV9ui-e5, 5656311]
[section-title, [95.0, 148.0, 1465.0, 52.5], ObtZXYUtT0, 5656311]
[author, [691.0, 285.0, 363.0, 36.0], shoonya_2sBU18UP2HNSGV, 5656311]
[contact-info, [458.0, 347.0, 833.0, 36.0], guII1sSn0L, 5656311]
[contact-info, [458.0, 383.0, 833.0, 36.0], guII1sSn0L, 5656311]
[contact-info, [458.0, 419.0, 833.0, 36.0], guII1sSn0L, 5656311]
[contact-info, [458.0, 455.0, 833.0, 36.0], guII1sSn0L, 5656311]
[contact-info, [458.0, 491.0, 833.0, 36.0], guII1sSn0L, 5656311]
[sub-section-title, [747.0, 569.0, 143.0, 55.5], shoonya_1s62D7HKU28QVP, 5656311]
[paragraph, [95.0, 644.0, 1467.0, 36.0], shoonya_3sO5ZTFB8S3MME, 5656311]
[paragraph, [95.0, 680.0, 1467.0, 36.0], shoonya_3sO5ZTFB8S3MME, 5656311]
[paragraph, [95.0, 716.0, 1467.0, 36.0], shoonya_3sO5ZTFB8S3MME, 5656311]
[paragraph, [95.0, 752.0, 1467.0, 36.0], shoonya_3sO5ZTFB8S3MME, 5656311]
[paragraph, [95.0, 788.0, 1467.0, 36.0], shoonya_3sO5ZTFB8S3MME, 5656311]
[paragraph, [28.0, 835.0, 1529.0, 36.0], 3l99HyzBUU, 5656311]
[paragraph, [28.0, 871.0, 1529.0, 36.0], 3l99HyzBUU, 5656311]
[paragraph, [28.0, 907.0, 1529.0, 36.0], 3l99HyzBUU, 5656311]
[paragraph, [28.0, 943.0, 1529.0, 36.0], 3l99HyzBUU, 5656311]
[paragraph, [28.0, 979.0, 1529.0, 36.0], 3l99HyzBUU, 5656311]
[paragraph, [28.0, 1015.0, 1529.0, 36.0], 3l99HyzBUU, 5656311]
[paragraph, [28.0, 1051.0, 1529.0, 36.0], 3l99HyzBUU, 5656311]
[paragraph, [28.0, 1087.0, 1529.0, 36.0], 3l99HyzBUU, 5656311]
[paragraph, [28.0, 1123.0, 1529.0, 36.0], 3l99HyzBUU, 5656311]
[paragraph, [28.0, 1159.0, 1529.0, 36.0], 3l99HyzBUU, 5656311]
[paragraph, [28.0, 1195.0, 1529.0, 36.0], 3l99HyzBUU, 5656311]
[paragraph, [51.0, 1261.0, 1509.0, 36.0], sk0Tmd_Tao, 5656311]
[paragraph, [51.0, 1297.0, 1509.0, 36.0], sk0Tmd_Tao, 5656311]
[paragraph, [51.0, 1333.0, 1509.0, 36.0], sk0Tmd_Tao, 5656311]
[paragraph, [51.0, 1369.0, 1509.0, 36.0], sk0Tmd_Tao, 5656311]
[paragraph, [51.0, 1405.0, 1509.0, 36.0], sk0Tmd_Tao, 5656311]
[paragraph, [51.0, 1441.0, 1509.0, 36.0], sk0Tmd_Tao, 5656311]
[paragraph, [51.0, 1477.0, 1509.0, 36.0], sk0Tmd_Tao, 5656311]
[paragraph, [78.0, 1505.0, 1494.0, 36.0], fUrKzNP3JB, 5656311]
[paragraph, [78.0, 1541.0, 1494.0, 36.0], fUrKzNP3JB, 5656311]
[paragraph, [78.0, 1577.0, 1494.0, 36.0], fUrKzNP3JB, 5656311]
[paragraph, [78.0, 1613.0, 1494.0, 36.0], fUrKzNP3JB, 5656311]
[paragraph, [78.0, 1649.0, 1494.0, 36.0], fUrKzNP3JB, 5656311]
[paragraph, [24.0, 1714.0, 1542.0, 36.0], 7miCt6ug7b, 5656311]
[paragraph, [24.0, 1750.0, 1542.0, 36.0], 7miCt6ug7b, 5656311]
[paragraph, [24.0, 1786.0, 1542.0, 36.0], 7miCt6ug7b, 5656311]
[paragraph, [53.0, 1842.0, 1528.0, 36.0], shoonya_4sELH41P45M73Q, 5656311]
[paragraph, [53.0, 1878.0, 1528.0, 36.0], shoonya_4sELH41P45M73Q, 5656311]
[paragraph, [53.0, 1914.0, 1528.0, 36.0], shoonya_4sELH41P45M73Q, 5656311]
[paragraph, [53.0, 1950.0, 1528.0, 36.0], shoonya_4sELH41P45M73Q, 5656311]
[paragraph, [53.0, 1986.0, 1528.0, 36.0], shoonya_4sELH41P45M73Q, 5656311]
[paragraph, [53.0, 2022.0, 1528.0, 36.0], shoonya_4sELH41P45M73Q, 5656311]
[paragraph, [53.0, 2058.0, 1528.0, 36.0], shoonya_4sELH41P45M73Q, 5656311]
[paragraph, [53.0, 2094.0, 1528.0, 36.0], shoonya_4sELH41P45M73Q, 5656311]
[paragraph, [148.0, 2157.0, 1422.0, 36.0], eyq5Dz-tuY, 5656311]
[paragraph, [148.0, 2193.0, 1422.0, 36.0], eyq5Dz-tuY, 5656311]
[folio, [334.0, 2266.0, 996.0, 36.0], 435W8Caa62, 5656311]
