[911, 559]
[chapter-title, [176.0, 10.0, 230.0, 30.0], shoonya_0s5S22HC8GPIBX, 5775754]
[paragraph, [26.0, 61.0, 514.0, 18.0], wzX4i7rAej, 5775754]
[paragraph, [26.0, 79.0, 514.0, 18.0], wzX4i7rAej, 5775754]
[paragraph, [26.0, 97.0, 514.0, 18.0], wzX4i7rAej, 5775754]
[paragraph, [26.0, 115.0, 514.0, 18.0], wzX4i7rAej, 5775754]
[paragraph, [26.0, 133.0, 514.0, 18.0], wzX4i7rAej, 5775754]
[paragraph, [26.0, 151.0, 514.0, 18.0], wzX4i7rAej, 5775754]
[paragraph, [26.0, 169.0, 514.0, 18.0], wzX4i7rAej, 5775754]
[paragraph, [23.0, 211.0, 518.0, 18.0], i76D1PDklX, 5775754]
[paragraph, [23.0, 229.0, 518.0, 18.0], i76D1PDklX, 5775754]
[paragraph, [23.0, 247.0, 518.0, 18.0], i76D1PDklX, 5775754]
[paragraph, [23.0, 265.0, 518.0, 18.0], i76D1PDklX, 5775754]
[paragraph, [23.0, 283.0, 518.0, 18.0], i76D1PDklX, 5775754]
[paragraph, [23.0, 301.0, 518.0, 18.0], i76D1PDklX, 5775754]
[paragraph, [23.0, 319.0, 518.0, 18.0], i76D1PDklX, 5775754]
[paragraph, [23.0, 337.0, 518.0, 18.0], i76D1PDklX, 5775754]
[paragraph, [23.0, 355.0, 518.0, 18.0], i76D1PDklX, 5775754]
[paragraph, [23.0, 373.0, 518.0, 18.0], i76D1PDklX, 5775754]
[paragraph, [22.0, 394.0, 518.0, 18.0], i2aAEAjUs8, 5775754]
[paragraph, [22.0, 412.0, 518.0, 18.0], i2aAEAjUs8, 5775754]
[paragraph, [22.0, 430.0, 518.0, 18.0], i2aAEAjUs8, 5775754]
[paragraph, [22.0, 448.0, 518.0, 18.0], i2aAEAjUs8, 5775754]
[paragraph, [22.0, 466.0, 518.0, 18.0], i2aAEAjUs8, 5775754]
[paragraph, [21.0, 492.0, 525.0, 18.0], 1BdK81U8vG, 5775754]
[paragraph, [21.0, 510.0, 525.0, 18.0], 1BdK81U8vG, 5775754]
[paragraph, [21.0, 528.0, 525.0, 18.0], 1BdK81U8vG, 5775754]
[paragraph, [21.0, 546.0, 525.0, 18.0], 1BdK81U8vG, 5775754]
[paragraph, [21.0, 564.0, 525.0, 18.0], 1BdK81U8vG, 5775754]
[paragraph, [21.0, 580.0, 525.0, 18.0], UXztQ9GoCO, 5775754]
[paragraph, [21.0, 598.0, 525.0, 18.0], UXztQ9GoCO, 5775754]
[paragraph, [21.0, 616.0, 525.0, 18.0], UXztQ9GoCO, 5775754]
[paragraph, [21.0, 634.0, 525.0, 18.0], UXztQ9GoCO, 5775754]
[paragraph, [21.0, 652.0, 525.0, 18.0], UXztQ9GoCO, 5775754]
[paragraph, [21.0, 670.0, 525.0, 18.0], UXztQ9GoCO, 5775754]
[paragraph, [21.0, 688.0, 525.0, 18.0], UXztQ9GoCO, 5775754]
[paragraph, [23.0, 716.0, 527.0, 18.0], v1lZieIIaw, 5775754]
[paragraph, [23.0, 734.0, 527.0, 18.0], v1lZieIIaw, 5775754]
[paragraph, [23.0, 752.0, 527.0, 18.0], v1lZieIIaw, 5775754]
[paragraph, [23.0, 770.0, 527.0, 18.0], v1lZieIIaw, 5775754]
[paragraph, [23.0, 788.0, 527.0, 18.0], v1lZieIIaw, 5775754]
[paragraph, [23.0, 806.0, 527.0, 18.0], v1lZieIIaw, 5775754]
[paragraph, [23.0, 824.0, 527.0, 18.0], v1lZieIIaw, 5775754]
[paragraph, [23.0, 842.0, 527.0, 18.0], v1lZieIIaw, 5775754]
[paragraph, [23.0, 860.0, 527.0, 18.0], v1lZieIIaw, 5775754]
[paragraph, [23.0, 878.0, 527.0, 18.0], v1lZieIIaw, 5775754]
