[1320, 1176]
[flag, [274.0, 62.0, 637.0, 18.0], -Oj8cBjBG0, 5694300]
[flag, [274.0, 80.0, 637.0, 18.0], -Oj8cBjBG0, 5694300]
[flag, [274.0, 98.0, 637.0, 18.0], -Oj8cBjBG0, 5694300]
[flag, [274.0, 116.0, 637.0, 18.0], -Oj8cBjBG0, 5694300]
[flag, [274.0, 134.0, 637.0, 18.0], -Oj8cBjBG0, 5694300]
[flag, [274.0, 152.0, 637.0, 18.0], -Oj8cBjBG0, 5694300]
[flag, [274.0, 170.0, 637.0, 18.0], -Oj8cBjBG0, 5694300]
[flag, [274.0, 188.0, 637.0, 18.0], -Oj8cBjBG0, 5694300]
[flag, [274.0, 206.0, 637.0, 18.0], -Oj8cBjBG0, 5694300]
[flag, [274.0, 224.0, 637.0, 18.0], -Oj8cBjBG0, 5694300]
[flag, [274.0, 242.0, 637.0, 18.0], -Oj8cBjBG0, 5694300]
[flag, [274.0, 260.0, 637.0, 18.0], -Oj8cBjBG0, 5694300]
[flag, [274.0, 278.0, 637.0, 18.0], -Oj8cBjBG0, 5694300]
[folio, [213.0, 311.0, 757.0, 18.0], R3Ta8YiJ_h, 5694300]
[folio, [213.0, 329.0, 757.0, 18.0], R3Ta8YiJ_h, 5694300]
[contact-info, [146.0, 364.0, 913.0, 18.0], LK3VRJqK0J, 5694300]
[contact-info, [146.0, 382.0, 913.0, 18.0], LK3VRJqK0J, 5694300]
[jumpline, [142.0, 415.0, 100.0, 18.0], D9axOWBzqJ, 5694300]
[jumpline, [142.0, 433.0, 100.0, 18.0], D9axOWBzqJ, 5694300]
[jumpline, [929.0, 415.0, 121.0, 18.0], zqoAeLQz6A, 5694300]
[jumpline, [929.0, 433.0, 121.0, 18.0], zqoAeLQz6A, 5694300]
[section-title, [188.0, 461.0, 487.0, 30.0], abTnwYUSoO, 5694300]
[paragraph, [167.0, 509.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 527.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 545.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 563.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 581.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 599.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 617.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 635.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 653.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 671.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 689.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 707.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 725.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 743.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 761.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 779.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 797.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 815.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 833.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 851.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 869.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 887.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 905.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 923.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 941.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 959.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 977.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 995.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 1013.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 1031.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 1049.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 1067.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 1085.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 1103.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 1121.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 1139.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 1157.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 1175.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
[paragraph, [167.0, 1193.0, 930.0, 18.0], shoonya_0sYDIOEGJUR3WC, 5694300]
