[1034, 680]
[folio, [225.0, 63.0, 210.0, 18.0], shoonya_0s3GP65QIAU62Z, 5740273]
[folio, [225.0, 81.0, 210.0, 18.0], shoonya_0s3GP65QIAU62Z, 5740273]
[paragraph, [69.0, 123.0, 538.0, 18.0], shoonya_1sNMKLLMGWXCB0, 5740273]
[paragraph, [69.0, 141.0, 538.0, 18.0], shoonya_1sNMKLLMGWXCB0, 5740273]
[paragraph, [69.0, 159.0, 538.0, 18.0], shoonya_1sNMKLLMGWXCB0, 5740273]
[paragraph, [69.0, 177.0, 538.0, 18.0], shoonya_1sNMKLLMGWXCB0, 5740273]
[paragraph, [69.0, 195.0, 538.0, 18.0], shoonya_1sNMKLLMGWXCB0, 5740273]
[paragraph, [69.0, 213.0, 538.0, 18.0], shoonya_1sNMKLLMGWXCB0, 5740273]
[paragraph, [69.0, 231.0, 538.0, 18.0], shoonya_1sNMKLLMGWXCB0, 5740273]
[paragraph, [69.0, 249.0, 538.0, 18.0], shoonya_1sNMKLLMGWXCB0, 5740273]
[paragraph, [69.0, 267.0, 538.0, 18.0], shoonya_1sNMKLLMGWXCB0, 5740273]
[paragraph, [69.0, 285.0, 538.0, 18.0], shoonya_1sNMKLLMGWXCB0, 5740273]
[paragraph, [69.0, 303.0, 538.0, 18.0], shoonya_1sNMKLLMGWXCB0, 5740273]
[paragraph, [69.0, 321.0, 538.0, 18.0], shoonya_1sNMKLLMGWXCB0, 5740273]
[paragraph, [69.0, 339.0, 538.0, 18.0], shoonya_1sNMKLLMGWXCB0, 5740273]
[paragraph, [64.0, 415.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 433.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 451.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 469.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 487.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 505.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 523.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 541.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 559.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 577.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 595.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 613.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 631.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 649.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 667.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 685.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 703.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 721.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 739.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 757.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 775.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 793.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 811.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 829.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 847.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 865.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 883.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 901.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 919.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 937.0, 553.0, 18.0], VmTA2_05G8, 5740273]
[paragraph, [64.0, 955.0, 553.0, 18.0], VmTA2_05G8, 5740273]
