[792, 612]
[headline, [237.0, 113.0, 137.0, 25.5], shoonya_1sRP47KT6TIPH4, 6515389]
[paragraph, [229.0, 174.0, 139.0, 18.0], 6_x-MsX4O1, 6515389]
[paragraph, [229.0, 192.0, 139.0, 18.0], 6_x-MsX4O1, 6515389]
[paragraph, [409.0, 174.0, 147.0, 18.0], Phk9YM6Xzd, 6515389]
[paragraph, [409.0, 192.0, 147.0, 18.0], Phk9YM6Xzd, 6515389]
[paragraph, [409.0, 210.0, 147.0, 18.0], Phk9YM6Xzd, 6515389]
[paragraph, [48.0, 226.0, 92.0, 18.0], 5OvB8doJFv, 6515389]
[paragraph, [48.0, 244.0, 92.0, 18.0], 5OvB8doJFv, 6515389]
[paragraph, [48.0, 262.0, 92.0, 18.0], 5OvB8doJFv, 6515389]
[paragraph, [48.0, 280.0, 92.0, 18.0], 5OvB8doJFv, 6515389]
[paragraph, [228.0, 228.0, 151.0, 18.0], Fq9fUwg0D2, 6515389]
[paragraph, [228.0, 246.0, 151.0, 18.0], Fq9fUwg0D2, 6515389]
[paragraph, [228.0, 264.0, 151.0, 18.0], Fq9fUwg0D2, 6515389]
[paragraph, [228.0, 282.0, 151.0, 18.0], Fq9fUwg0D2, 6515389]
[paragraph, [409.0, 261.0, 129.0, 18.0], JmvZUkl74L, 6515389]
[paragraph, [409.0, 279.0, 129.0, 18.0], JmvZUkl74L, 6515389]
[paragraph, [409.0, 297.0, 129.0, 18.0], JmvZUkl74L, 6515389]
[paragraph, [409.0, 315.0, 129.0, 18.0], JmvZUkl74L, 6515389]
[paragraph, [48.0, 324.0, 147.0, 18.0], C_AnHIS2h0, 6515389]
[paragraph, [48.0, 342.0, 147.0, 18.0], C_AnHIS2h0, 6515389]
[paragraph, [48.0, 360.0, 147.0, 18.0], C_AnHIS2h0, 6515389]
[paragraph, [48.0, 378.0, 147.0, 18.0], C_AnHIS2h0, 6515389]
[paragraph, [48.0, 396.0, 147.0, 18.0], C_AnHIS2h0, 6515389]
[paragraph, [48.0, 414.0, 147.0, 18.0], C_AnHIS2h0, 6515389]
[paragraph, [48.0, 432.0, 147.0, 18.0], C_AnHIS2h0, 6515389]
[paragraph, [229.0, 332.0, 104.0, 18.0], ulga1nuSJm, 6515389]
[paragraph, [229.0, 350.0, 104.0, 18.0], ulga1nuSJm, 6515389]
[paragraph, [410.0, 363.0, 135.0, 18.0], 5aCLkiNSxO, 6515389]
[paragraph, [410.0, 381.0, 135.0, 18.0], 5aCLkiNSxO, 6515389]
[paragraph, [410.0, 399.0, 135.0, 18.0], 5aCLkiNSxO, 6515389]
[paragraph, [410.0, 417.0, 135.0, 18.0], 5aCLkiNSxO, 6515389]
[paragraph, [230.0, 396.0, 109.0, 18.0], Opx56nQZX6, 6515389]
[paragraph, [230.0, 414.0, 109.0, 18.0], Opx56nQZX6, 6515389]
[paragraph, [228.0, 462.0, 99.0, 18.0], WGtpR0uj22, 6515389]
[paragraph, [228.0, 480.0, 99.0, 18.0], WGtpR0uj22, 6515389]
[paragraph, [409.0, 467.0, 106.0, 18.0], IugC8YG2NA, 6515389]
[paragraph, [409.0, 485.0, 106.0, 18.0], IugC8YG2NA, 6515389]
[paragraph, [409.0, 503.0, 106.0, 18.0], IugC8YG2NA, 6515389]
[paragraph, [409.0, 521.0, 106.0, 18.0], IugC8YG2NA, 6515389]
[paragraph, [49.0, 477.0, 79.0, 18.0], ghrJWItZSS, 6515389]
[paragraph, [49.0, 495.0, 79.0, 18.0], ghrJWItZSS, 6515389]
[paragraph, [229.0, 526.0, 147.0, 18.0], BB4kw2on5B, 6515389]
[paragraph, [229.0, 544.0, 147.0, 18.0], BB4kw2on5B, 6515389]
[paragraph, [229.0, 562.0, 147.0, 18.0], BB4kw2on5B, 6515389]
[paragraph, [229.0, 580.0, 147.0, 18.0], BB4kw2on5B, 6515389]
[paragraph, [48.0, 542.0, 152.0, 18.0], EQ7wHUJqpS, 6515389]
