[1152, 739]
[paragraph, [94.0, 157.0, 548.0, 18.0], ASES4SSubk, 5740775]
[paragraph, [94.0, 175.0, 548.0, 18.0], ASES4SSubk, 5740775]
[paragraph, [94.0, 193.0, 548.0, 18.0], ASES4SSubk, 5740775]
[paragraph, [94.0, 211.0, 548.0, 18.0], ASES4SSubk, 5740775]
[paragraph, [94.0, 229.0, 548.0, 18.0], ASES4SSubk, 5740775]
[paragraph, [94.0, 247.0, 548.0, 18.0], ASES4SSubk, 5740775]
[paragraph, [94.0, 265.0, 548.0, 18.0], ASES4SSubk, 5740775]
[paragraph, [94.0, 283.0, 548.0, 18.0], ASES4SSubk, 5740775]
[paragraph, [94.0, 301.0, 548.0, 18.0], ASES4SSubk, 5740775]
[paragraph, [94.0, 319.0, 548.0, 18.0], ASES4SSubk, 5740775]
[paragraph, [94.0, 337.0, 548.0, 18.0], ASES4SSubk, 5740775]
[paragraph, [94.0, 355.0, 548.0, 18.0], ASES4SSubk, 5740775]
[paragraph, [94.0, 373.0, 548.0, 18.0], ASES4SSubk, 5740775]
[paragraph, [94.0, 391.0, 548.0, 18.0], ASES4SSubk, 5740775]
[paragraph, [94.0, 409.0, 548.0, 18.0], ASES4SSubk, 5740775]
[paragraph, [93.0, 440.0, 543.0, 18.0], VT2XOaR--S, 5740775]
[paragraph, [93.0, 458.0, 543.0, 18.0], VT2XOaR--S, 5740775]
[paragraph, [93.0, 476.0, 543.0, 18.0], VT2XOaR--S, 5740775]
[paragraph, [93.0, 494.0, 543.0, 18.0], VT2XOaR--S, 5740775]
[paragraph, [93.0, 512.0, 543.0, 18.0], VT2XOaR--S, 5740775]
[paragraph, [93.0, 530.0, 543.0, 18.0], VT2XOaR--S, 5740775]
[paragraph, [93.0, 548.0, 543.0, 18.0], VT2XOaR--S, 5740775]
[paragraph, [93.0, 566.0, 543.0, 18.0], VT2XOaR--S, 5740775]
[paragraph, [93.0, 584.0, 543.0, 18.0], VT2XOaR--S, 5740775]
[paragraph, [93.0, 602.0, 543.0, 18.0], VT2XOaR--S, 5740775]
[paragraph, [93.0, 620.0, 543.0, 18.0], VT2XOaR--S, 5740775]
[paragraph, [93.0, 638.0, 543.0, 18.0], VT2XOaR--S, 5740775]
[paragraph, [93.0, 656.0, 543.0, 18.0], VT2XOaR--S, 5740775]
[paragraph, [90.0, 686.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 704.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 722.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 740.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 758.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 776.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 794.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 812.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 830.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 848.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 866.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 884.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 902.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 920.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 938.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 956.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
[paragraph, [90.0, 974.0, 547.0, 18.0], shoonya_2sAVII8E64A0C1, 5740775]
