[1468, 909]
[headline, [115.0, 74.0, 576.0, 25.5], YiJiYxBdDA, 5770564]
[headline, [115.0, 99.5, 576.0, 25.5], YiJiYxBdDA, 5770564]
[headline, [115.0, 125.0, 576.0, 25.5], YiJiYxBdDA, 5770564]
[headline, [115.0, 150.5, 576.0, 25.5], YiJiYxBdDA, 5770564]
[headline, [115.0, 176.0, 576.0, 25.5], YiJiYxBdDA, 5770564]
[sub-headline, [370.0, 211.0, 241.0, 25.5], a6P_TocO3P, 5770564]
[author, [269.0, 250.0, 431.0, 18.0], i8K6m8wDyH, 5770564]
[author, [269.0, 268.0, 431.0, 18.0], i8K6m8wDyH, 5770564]
[author, [269.0, 286.0, 431.0, 18.0], i8K6m8wDyH, 5770564]
[jumpline, [392.0, 307.0, 187.0, 18.0], FQSCBs1e0Y, 5770564]
[jumpline, [392.0, 325.0, 187.0, 18.0], FQSCBs1e0Y, 5770564]
[paragraph, [113.0, 371.0, 282.0, 18.0], CxJ24Iflmd, 5770564]
[paragraph, [113.0, 389.0, 282.0, 18.0], CxJ24Iflmd, 5770564]
[paragraph, [481.0, 375.0, 324.0, 18.0], shoonya_0sDKWL6N1W1548, 5770564]
[paragraph, [481.0, 393.0, 324.0, 18.0], shoonya_0sDKWL6N1W1548, 5770564]
[paragraph, [481.0, 411.0, 324.0, 18.0], shoonya_0sDKWL6N1W1548, 5770564]
[paragraph, [481.0, 429.0, 324.0, 18.0], shoonya_0sDKWL6N1W1548, 5770564]
[paragraph, [108.0, 404.0, 297.0, 18.0], C1_ejlnRJ-, 5770564]
[paragraph, [108.0, 422.0, 297.0, 18.0], C1_ejlnRJ-, 5770564]
[paragraph, [108.0, 440.0, 297.0, 18.0], C1_ejlnRJ-, 5770564]
[paragraph, [108.0, 458.0, 297.0, 18.0], C1_ejlnRJ-, 5770564]
[paragraph, [108.0, 476.0, 297.0, 18.0], C1_ejlnRJ-, 5770564]
[paragraph, [108.0, 494.0, 297.0, 18.0], C1_ejlnRJ-, 5770564]
[paragraph, [108.0, 512.0, 297.0, 18.0], C1_ejlnRJ-, 5770564]
[paragraph, [108.0, 530.0, 297.0, 18.0], C1_ejlnRJ-, 5770564]
[paragraph, [480.0, 441.0, 336.0, 18.0], UjvuwuGLXj, 5770564]
[paragraph, [480.0, 459.0, 336.0, 18.0], UjvuwuGLXj, 5770564]
[paragraph, [480.0, 477.0, 336.0, 18.0], UjvuwuGLXj, 5770564]
[paragraph, [478.0, 496.0, 292.0, 18.0], 0UxYKKIR3r, 5770564]
[paragraph, [478.0, 514.0, 292.0, 18.0], 0UxYKKIR3r, 5770564]
[paragraph, [478.0, 532.0, 292.0, 18.0], 0UxYKKIR3r, 5770564]
[paragraph, [478.0, 550.0, 292.0, 18.0], 0UxYKKIR3r, 5770564]
[paragraph, [478.0, 568.0, 292.0, 18.0], 0UxYKKIR3r, 5770564]
[paragraph, [478.0, 586.0, 292.0, 18.0], 0UxYKKIR3r, 5770564]
[paragraph, [110.0, 544.0, 282.0, 18.0], -7K0gxwP0Y, 5770564]
[paragraph, [110.0, 562.0, 282.0, 18.0], -7K0gxwP0Y, 5770564]
[paragraph, [110.0, 580.0, 282.0, 18.0], -7K0gxwP0Y, 5770564]
[paragraph, [104.0, 600.0, 284.0, 18.0], sKjX5vi05C, 5770564]
[paragraph, [104.0, 618.0, 284.0, 18.0], sKjX5vi05C, 5770564]
[paragraph, [104.0, 636.0, 284.0, 18.0], sKjX5vi05C, 5770564]
[paragraph, [104.0, 654.0, 284.0, 18.0], sKjX5vi05C, 5770564]
[paragraph, [104.0, 672.0, 284.0, 18.0], sKjX5vi05C, 5770564]
[paragraph, [104.0, 690.0, 284.0, 18.0], sKjX5vi05C, 5770564]
[paragraph, [473.0, 604.0, 326.0, 18.0], aG9yCfxtwI, 5770564]
[paragraph, [473.0, 622.0, 326.0, 18.0], aG9yCfxtwI, 5770564]
[paragraph, [473.0, 640.0, 326.0, 18.0], aG9yCfxtwI, 5770564]
[paragraph, [473.0, 658.0, 326.0, 18.0], aG9yCfxtwI, 5770564]
[paragraph, [473.0, 676.0, 326.0, 18.0], aG9yCfxtwI, 5770564]
[paragraph, [473.0, 694.0, 326.0, 18.0], aG9yCfxtwI, 5770564]
[paragraph, [473.0, 712.0, 326.0, 18.0], aG9yCfxtwI, 5770564]
[paragraph, [109.0, 712.0, 299.0, 18.0], P2C6-ms9XL, 5770564]
[paragraph, [109.0, 730.0, 299.0, 18.0], P2C6-ms9XL, 5770564]
[paragraph, [109.0, 748.0, 299.0, 18.0], P2C6-ms9XL, 5770564]
[paragraph, [109.0, 766.0, 299.0, 18.0], P2C6-ms9XL, 5770564]
[paragraph, [109.0, 784.0, 299.0, 18.0], P2C6-ms9XL, 5770564]
[paragraph, [109.0, 802.0, 299.0, 18.0], P2C6-ms9XL, 5770564]
[paragraph, [109.0, 820.0, 299.0, 18.0], P2C6-ms9XL, 5770564]
[paragraph, [109.0, 838.0, 299.0, 18.0], P2C6-ms9XL, 5770564]
[paragraph, [469.0, 720.0, 297.0, 18.0], hKIXQdGBuL, 5770564]
[paragraph, [469.0, 738.0, 297.0, 18.0], hKIXQdGBuL, 5770564]
[paragraph, [469.0, 756.0, 297.0, 18.0], hKIXQdGBuL, 5770564]
[paragraph, [477.0, 774.0, 275.0, 18.0], KGYOXI8t4F, 5770564]
[paragraph, [477.0, 792.0, 275.0, 18.0], KGYOXI8t4F, 5770564]
[paragraph, [470.0, 804.0, 298.0, 18.0], cg22wb8X5K, 5770564]
[paragraph, [470.0, 822.0, 298.0, 18.0], cg22wb8X5K, 5770564]
[paragraph, [470.0, 840.0, 298.0, 18.0], cg22wb8X5K, 5770564]
[paragraph, [470.0, 858.0, 298.0, 18.0], cg22wb8X5K, 5770564]
[paragraph, [470.0, 876.0, 298.0, 18.0], cg22wb8X5K, 5770564]
[paragraph, [105.0, 855.0, 285.0, 18.0], 37e-bPYgHf, 5770564]
[paragraph, [105.0, 873.0, 285.0, 18.0], 37e-bPYgHf, 5770564]
[paragraph, [99.0, 881.0, 293.0, 18.0], hYxB5CoG6E, 5770564]
[paragraph, [99.0, 899.0, 293.0, 18.0], hYxB5CoG6E, 5770564]
[paragraph, [99.0, 917.0, 293.0, 18.0], hYxB5CoG6E, 5770564]
[paragraph, [476.0, 889.0, 288.0, 18.0], WRicYiTXXl, 5770564]
[paragraph, [476.0, 907.0, 288.0, 18.0], WRicYiTXXl, 5770564]
[paragraph, [476.0, 925.0, 288.0, 18.0], WRicYiTXXl, 5770564]
[paragraph, [476.0, 943.0, 288.0, 18.0], WRicYiTXXl, 5770564]
[paragraph, [89.0, 939.0, 314.0, 18.0], xe6E7jZn2U, 5770564]
[paragraph, [107.0, 966.0, 301.0, 18.0], 5k3AAP2M5N, 5770564]
[paragraph, [107.0, 984.0, 301.0, 18.0], 5k3AAP2M5N, 5770564]
[paragraph, [107.0, 1002.0, 301.0, 18.0], 5k3AAP2M5N, 5770564]
[paragraph, [107.0, 1020.0, 301.0, 18.0], 5k3AAP2M5N, 5770564]
[paragraph, [471.0, 976.0, 295.0, 18.0], aj9S4gonC0, 5770564]
[paragraph, [464.0, 1001.0, 279.0, 18.0], yDX7NmVQdC, 5770564]
[paragraph, [464.0, 1019.0, 279.0, 18.0], yDX7NmVQdC, 5770564]
[paragraph, [464.0, 1037.0, 279.0, 18.0], yDX7NmVQdC, 5770564]
[paragraph, [464.0, 1055.0, 279.0, 18.0], yDX7NmVQdC, 5770564]
[paragraph, [101.0, 1045.0, 308.0, 18.0], KiskZhVnRT, 5770564]
[paragraph, [101.0, 1063.0, 308.0, 18.0], KiskZhVnRT, 5770564]
