[3508, 2481]
[paragraph, [205.0, 105.0, 2080.0, 52.5], shoonya_1sAGMTXSCPP80J, 6516218]
[paragraph, [205.0, 157.5, 2080.0, 52.5], shoonya_1sAGMTXSCPP80J, 6516218]
[paragraph, [205.0, 210.0, 2080.0, 52.5], shoonya_1sAGMTXSCPP80J, 6516218]
[paragraph, [205.0, 262.5, 2080.0, 52.5], shoonya_1sAGMTXSCPP80J, 6516218]
[paragraph, [205.0, 315.0, 2080.0, 52.5], shoonya_1sAGMTXSCPP80J, 6516218]
[paragraph, [205.0, 367.5, 2080.0, 52.5], shoonya_1sAGMTXSCPP80J, 6516218]
[paragraph, [205.0, 420.0, 2080.0, 52.5], shoonya_1sAGMTXSCPP80J, 6516218]
[paragraph, [203.0, 520.0, 2071.0, 52.5], shoonya_0s5DZU3XNBYR8Z, 6516218]
[paragraph, [203.0, 572.5, 2071.0, 52.5], shoonya_0s5DZU3XNBYR8Z, 6516218]
[paragraph, [203.0, 625.0, 2071.0, 52.5], shoonya_0s5DZU3XNBYR8Z, 6516218]
[paragraph, [203.0, 677.5, 2071.0, 52.5], shoonya_0s5DZU3XNBYR8Z, 6516218]
[paragraph, [203.0, 730.0, 2071.0, 52.5], shoonya_0s5DZU3XNBYR8Z, 6516218]
[paragraph, [203.0, 782.5, 2071.0, 52.5], shoonya_0s5DZU3XNBYR8Z, 6516218]
[paragraph, [203.0, 835.0, 2071.0, 52.5], shoonya_0s5DZU3XNBYR8Z, 6516218]
[paragraph, [203.0, 887.5, 2071.0, 52.5], shoonya_0s5DZU3XNBYR8Z, 6516218]
[paragraph, [203.0, 940.0, 2071.0, 52.5], shoonya_0s5DZU3XNBYR8Z, 6516218]
[paragraph, [203.0, 992.5, 2071.0, 52.5], shoonya_0s5DZU3XNBYR8Z, 6516218]
[paragraph, [203.0, 1045.0, 2071.0, 52.5], shoonya_0s5DZU3XNBYR8Z, 6516218]
[paragraph, [203.0, 1097.5, 2071.0, 52.5], shoonya_0s5DZU3XNBYR8Z, 6516218]
[paragraph, [203.0, 1150.0, 2071.0, 52.5], shoonya_0s5DZU3XNBYR8Z, 6516218]
[paragraph, [203.0, 1202.5, 2071.0, 52.5], shoonya_0s5DZU3XNBYR8Z, 6516218]
[paragraph, [203.0, 1255.0, 2071.0, 52.5], shoonya_0s5DZU3XNBYR8Z, 6516218]
[contact-info, [1832.0, 1652.0, 443.0, 52.5], shoonya_3sZC6P0ZGGJCNL, 6516218]
[contact-info, [1832.0, 1704.5, 443.0, 52.5], shoonya_3sZC6P0ZGGJCNL, 6516218]
[contact-info, [986.0, 3278.0, 517.0, 52.5], FBfyEHtet4, 6516218]
[contact-info, [986.0, 3330.5, 517.0, 52.5], FBfyEHtet4, 6516218]
