[1806, 1262]
[folio, [621.0, 105.0, 458.0, 36.0], shoonya_7sGB5XM4F9X45C, 5681751]
[paragraph, [97.0, 196.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 232.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 268.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 304.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 340.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 376.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 412.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 448.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 484.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 520.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 556.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 592.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 628.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 664.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 700.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 736.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 772.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 808.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [97.0, 844.0, 506.0, 36.0], shoonya_0sHEJE68O5PYC7, 5681751]
[paragraph, [636.0, 197.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [636.0, 233.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [636.0, 269.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [636.0, 305.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [636.0, 341.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [636.0, 377.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [636.0, 413.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [636.0, 449.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [636.0, 485.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [636.0, 521.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [636.0, 557.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [636.0, 593.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [636.0, 629.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [636.0, 665.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [636.0, 701.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [636.0, 737.0, 513.0, 36.0], shoonya_8sB8I6GVIDRLU5, 5681751]
[paragraph, [640.0, 787.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 823.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 859.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 895.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 931.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 967.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 1003.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 1039.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 1075.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 1111.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 1147.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 1183.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 1219.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 1255.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 1291.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 1327.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [640.0, 1363.0, 494.0, 36.0], shoonya_5sT78M3WEOTLBV, 5681751]
[paragraph, [103.0, 915.0, 493.0, 36.0], shoonya_2sGOQCZCVLJL1H, 5681751]
[paragraph, [103.0, 951.0, 493.0, 36.0], shoonya_2sGOQCZCVLJL1H, 5681751]
[paragraph, [103.0, 987.0, 493.0, 36.0], shoonya_2sGOQCZCVLJL1H, 5681751]
[paragraph, [103.0, 1023.0, 493.0, 36.0], shoonya_2sGOQCZCVLJL1H, 5681751]
[paragraph, [103.0, 1059.0, 493.0, 36.0], shoonya_2sGOQCZCVLJL1H, 5681751]
[paragraph, [103.0, 1095.0, 493.0, 36.0], shoonya_2sGOQCZCVLJL1H, 5681751]
[paragraph, [103.0, 1131.0, 493.0, 36.0], shoonya_2sGOQCZCVLJL1H, 5681751]
[paragraph, [95.0, 1201.0, 501.0, 36.0], shoonya_1sB6U613OHKSFZ, 5681751]
[paragraph, [95.0, 1237.0, 501.0, 36.0], shoonya_1sB6U613OHKSFZ, 5681751]
[paragraph, [95.0, 1273.0, 501.0, 36.0], shoonya_1sB6U613OHKSFZ, 5681751]
[paragraph, [95.0, 1309.0, 501.0, 36.0], shoonya_1sB6U613OHKSFZ, 5681751]
