[2481, 1654]
[folio, [1187.0, 106.0, 118.0, 36.0], shoonya_2sC3OKTR3B3BWS, 5720962]
[paragraph, [167.0, 219.0, 1261.0, 36.0], shoonya_1sNLAUW8AA81HP, 5720962]
[paragraph, [167.0, 255.0, 1261.0, 36.0], shoonya_1sNLAUW8AA81HP, 5720962]
[paragraph, [167.0, 291.0, 1261.0, 36.0], shoonya_1sNLAUW8AA81HP, 5720962]
[paragraph, [159.0, 328.0, 1273.0, 36.0], 8ok5r6dB9y, 5720962]
[paragraph, [159.0, 364.0, 1273.0, 36.0], 8ok5r6dB9y, 5720962]
[paragraph, [169.0, 423.0, 1257.0, 36.0], N_WoMW4DZI, 5720962]
[paragraph, [169.0, 459.0, 1257.0, 36.0], N_WoMW4DZI, 5720962]
[paragraph, [169.0, 495.0, 1257.0, 36.0], N_WoMW4DZI, 5720962]
[paragraph, [223.0, 537.0, 1141.0, 36.0], kWcroIGFnv, 5720962]
[paragraph, [161.0, 593.0, 1273.0, 36.0], LFb1XXYx6L, 5720962]
[paragraph, [161.0, 629.0, 1273.0, 36.0], LFb1XXYx6L, 5720962]
[paragraph, [163.0, 696.0, 1269.0, 36.0], XgRacHSDcn, 5720962]
[paragraph, [163.0, 732.0, 1269.0, 36.0], XgRacHSDcn, 5720962]
[paragraph, [227.0, 806.0, 986.0, 36.0], aBIgVfrVk5, 5720962]
[paragraph, [163.0, 858.0, 1277.0, 36.0], Lyq0CsAEgC, 5720962]
[paragraph, [163.0, 894.0, 1277.0, 36.0], Lyq0CsAEgC, 5720962]
[paragraph, [163.0, 930.0, 1277.0, 36.0], Lyq0CsAEgC, 5720962]
[paragraph, [163.0, 966.0, 1277.0, 36.0], Lyq0CsAEgC, 5720962]
[paragraph, [163.0, 1002.0, 1277.0, 36.0], Lyq0CsAEgC, 5720962]
[paragraph, [163.0, 1038.0, 1277.0, 36.0], Lyq0CsAEgC, 5720962]
[paragraph, [163.0, 1074.0, 1277.0, 36.0], Lyq0CsAEgC, 5720962]
[paragraph, [163.0, 1110.0, 1277.0, 36.0], Lyq0CsAEgC, 5720962]
[paragraph, [159.0, 1178.0, 1290.0, 36.0], Z7dN73LI3B, 5720962]
[paragraph, [159.0, 1214.0, 1290.0, 36.0], Z7dN73LI3B, 5720962]
[paragraph, [159.0, 1250.0, 1290.0, 36.0], Z7dN73LI3B, 5720962]
[paragraph, [159.0, 1286.0, 1290.0, 36.0], Z7dN73LI3B, 5720962]
[paragraph, [159.0, 1322.0, 1290.0, 36.0], Z7dN73LI3B, 5720962]
[paragraph, [159.0, 1358.0, 1290.0, 36.0], Z7dN73LI3B, 5720962]
[paragraph, [159.0, 1394.0, 1290.0, 36.0], Z7dN73LI3B, 5720962]
[paragraph, [159.0, 1430.0, 1290.0, 36.0], Z7dN73LI3B, 5720962]
[paragraph, [159.0, 1466.0, 1290.0, 36.0], Z7dN73LI3B, 5720962]
[paragraph, [159.0, 1502.0, 1290.0, 36.0], Z7dN73LI3B, 5720962]
[paragraph, [159.0, 1538.0, 1290.0, 36.0], Z7dN73LI3B, 5720962]
[paragraph, [159.0, 1574.0, 1290.0, 36.0], Z7dN73LI3B, 5720962]
[paragraph, [159.0, 1610.0, 1290.0, 36.0], Z7dN73LI3B, 5720962]
[paragraph, [159.0, 1646.0, 1290.0, 36.0], Z7dN73LI3B, 5720962]
[paragraph, [223.0, 1713.0, 1025.0, 36.0], fK4jgTvTqL, 5720962]
[paragraph, [223.0, 1763.0, 324.0, 36.0], 7nsIusCfX5, 5720962]
[paragraph, [155.0, 1817.0, 1277.0, 36.0], juY3dcB74l, 5720962]
[paragraph, [155.0, 1853.0, 1277.0, 36.0], juY3dcB74l, 5720962]
[paragraph, [155.0, 1889.0, 1277.0, 36.0], juY3dcB74l, 5720962]
[paragraph, [165.0, 1928.0, 1269.0, 36.0], XS8G6SPVjv, 5720962]
[paragraph, [165.0, 1964.0, 1269.0, 36.0], XS8G6SPVjv, 5720962]
[paragraph, [165.0, 2000.0, 1269.0, 36.0], XS8G6SPVjv, 5720962]
[paragraph, [165.0, 2036.0, 1269.0, 36.0], XS8G6SPVjv, 5720962]
[paragraph, [175.0, 2086.0, 308.0, 36.0], X9PtUfxKJl, 5720962]
[paragraph, [227.0, 2139.0, 477.0, 36.0], 5z8Satem3j, 5720962]
