[3300, 2550]
[paragraph, [266.0, 265.0, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 317.5, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 370.0, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 422.5, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 475.0, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 527.5, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 580.0, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 632.5, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 685.0, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 737.5, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 790.0, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 842.5, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 895.0, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 947.5, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 1000.0, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 1052.5, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 1105.0, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 1157.5, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 1210.0, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 1262.5, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [266.0, 1315.0, 2018.0, 52.5], shoonya_1sHJUUA5VBQ5JQ, 5720816]
[paragraph, [286.0, 1399.0, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 1451.5, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 1504.0, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 1556.5, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 1609.0, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 1661.5, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 1714.0, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 1766.5, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 1819.0, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 1871.5, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 1924.0, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 1976.5, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 2029.0, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 2081.5, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 2134.0, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 2186.5, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 2239.0, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 2291.5, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 2344.0, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 2396.5, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 2449.0, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 2501.5, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 2554.0, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 2606.5, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [286.0, 2659.0, 1992.0, 52.5], Npq54T_YYQ, 5720816]
[paragraph, [261.0, 2757.0, 2008.0, 52.5], MR4IyVvT5A, 5720816]
[paragraph, [261.0, 2809.5, 2008.0, 52.5], MR4IyVvT5A, 5720816]
[paragraph, [261.0, 2862.0, 2008.0, 52.5], MR4IyVvT5A, 5720816]
