[540, 540]
[section-title, [217.0, 63.0, 111.0, 30.0], gr2VTM6Irq, 5657269]
[ordered-list, [7.0, 122.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 140.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 158.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 176.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 194.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 212.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 230.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 248.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 266.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 284.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 302.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 320.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 338.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 356.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 374.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 392.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 410.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 428.0, 519.0, 18.0], AMvcRziktf, 5657269]
[ordered-list, [7.0, 446.0, 519.0, 18.0], AMvcRziktf, 5657269]
