[792, 612]
[sidebar, [241.0, 4.0, 293.0, 18.0], shoonya_9sZUHPH3GFQ0E8, 6515952]
[sidebar, [241.0, 22.0, 293.0, 18.0], shoonya_9sZUHPH3GFQ0E8, 6515952]
[sidebar, [241.0, 40.0, 293.0, 18.0], shoonya_9sZUHPH3GFQ0E8, 6515952]
[sidebar, [241.0, 58.0, 293.0, 18.0], shoonya_9sZUHPH3GFQ0E8, 6515952]
[sidebar, [241.0, 76.0, 293.0, 18.0], shoonya_9sZUHPH3GFQ0E8, 6515952]
[sidebar, [241.0, 94.0, 293.0, 18.0], shoonya_9sZUHPH3GFQ0E8, 6515952]
[sidebar, [241.0, 112.0, 293.0, 18.0], shoonya_9sZUHPH3GFQ0E8, 6515952]
[sidebar, [241.0, 130.0, 293.0, 18.0], shoonya_9sZUHPH3GFQ0E8, 6515952]
[sidebar, [241.0, 148.0, 293.0, 18.0], shoonya_9sZUHPH3GFQ0E8, 6515952]
[sidebar, [241.0, 166.0, 293.0, 18.0], shoonya_9sZUHPH3GFQ0E8, 6515952]
[sidebar, [241.0, 184.0, 293.0, 18.0], shoonya_9sZUHPH3GFQ0E8, 6515952]
[sidebar, [241.0, 202.0, 293.0, 18.0], shoonya_9sZUHPH3GFQ0E8, 6515952]
[sidebar, [241.0, 220.0, 293.0, 18.0], shoonya_9sZUHPH3GFQ0E8, 6515952]
[paragraph, [76.0, 5.0, 149.0, 18.0], shoonya_2sXL7LXZIS07H4, 6515952]
[paragraph, [76.0, 23.0, 149.0, 18.0], shoonya_2sXL7LXZIS07H4, 6515952]
[paragraph, [76.0, 41.0, 149.0, 18.0], shoonya_2sXL7LXZIS07H4, 6515952]
[paragraph, [76.0, 59.0, 149.0, 18.0], shoonya_2sXL7LXZIS07H4, 6515952]
[paragraph, [76.0, 77.0, 149.0, 18.0], shoonya_2sXL7LXZIS07H4, 6515952]
[paragraph, [76.0, 95.0, 149.0, 18.0], shoonya_2sXL7LXZIS07H4, 6515952]
[paragraph, [76.0, 113.0, 149.0, 18.0], shoonya_2sXL7LXZIS07H4, 6515952]
[paragraph, [76.0, 131.0, 149.0, 18.0], shoonya_2sXL7LXZIS07H4, 6515952]
[paragraph, [76.0, 149.0, 149.0, 18.0], shoonya_2sXL7LXZIS07H4, 6515952]
[paragraph, [76.0, 167.0, 149.0, 18.0], shoonya_2sXL7LXZIS07H4, 6515952]
[paragraph, [76.0, 185.0, 149.0, 18.0], shoonya_2sXL7LXZIS07H4, 6515952]
[paragraph, [76.0, 203.0, 149.0, 18.0], shoonya_2sXL7LXZIS07H4, 6515952]
[paragraph, [76.0, 221.0, 149.0, 18.0], shoonya_2sXL7LXZIS07H4, 6515952]
[paragraph, [77.0, 251.0, 148.0, 18.0], shoonya_4s094KT8B667QE, 6515952]
[paragraph, [77.0, 269.0, 148.0, 18.0], shoonya_4s094KT8B667QE, 6515952]
[paragraph, [77.0, 287.0, 148.0, 18.0], shoonya_4s094KT8B667QE, 6515952]
[paragraph, [77.0, 305.0, 148.0, 18.0], shoonya_4s094KT8B667QE, 6515952]
[paragraph, [77.0, 323.0, 148.0, 18.0], shoonya_4s094KT8B667QE, 6515952]
[paragraph, [387.0, 253.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 271.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 289.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 307.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 325.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 343.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 361.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 379.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 397.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 415.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 433.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 451.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 469.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 487.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 505.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 523.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 541.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 559.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 577.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [387.0, 595.0, 147.0, 18.0], shoonya_8sAZ70Q8PXE9JO, 6515952]
[paragraph, [231.0, 256.0, 147.0, 18.0], shoonya_0sLZZAUJ9UHHFV, 6515952]
[paragraph, [231.0, 274.0, 147.0, 18.0], shoonya_0sLZZAUJ9UHHFV, 6515952]
[paragraph, [231.0, 292.0, 147.0, 18.0], shoonya_0sLZZAUJ9UHHFV, 6515952]
[paragraph, [231.0, 310.0, 147.0, 18.0], shoonya_0sLZZAUJ9UHHFV, 6515952]
[paragraph, [231.0, 344.0, 148.0, 18.0], shoonya_5sO5TNSERSCLJU, 6515952]
[paragraph, [231.0, 362.0, 148.0, 18.0], shoonya_5sO5TNSERSCLJU, 6515952]
[paragraph, [231.0, 380.0, 148.0, 18.0], shoonya_5sO5TNSERSCLJU, 6515952]
[paragraph, [231.0, 398.0, 148.0, 18.0], shoonya_5sO5TNSERSCLJU, 6515952]
[paragraph, [231.0, 416.0, 148.0, 18.0], shoonya_5sO5TNSERSCLJU, 6515952]
[paragraph, [231.0, 434.0, 148.0, 18.0], shoonya_5sO5TNSERSCLJU, 6515952]
[paragraph, [231.0, 452.0, 148.0, 18.0], shoonya_5sO5TNSERSCLJU, 6515952]
[paragraph, [231.0, 470.0, 148.0, 18.0], shoonya_5sO5TNSERSCLJU, 6515952]
[paragraph, [231.0, 488.0, 148.0, 18.0], shoonya_5sO5TNSERSCLJU, 6515952]
[paragraph, [75.0, 352.0, 150.0, 18.0], shoonya_6sDDB7PAWBL1QD, 6515952]
[paragraph, [75.0, 370.0, 150.0, 18.0], shoonya_6sDDB7PAWBL1QD, 6515952]
[paragraph, [75.0, 388.0, 150.0, 18.0], shoonya_6sDDB7PAWBL1QD, 6515952]
[paragraph, [75.0, 406.0, 150.0, 18.0], shoonya_6sDDB7PAWBL1QD, 6515952]
[paragraph, [75.0, 424.0, 150.0, 18.0], shoonya_6sDDB7PAWBL1QD, 6515952]
[paragraph, [76.0, 453.0, 147.0, 18.0], shoonya_3sAWQ9WO3T31ZU, 6515952]
[paragraph, [76.0, 471.0, 147.0, 18.0], shoonya_3sAWQ9WO3T31ZU, 6515952]
[paragraph, [76.0, 489.0, 147.0, 18.0], shoonya_3sAWQ9WO3T31ZU, 6515952]
