[1638, 1027]
[folio, [37.0, 250.0, 194.0, 36.0], AEVaeX3a6P, 5653710]
[chapter-title, [97.0, 327.0, 755.0, 58.5], shoonya_5sRSFS56YNPBDU, 5653710]
[chapter-title, [97.0, 385.5, 755.0, 58.5], shoonya_5sRSFS56YNPBDU, 5653710]
[paragraph, [487.0, 552.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [487.0, 588.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [487.0, 624.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [487.0, 660.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [487.0, 696.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [487.0, 732.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [487.0, 768.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [487.0, 804.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [487.0, 840.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [487.0, 876.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [487.0, 912.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [487.0, 948.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [487.0, 984.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [487.0, 1020.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [487.0, 1056.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [487.0, 1092.0, 422.0, 36.0], shoonya_2s9O0IRGW1RTY8, 5653710]
[paragraph, [53.0, 562.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 598.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 634.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 670.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 706.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 742.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 778.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 814.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 850.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 886.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 922.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 958.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 994.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 1030.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 1066.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 1102.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 1138.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 1174.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 1210.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 1246.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 1282.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 1318.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 1354.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 1390.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 1426.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [53.0, 1462.0, 419.0, 36.0], shoonya_0sXBH69A61UKZO, 5653710]
[paragraph, [489.0, 1151.0, 419.0, 36.0], pL8VL-1rh-, 5653710]
[paragraph, [489.0, 1187.0, 419.0, 36.0], pL8VL-1rh-, 5653710]
[paragraph, [489.0, 1223.0, 419.0, 36.0], pL8VL-1rh-, 5653710]
[paragraph, [489.0, 1259.0, 419.0, 36.0], pL8VL-1rh-, 5653710]
[paragraph, [489.0, 1295.0, 419.0, 36.0], pL8VL-1rh-, 5653710]
[paragraph, [489.0, 1331.0, 419.0, 36.0], pL8VL-1rh-, 5653710]
[paragraph, [489.0, 1367.0, 419.0, 36.0], pL8VL-1rh-, 5653710]
[paragraph, [489.0, 1403.0, 419.0, 36.0], pL8VL-1rh-, 5653710]
[paragraph, [489.0, 1439.0, 419.0, 36.0], pL8VL-1rh-, 5653710]
[folio, [66.0, 1530.0, 153.0, 36.0], shoonya_3sNWESOAIQNPXB, 5653710]
