[3442, 2665]
[paragraph, [143.0, 129.0, 2301.0, 52.5], wuJam0YnZF, 6473584]
[paragraph, [143.0, 181.5, 2301.0, 52.5], wuJam0YnZF, 6473584]
[paragraph, [143.0, 234.0, 2301.0, 52.5], wuJam0YnZF, 6473584]
[paragraph, [143.0, 286.5, 2301.0, 52.5], wuJam0YnZF, 6473584]
[paragraph, [143.0, 339.0, 2301.0, 52.5], wuJam0YnZF, 6473584]
[paragraph, [143.0, 391.5, 2301.0, 52.5], wuJam0YnZF, 6473584]
[paragraph, [143.0, 546.0, 2335.0, 52.5], fgp6JKjd5X, 6473584]
[paragraph, [143.0, 598.5, 2335.0, 52.5], fgp6JKjd5X, 6473584]
[paragraph, [143.0, 651.0, 2335.0, 52.5], fgp6JKjd5X, 6473584]
[paragraph, [143.0, 703.5, 2335.0, 52.5], fgp6JKjd5X, 6473584]
[paragraph, [143.0, 756.0, 2335.0, 52.5], fgp6JKjd5X, 6473584]
[paragraph, [143.0, 808.5, 2335.0, 52.5], fgp6JKjd5X, 6473584]
[paragraph, [143.0, 861.0, 2335.0, 52.5], fgp6JKjd5X, 6473584]
[paragraph, [163.0, 979.0, 2241.0, 52.5], JUxZpeNp6D, 6473584]
[paragraph, [163.0, 1031.5, 2241.0, 52.5], JUxZpeNp6D, 6473584]
[paragraph, [163.0, 1084.0, 2241.0, 52.5], JUxZpeNp6D, 6473584]
[paragraph, [163.0, 1136.5, 2241.0, 52.5], JUxZpeNp6D, 6473584]
[paragraph, [163.0, 1189.0, 2241.0, 52.5], JUxZpeNp6D, 6473584]
[paragraph, [163.0, 1241.5, 2241.0, 52.5], JUxZpeNp6D, 6473584]
[paragraph, [163.0, 1294.0, 2241.0, 52.5], JUxZpeNp6D, 6473584]
[paragraph, [153.0, 1402.0, 2328.0, 52.5], WisczBq108, 6473584]
[paragraph, [153.0, 1454.5, 2328.0, 52.5], WisczBq108, 6473584]
[paragraph, [153.0, 1507.0, 2328.0, 52.5], WisczBq108, 6473584]
[paragraph, [153.0, 1559.5, 2328.0, 52.5], WisczBq108, 6473584]
[paragraph, [153.0, 1612.0, 2328.0, 52.5], WisczBq108, 6473584]
[paragraph, [153.0, 1664.5, 2328.0, 52.5], WisczBq108, 6473584]
[paragraph, [153.0, 1717.0, 2328.0, 52.5], WisczBq108, 6473584]
[paragraph, [153.0, 1769.5, 2328.0, 52.5], WisczBq108, 6473584]
[paragraph, [153.0, 1822.0, 2328.0, 52.5], WisczBq108, 6473584]
[paragraph, [153.0, 1874.5, 2328.0, 52.5], WisczBq108, 6473584]
[paragraph, [159.0, 2052.0, 2217.0, 52.5], shoonya_0s7US0IZPI2WQD, 6473584]
[paragraph, [159.0, 2104.5, 2217.0, 52.5], shoonya_0s7US0IZPI2WQD, 6473584]
[paragraph, [159.0, 2157.0, 2217.0, 52.5], shoonya_0s7US0IZPI2WQD, 6473584]
[paragraph, [159.0, 2209.5, 2217.0, 52.5], shoonya_0s7US0IZPI2WQD, 6473584]
[paragraph, [159.0, 2262.0, 2217.0, 52.5], shoonya_0s7US0IZPI2WQD, 6473584]
[paragraph, [159.0, 2314.5, 2217.0, 52.5], shoonya_0s7US0IZPI2WQD, 6473584]
[paragraph, [159.0, 2367.0, 2217.0, 52.5], shoonya_0s7US0IZPI2WQD, 6473584]
[paragraph, [159.0, 2419.5, 2217.0, 52.5], shoonya_0s7US0IZPI2WQD, 6473584]
[paragraph, [149.0, 2582.0, 2338.0, 52.5], UbvocCnx_b, 6473584]
[paragraph, [149.0, 2634.5, 2338.0, 52.5], UbvocCnx_b, 6473584]
[paragraph, [149.0, 2687.0, 2338.0, 52.5], UbvocCnx_b, 6473584]
[paragraph, [149.0, 2739.5, 2338.0, 52.5], UbvocCnx_b, 6473584]
[paragraph, [149.0, 2792.0, 2338.0, 52.5], UbvocCnx_b, 6473584]
[paragraph, [149.0, 2844.5, 2338.0, 52.5], UbvocCnx_b, 6473584]
[paragraph, [149.0, 2897.0, 2338.0, 52.5], UbvocCnx_b, 6473584]
[paragraph, [149.0, 2949.5, 2338.0, 52.5], UbvocCnx_b, 6473584]
[paragraph, [149.0, 3002.0, 2338.0, 52.5], UbvocCnx_b, 6473584]
[paragraph, [149.0, 3054.5, 2338.0, 52.5], UbvocCnx_b, 6473584]
[paragraph, [149.0, 3107.0, 2338.0, 52.5], UbvocCnx_b, 6473584]
[paragraph, [149.0, 3159.5, 2338.0, 52.5], UbvocCnx_b, 6473584]
