[2339, 1653]
[paragraph, [236.0, 207.0, 1177.0, 36.0], shoonya_0sNY7ZR6VVSEFD, 5686265]
[paragraph, [236.0, 243.0, 1177.0, 36.0], shoonya_0sNY7ZR6VVSEFD, 5686265]
[paragraph, [236.0, 279.0, 1177.0, 36.0], shoonya_0sNY7ZR6VVSEFD, 5686265]
[paragraph, [236.0, 315.0, 1177.0, 36.0], shoonya_0sNY7ZR6VVSEFD, 5686265]
[paragraph, [236.0, 351.0, 1177.0, 36.0], shoonya_0sNY7ZR6VVSEFD, 5686265]
[paragraph, [236.0, 387.0, 1177.0, 36.0], shoonya_0sNY7ZR6VVSEFD, 5686265]
[paragraph, [236.0, 423.0, 1177.0, 36.0], shoonya_0sNY7ZR6VVSEFD, 5686265]
[paragraph, [234.0, 507.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 543.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 579.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 615.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 651.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 687.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 723.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 759.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 795.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 831.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 867.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 903.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 939.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 975.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1011.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1047.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1083.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1119.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1155.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1191.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1227.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1263.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1299.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1335.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1371.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1407.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1443.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1479.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1515.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1551.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1587.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1623.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1659.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1695.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[paragraph, [234.0, 1731.0, 1183.0, 36.0], shoonya_2sDS85JQL1DJC9, 5686265]
[section-title, [242.0, 1817.0, 350.0, 52.5], shoonya_3sT0O8F5ARWGHI, 5686265]
[paragraph, [238.0, 1895.0, 1178.0, 36.0], shoonya_1s8TXWOY8XBBG8, 5686265]
[paragraph, [238.0, 1931.0, 1178.0, 36.0], shoonya_1s8TXWOY8XBBG8, 5686265]
[paragraph, [238.0, 1967.0, 1178.0, 36.0], shoonya_1s8TXWOY8XBBG8, 5686265]
[paragraph, [238.0, 2003.0, 1178.0, 36.0], shoonya_1s8TXWOY8XBBG8, 5686265]
[paragraph, [238.0, 2039.0, 1178.0, 36.0], shoonya_1s8TXWOY8XBBG8, 5686265]
