[2334, 1650]
[paragraph, [166.0, 85.0, 1304.0, 36.0], shoonya_0s1PRB9PJ72LZ5, 5652680]
[paragraph, [166.0, 121.0, 1304.0, 36.0], shoonya_0s1PRB9PJ72LZ5, 5652680]
[paragraph, [166.0, 157.0, 1304.0, 36.0], shoonya_0s1PRB9PJ72LZ5, 5652680]
[paragraph, [166.0, 193.0, 1304.0, 36.0], shoonya_0s1PRB9PJ72LZ5, 5652680]
[paragraph, [166.0, 229.0, 1304.0, 36.0], shoonya_0s1PRB9PJ72LZ5, 5652680]
[paragraph, [159.0, 267.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 303.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 339.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 375.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 411.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 447.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 483.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 519.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 555.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 591.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 627.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 663.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 699.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 735.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 771.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 807.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 843.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 879.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 915.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 951.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 987.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 1023.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 1059.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 1095.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 1131.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [159.0, 1167.0, 1247.0, 36.0], 8CfC6lLd8X, 5652680]
[paragraph, [154.0, 1260.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1296.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1332.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1368.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1404.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1440.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1476.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1512.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1548.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1584.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1620.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1656.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1692.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1728.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1764.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1800.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1836.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1872.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1908.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1944.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 1980.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[paragraph, [154.0, 2016.0, 1234.0, 36.0], dUiVjyXkq3, 5652680]
[folio, [918.0, 2082.0, 376.0, 36.0], KKiZABgpdb, 5652680]
