[3508, 2481]
[contact-info, [552.0, 90.0, 1390.0, 52.5], shoonya_10sRIBKEOBS6JB, 6490953]
[contact-info, [552.0, 142.5, 1390.0, 52.5], shoonya_10sRIBKEOBS6JB, 6490953]
[contact-info, [552.0, 195.0, 1390.0, 52.5], shoonya_10sRIBKEOBS6JB, 6490953]
[headline, [1089.0, 586.0, 280.0, 52.5], shoonya_7sOWSHYWG6T648, 6490953]
[headline, [1089.0, 638.5, 280.0, 52.5], shoonya_7sOWSHYWG6T648, 6490953]
[paragraph, [220.0, 1072.0, 466.0, 52.5], shoonya_5sCVQM0YEFMH8Y, 6490953]
[paragraph, [223.0, 1194.0, 2052.0, 52.5], shoonya_4s2E2CWYSL16EB, 6490953]
[paragraph, [223.0, 1246.5, 2052.0, 52.5], shoonya_4s2E2CWYSL16EB, 6490953]
[paragraph, [223.0, 1299.0, 2052.0, 52.5], shoonya_4s2E2CWYSL16EB, 6490953]
[paragraph, [223.0, 1351.5, 2052.0, 52.5], shoonya_4s2E2CWYSL16EB, 6490953]
[paragraph, [223.0, 1404.0, 2052.0, 52.5], shoonya_4s2E2CWYSL16EB, 6490953]
[paragraph, [223.0, 1456.5, 2052.0, 52.5], shoonya_4s2E2CWYSL16EB, 6490953]
[paragraph, [222.0, 1555.0, 2054.0, 52.5], shoonya_0sALD64CTSL486, 6490953]
[paragraph, [222.0, 1607.5, 2054.0, 52.5], shoonya_0sALD64CTSL486, 6490953]
[paragraph, [222.0, 1660.0, 2054.0, 52.5], shoonya_0sALD64CTSL486, 6490953]
[paragraph, [222.0, 1712.5, 2054.0, 52.5], shoonya_0sALD64CTSL486, 6490953]
[paragraph, [222.0, 1765.0, 2054.0, 52.5], shoonya_0sALD64CTSL486, 6490953]
[paragraph, [222.0, 1817.5, 2054.0, 52.5], shoonya_0sALD64CTSL486, 6490953]
[paragraph, [222.0, 1870.0, 2054.0, 52.5], shoonya_0sALD64CTSL486, 6490953]
[paragraph, [222.0, 1922.5, 2054.0, 52.5], shoonya_0sALD64CTSL486, 6490953]
[paragraph, [222.0, 1975.0, 2054.0, 52.5], shoonya_0sALD64CTSL486, 6490953]
[paragraph, [222.0, 2027.5, 2054.0, 52.5], shoonya_0sALD64CTSL486, 6490953]
[paragraph, [222.0, 2080.0, 2054.0, 52.5], shoonya_0sALD64CTSL486, 6490953]
[paragraph, [222.0, 2132.5, 2054.0, 52.5], shoonya_0sALD64CTSL486, 6490953]
[section-title, [215.0, 2301.0, 486.0, 93.0], shoonya_2sJ544UELU5U0U, 6490953]
[ordered-list, [195.0, 2456.0, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 2508.5, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 2561.0, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 2613.5, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 2666.0, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 2718.5, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 2771.0, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 2823.5, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 2876.0, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 2928.5, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 2981.0, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 3033.5, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 3086.0, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 3138.5, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 3191.0, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 3243.5, 2060.0, 52.5], -njqC5xx_9, 6490953]
[ordered-list, [195.0, 3296.0, 2060.0, 52.5], -njqC5xx_9, 6490953]
[sub-unordered-list, [299.0, 3258.0, 1840.0, 18.0], shoonya_12sCEXKDXATAIJ, 6490953]
[sub-unordered-list, [299.0, 3276.0, 1840.0, 18.0], shoonya_12sCEXKDXATAIJ, 6490953]
[sub-unordered-list, [299.0, 3294.0, 1840.0, 18.0], shoonya_12sCEXKDXATAIJ, 6490953]
[sub-unordered-list, [299.0, 3312.0, 1840.0, 18.0], shoonya_12sCEXKDXATAIJ, 6490953]
