[2200, 1700]
[paragraph, [281.0, 218.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 254.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 290.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 326.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 362.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 398.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 434.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 470.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 506.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 542.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 578.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 614.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 650.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 686.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 722.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 758.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 794.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 830.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 866.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 902.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 938.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 974.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 1010.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 1046.0, 1134.0, 36.0], shoonya_0sGXI0FPM5YF1M, 5686327]
[paragraph, [281.0, 1132.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1168.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1204.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1240.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1276.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1312.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1348.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1384.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1420.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1456.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1492.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1528.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1564.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1600.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1636.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1672.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1708.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1744.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1780.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1816.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1852.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
[paragraph, [281.0, 1888.0, 1142.0, 36.0], shoonya_1sI3AFIG67TFAZ, 5686327]
