[1818, 1374]
[folio, [479.0, 105.0, 408.0, 36.0], KQ7T9HCmvn, 5683278]
[paragraph, [108.0, 174.0, 565.0, 36.0], shoonya_3sCP0SOZDPHLY1, 5683278]
[paragraph, [108.0, 210.0, 565.0, 36.0], shoonya_3sCP0SOZDPHLY1, 5683278]
[paragraph, [108.0, 246.0, 565.0, 36.0], shoonya_3sCP0SOZDPHLY1, 5683278]
[paragraph, [108.0, 282.0, 565.0, 36.0], shoonya_3sCP0SOZDPHLY1, 5683278]
[paragraph, [108.0, 318.0, 565.0, 36.0], shoonya_3sCP0SOZDPHLY1, 5683278]
[paragraph, [108.0, 354.0, 565.0, 36.0], shoonya_3sCP0SOZDPHLY1, 5683278]
[paragraph, [108.0, 390.0, 565.0, 36.0], shoonya_3sCP0SOZDPHLY1, 5683278]
[paragraph, [108.0, 426.0, 565.0, 36.0], shoonya_3sCP0SOZDPHLY1, 5683278]
[paragraph, [108.0, 462.0, 565.0, 36.0], shoonya_3sCP0SOZDPHLY1, 5683278]
[paragraph, [108.0, 498.0, 565.0, 36.0], shoonya_3sCP0SOZDPHLY1, 5683278]
[paragraph, [698.0, 176.0, 561.0, 36.0], shoonya_4s4NQOQKN2A7I8, 5683278]
[paragraph, [698.0, 212.0, 561.0, 36.0], shoonya_4s4NQOQKN2A7I8, 5683278]
[paragraph, [698.0, 248.0, 561.0, 36.0], shoonya_4s4NQOQKN2A7I8, 5683278]
[paragraph, [698.0, 284.0, 561.0, 36.0], shoonya_4s4NQOQKN2A7I8, 5683278]
[paragraph, [698.0, 320.0, 561.0, 36.0], shoonya_4s4NQOQKN2A7I8, 5683278]
[paragraph, [698.0, 356.0, 561.0, 36.0], shoonya_4s4NQOQKN2A7I8, 5683278]
[paragraph, [698.0, 392.0, 561.0, 36.0], shoonya_4s4NQOQKN2A7I8, 5683278]
[paragraph, [698.0, 428.0, 561.0, 36.0], shoonya_4s4NQOQKN2A7I8, 5683278]
[paragraph, [698.0, 464.0, 561.0, 36.0], shoonya_4s4NQOQKN2A7I8, 5683278]
[paragraph, [698.0, 500.0, 561.0, 36.0], shoonya_4s4NQOQKN2A7I8, 5683278]
[paragraph, [105.0, 562.0, 566.0, 36.0], muTm0_EiT7, 5683278]
[paragraph, [105.0, 598.0, 566.0, 36.0], muTm0_EiT7, 5683278]
[paragraph, [105.0, 634.0, 566.0, 36.0], muTm0_EiT7, 5683278]
[paragraph, [698.0, 566.0, 560.0, 36.0], shoonya_2s4AZT514L2DLN, 5683278]
[paragraph, [700.0, 607.0, 559.0, 36.0], fLfKuYeUyi, 5683278]
[paragraph, [700.0, 643.0, 559.0, 36.0], fLfKuYeUyi, 5683278]
[paragraph, [700.0, 679.0, 559.0, 36.0], fLfKuYeUyi, 5683278]
[paragraph, [697.0, 736.0, 565.0, 36.0], shoonya_1sSQNNZV4AHPN0, 5683278]
[paragraph, [697.0, 772.0, 565.0, 36.0], shoonya_1sSQNNZV4AHPN0, 5683278]
[paragraph, [697.0, 808.0, 565.0, 36.0], shoonya_1sSQNNZV4AHPN0, 5683278]
[paragraph, [697.0, 844.0, 565.0, 36.0], shoonya_1sSQNNZV4AHPN0, 5683278]
[paragraph, [697.0, 880.0, 565.0, 36.0], shoonya_1sSQNNZV4AHPN0, 5683278]
[paragraph, [697.0, 916.0, 565.0, 36.0], shoonya_1sSQNNZV4AHPN0, 5683278]
[paragraph, [697.0, 952.0, 565.0, 36.0], shoonya_1sSQNNZV4AHPN0, 5683278]
[paragraph, [697.0, 988.0, 565.0, 36.0], shoonya_1sSQNNZV4AHPN0, 5683278]
[paragraph, [697.0, 1024.0, 565.0, 36.0], shoonya_1sSQNNZV4AHPN0, 5683278]
[paragraph, [697.0, 1060.0, 565.0, 36.0], shoonya_1sSQNNZV4AHPN0, 5683278]
[paragraph, [109.0, 814.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 850.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 886.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 922.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 958.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 994.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 1030.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 1066.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 1102.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 1138.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 1174.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 1210.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 1246.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 1282.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 1318.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 1354.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 1390.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 1426.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 1462.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 1498.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [109.0, 1534.0, 564.0, 36.0], shoonya_0s6QQ5083Q7XAJ, 5683278]
[paragraph, [769.0, 1117.0, 352.0, 36.0], aiscpmWutl, 5683278]
[paragraph, [769.0, 1153.0, 352.0, 36.0], aiscpmWutl, 5683278]
[paragraph, [769.0, 1189.0, 352.0, 36.0], aiscpmWutl, 5683278]
[paragraph, [703.0, 1246.0, 561.0, 36.0], PbYmUsWZFd, 5683278]
[paragraph, [703.0, 1282.0, 561.0, 36.0], PbYmUsWZFd, 5683278]
[paragraph, [703.0, 1318.0, 561.0, 36.0], PbYmUsWZFd, 5683278]
[paragraph, [703.0, 1354.0, 561.0, 36.0], PbYmUsWZFd, 5683278]
[paragraph, [703.0, 1390.0, 561.0, 36.0], PbYmUsWZFd, 5683278]
[paragraph, [703.0, 1426.0, 561.0, 36.0], PbYmUsWZFd, 5683278]
[paragraph, [703.0, 1462.0, 561.0, 36.0], PbYmUsWZFd, 5683278]
[paragraph, [703.0, 1498.0, 561.0, 36.0], PbYmUsWZFd, 5683278]
[paragraph, [703.0, 1534.0, 561.0, 36.0], PbYmUsWZFd, 5683278]
[paragraph, [703.0, 1570.0, 561.0, 36.0], PbYmUsWZFd, 5683278]
[paragraph, [703.0, 1606.0, 561.0, 36.0], PbYmUsWZFd, 5683278]
[paragraph, [703.0, 1642.0, 561.0, 36.0], PbYmUsWZFd, 5683278]
[paragraph, [109.0, 1585.0, 564.0, 36.0], otBGGW1SuK, 5683278]
[paragraph, [109.0, 1621.0, 564.0, 36.0], otBGGW1SuK, 5683278]
[paragraph, [109.0, 1657.0, 564.0, 36.0], otBGGW1SuK, 5683278]
