[1267, 753]
[folio, [324.0, 78.0, 106.0, 18.0], shoonya_1s55CORN4LXCUB, 5699732]
[paragraph, [71.0, 125.0, 602.0, 18.0], 9A8Voi6BK0, 5699732]
[paragraph, [71.0, 143.0, 602.0, 18.0], 9A8Voi6BK0, 5699732]
[paragraph, [71.0, 161.0, 602.0, 18.0], 9A8Voi6BK0, 5699732]
[paragraph, [73.0, 197.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 215.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 233.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 251.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 269.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 287.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 305.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 323.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 341.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 359.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 377.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 395.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 413.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 431.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 449.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 467.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 485.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 503.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 521.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 539.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 557.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 575.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 593.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 611.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 629.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 647.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 665.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 683.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 701.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 719.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 737.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 755.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
[paragraph, [73.0, 773.0, 603.0, 18.0], shoonya_0sKJML94VW61QW, 5699732]
