[842, 596]
[ordered-list, [75.0, 53.0, 466.0, 18.0], shoonya_0s7SH3B064WIBD, 5657996]
[ordered-list, [75.0, 71.0, 466.0, 18.0], shoonya_0s7SH3B064WIBD, 5657996]
[ordered-list, [75.0, 89.0, 466.0, 18.0], shoonya_0s7SH3B064WIBD, 5657996]
[ordered-list, [75.0, 107.0, 466.0, 18.0], shoonya_0s7SH3B064WIBD, 5657996]
[ordered-list, [75.0, 125.0, 466.0, 18.0], shoonya_0s7SH3B064WIBD, 5657996]
[ordered-list, [75.0, 143.0, 466.0, 18.0], shoonya_0s7SH3B064WIBD, 5657996]
[ordered-list, [75.0, 161.0, 466.0, 18.0], shoonya_0s7SH3B064WIBD, 5657996]
[ordered-list, [75.0, 179.0, 466.0, 18.0], shoonya_0s7SH3B064WIBD, 5657996]
[ordered-list, [75.0, 197.0, 466.0, 18.0], shoonya_0s7SH3B064WIBD, 5657996]
[ordered-list, [75.0, 215.0, 466.0, 18.0], shoonya_0s7SH3B064WIBD, 5657996]
[ordered-list, [75.0, 233.0, 466.0, 18.0], shoonya_0s7SH3B064WIBD, 5657996]
[sub-ordered-list, [119.0, 165.0, 409.0, 18.0], 7bK7YFxgUQ, 5657996]
[sub-ordered-list, [119.0, 183.0, 409.0, 18.0], 7bK7YFxgUQ, 5657996]
[sub-ordered-list, [119.0, 201.0, 409.0, 18.0], 7bK7YFxgUQ, 5657996]
[sub-ordered-list, [119.0, 219.0, 409.0, 18.0], 7bK7YFxgUQ, 5657996]
[ordered-list, [76.0, 294.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 312.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 330.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 348.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 366.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 384.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 402.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 420.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 438.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 456.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 474.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 492.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 510.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 528.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 546.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 564.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 582.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 600.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 618.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 636.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 654.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 672.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 690.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[ordered-list, [76.0, 708.0, 474.0, 18.0], z_iPF6qRdQ, 5657996]
[sub-ordered-list, [117.0, 313.0, 414.0, 18.0], TSR3Fuzg6q, 5657996]
[sub-ordered-list, [117.0, 331.0, 414.0, 18.0], TSR3Fuzg6q, 5657996]
[sub-ordered-list, [117.0, 349.0, 414.0, 18.0], TSR3Fuzg6q, 5657996]
[sub-ordered-list, [117.0, 367.0, 414.0, 18.0], TSR3Fuzg6q, 5657996]
[sub-ordered-list, [117.0, 385.0, 414.0, 18.0], TSR3Fuzg6q, 5657996]
[sub-ordered-list, [117.0, 403.0, 414.0, 18.0], TSR3Fuzg6q, 5657996]
[sub-ordered-list, [117.0, 421.0, 414.0, 18.0], TSR3Fuzg6q, 5657996]
[sub-ordered-list, [116.0, 479.0, 408.0, 18.0], EnbXRPLSUU, 5657996]
[sub-ordered-list, [116.0, 497.0, 408.0, 18.0], EnbXRPLSUU, 5657996]
[sub-ordered-list, [116.0, 515.0, 408.0, 18.0], EnbXRPLSUU, 5657996]
[sub-ordered-list, [116.0, 533.0, 408.0, 18.0], EnbXRPLSUU, 5657996]
[sub-ordered-list, [116.0, 551.0, 408.0, 18.0], EnbXRPLSUU, 5657996]
[sub-ordered-list, [116.0, 569.0, 408.0, 18.0], EnbXRPLSUU, 5657996]
[sub-ordered-list, [116.0, 587.0, 408.0, 18.0], EnbXRPLSUU, 5657996]
[sub-ordered-list, [116.0, 605.0, 408.0, 18.0], EnbXRPLSUU, 5657996]
[sub-ordered-list, [116.0, 623.0, 408.0, 18.0], EnbXRPLSUU, 5657996]
[sub-ordered-list, [116.0, 641.0, 408.0, 18.0], EnbXRPLSUU, 5657996]
[sub-ordered-list, [116.0, 659.0, 408.0, 18.0], EnbXRPLSUU, 5657996]
[sub-ordered-list, [116.0, 677.0, 408.0, 18.0], EnbXRPLSUU, 5657996]
[footnote, [79.0, 776.0, 469.0, 18.0], 0wrixCI9uY, 5657996]
