[1601, 1158]
[folio, [48.0, 75.0, 75.0, 36.0], 2ooYdNUmHk, 5695722]
[folio, [48.0, 111.0, 75.0, 36.0], 2ooYdNUmHk, 5695722]
[folio, [48.0, 183.0, 75.0, 36.0], 2ooYdNUmHk, 5695722]
[folio, [48.0, 291.0, 75.0, 36.0], 2ooYdNUmHk, 5695722]
[folio, [48.0, 363.0, 75.0, 36.0], 2ooYdNUmHk, 5695722]
[section-title, [148.0, 96.0, 430.0, 49.5], 8qpnx2_ky_, 5695722]
[section-title, [148.0, 145.5, 430.0, 49.5], 8qpnx2_ky_, 5695722]
[unordered-list, [147.0, 218.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 254.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 290.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 326.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 362.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 398.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 434.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 470.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 506.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 542.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 578.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 614.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 650.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 686.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 722.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 758.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 794.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 830.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 866.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 902.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 938.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 974.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 1010.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 1046.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 1082.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 1118.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 1154.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 1190.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 1226.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 1262.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 1298.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 1334.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 1370.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 1406.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 1442.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[unordered-list, [147.0, 1478.0, 438.0, 36.0], ZJjBjL3_jL, 5695722]
[folio, [51.0, 553.0, 73.0, 36.0], FjBbtDkCyl, 5695722]
[folio, [51.0, 589.0, 73.0, 36.0], FjBbtDkCyl, 5695722]
[folio, [51.0, 625.0, 73.0, 36.0], FjBbtDkCyl, 5695722]
