[1320, 1176]
[folio, [928.0, 67.0, 172.0, 18.0], 8JSSOnNOg_, 5694314]
[folio, [928.0, 85.0, 172.0, 18.0], 8JSSOnNOg_, 5694314]
[folio, [928.0, 103.0, 172.0, 18.0], 8JSSOnNOg_, 5694314]
[folio, [928.0, 121.0, 172.0, 18.0], 8JSSOnNOg_, 5694314]
[folio, [928.0, 139.0, 172.0, 18.0], 8JSSOnNOg_, 5694314]
[section-title, [790.0, 206.0, 273.0, 30.0], L-bcfUIjWP, 5694314]
[section-title, [163.0, 212.0, 491.0, 30.0], yu7mluGssB, 5694314]
[section-title, [163.0, 242.0, 491.0, 30.0], yu7mluGssB, 5694314]
[section-title, [163.0, 272.0, 491.0, 30.0], yu7mluGssB, 5694314]
[section-title, [163.0, 302.0, 491.0, 30.0], yu7mluGssB, 5694314]
[author, [813.0, 263.0, 250.0, 18.0], 6oAbd02DGW, 5694314]
[author, [813.0, 281.0, 250.0, 18.0], 6oAbd02DGW, 5694314]
[paragraph, [759.0, 318.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 336.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 354.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 372.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 390.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 408.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 426.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 444.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 462.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 480.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 498.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 516.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 534.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 552.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 570.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 588.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 606.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 624.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[paragraph, [759.0, 642.0, 325.0, 18.0], HhBIGIEUCZ, 5694314]
[sub-section-title, [78.0, 385.0, 163.0, 25.5], AFsUzo2Iuf, 5694314]
[paragraph, [422.0, 386.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 404.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 422.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 440.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 458.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 476.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 494.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 512.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 530.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 548.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 566.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 584.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 602.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 620.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 638.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 656.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 674.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 692.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 710.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 728.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 746.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 764.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 782.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 800.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 818.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 836.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 854.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 872.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 890.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 908.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 926.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 944.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 962.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 980.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 998.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 1016.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 1034.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 1052.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 1070.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 1088.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 1106.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 1124.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 1142.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 1160.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [422.0, 1178.0, 325.0, 18.0], shoonya_1sV7676YIC37A7, 5694314]
[paragraph, [72.0, 417.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 435.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 453.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 471.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 489.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 507.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 525.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 543.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 561.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 579.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 597.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 615.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 633.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 651.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 669.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 687.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 705.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 723.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 741.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 759.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 777.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 795.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 813.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
[paragraph, [72.0, 831.0, 332.0, 18.0], shoonya_0sYX7I49O3UCLI, 5694314]
