[1754, 1241]
[chapter-title, [120.0, 234.0, 1000.0, 58.5], nNcpnCS2cr, 5708585]
[ordered-list, [112.0, 346.0, 1008.0, 36.0], shoonya_4sEFP6D0TLVZCD, 5708585]
[paragraph, [102.0, 463.0, 1026.0, 36.0], Sbn3IwbdE5, 5708585]
[paragraph, [102.0, 499.0, 1026.0, 36.0], Sbn3IwbdE5, 5708585]
[ordered-list, [109.0, 562.0, 1010.0, 36.0], shoonya_1sV8N4FWM4NJN4, 5708585]
[ordered-list, [109.0, 598.0, 1010.0, 36.0], shoonya_1sV8N4FWM4NJN4, 5708585]
[ordered-list, [109.0, 634.0, 1010.0, 36.0], shoonya_1sV8N4FWM4NJN4, 5708585]
[ordered-list, [109.0, 670.0, 1010.0, 36.0], shoonya_1sV8N4FWM4NJN4, 5708585]
[ordered-list, [109.0, 706.0, 1010.0, 36.0], shoonya_1sV8N4FWM4NJN4, 5708585]
[ordered-list, [109.0, 742.0, 1010.0, 36.0], shoonya_1sV8N4FWM4NJN4, 5708585]
[ordered-list, [109.0, 778.0, 1010.0, 36.0], shoonya_1sV8N4FWM4NJN4, 5708585]
[ordered-list, [109.0, 814.0, 1010.0, 36.0], shoonya_1sV8N4FWM4NJN4, 5708585]
[ordered-list, [109.0, 850.0, 1010.0, 36.0], shoonya_1sV8N4FWM4NJN4, 5708585]
[ordered-list, [109.0, 886.0, 1010.0, 36.0], shoonya_1sV8N4FWM4NJN4, 5708585]
[ordered-list, [109.0, 922.0, 1010.0, 36.0], shoonya_1sV8N4FWM4NJN4, 5708585]
[ordered-list, [109.0, 958.0, 1010.0, 36.0], shoonya_1sV8N4FWM4NJN4, 5708585]
[ordered-list, [109.0, 994.0, 1010.0, 36.0], shoonya_1sV8N4FWM4NJN4, 5708585]
[ordered-list, [109.0, 1030.0, 1010.0, 36.0], shoonya_1sV8N4FWM4NJN4, 5708585]
[ordered-list, [109.0, 1066.0, 1010.0, 36.0], shoonya_1sV8N4FWM4NJN4, 5708585]
[ordered-list, [111.0, 1184.0, 1043.0, 36.0], 14WJc1AB_B, 5708585]
[ordered-list, [111.0, 1220.0, 1043.0, 36.0], 14WJc1AB_B, 5708585]
[ordered-list, [111.0, 1256.0, 1043.0, 36.0], 14WJc1AB_B, 5708585]
[ordered-list, [111.0, 1292.0, 1043.0, 36.0], 14WJc1AB_B, 5708585]
[ordered-list, [111.0, 1328.0, 1043.0, 36.0], 14WJc1AB_B, 5708585]
[ordered-list, [111.0, 1364.0, 1043.0, 36.0], 14WJc1AB_B, 5708585]
[ordered-list, [111.0, 1400.0, 1043.0, 36.0], 14WJc1AB_B, 5708585]
[ordered-list, [112.0, 1523.0, 1014.0, 36.0], shoonya_5s54WTCU9D2JI5, 5708585]
[ordered-list, [112.0, 1559.0, 1014.0, 36.0], shoonya_5s54WTCU9D2JI5, 5708585]
