[709, 510]
[section-title, [99.0, 20.0, 301.0, 30.0], uFUbT7uvEC, 5657230]
[ordered-list, [28.0, 49.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 67.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 85.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 103.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 121.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 139.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 157.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 175.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 193.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 211.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 229.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 247.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 265.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 283.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 301.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 319.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 337.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 355.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 373.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 391.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 409.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 427.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [28.0, 445.0, 390.0, 18.0], shoonya_0s7HCP29VY9C5R, 5657230]
[ordered-list, [23.0, 503.0, 487.0, 18.0], SL0y0iunaP, 5657230]
[ordered-list, [23.0, 521.0, 487.0, 18.0], SL0y0iunaP, 5657230]
[ordered-list, [23.0, 539.0, 487.0, 18.0], SL0y0iunaP, 5657230]
[ordered-list, [23.0, 557.0, 487.0, 18.0], SL0y0iunaP, 5657230]
[ordered-list, [23.0, 575.0, 487.0, 18.0], SL0y0iunaP, 5657230]
[ordered-list, [23.0, 593.0, 487.0, 18.0], SL0y0iunaP, 5657230]
[ordered-list, [23.0, 611.0, 487.0, 18.0], SL0y0iunaP, 5657230]
[ordered-list, [23.0, 629.0, 487.0, 18.0], SL0y0iunaP, 5657230]
[paragraph, [268.0, 618.0, 207.0, 18.0], 8DhbmtDeyf, 5657230]
[folio, [46.0, 658.0, 132.0, 18.0], cmj-9h-FY1, 5657230]
