[1565, 1152]
[paragraph, [725.0, 117.0, 274.0, 36.0], shoonya_5sWA7QF5U3XYJE, 5713034]
[paragraph, [725.0, 153.0, 274.0, 36.0], shoonya_5sWA7QF5U3XYJE, 5713034]
[paragraph, [725.0, 189.0, 274.0, 36.0], shoonya_5sWA7QF5U3XYJE, 5713034]
[paragraph, [725.0, 225.0, 274.0, 36.0], shoonya_5sWA7QF5U3XYJE, 5713034]
[paragraph, [106.0, 127.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 163.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 199.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 235.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 271.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 307.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 343.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 379.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 415.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 451.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 487.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 523.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 559.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 595.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 631.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 667.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 703.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 739.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 775.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 811.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 847.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 883.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [106.0, 919.0, 307.0, 36.0], shoonya_7sPCCAQ9ZFJXI5, 5713034]
[paragraph, [728.0, 295.0, 292.0, 36.0], shoonya_2s9Z1NGO45MDWU, 5713034]
[paragraph, [728.0, 331.0, 292.0, 36.0], shoonya_2s9Z1NGO45MDWU, 5713034]
[paragraph, [728.0, 367.0, 292.0, 36.0], shoonya_2s9Z1NGO45MDWU, 5713034]
[paragraph, [728.0, 403.0, 292.0, 36.0], shoonya_2s9Z1NGO45MDWU, 5713034]
[paragraph, [728.0, 439.0, 292.0, 36.0], shoonya_2s9Z1NGO45MDWU, 5713034]
[paragraph, [728.0, 475.0, 292.0, 36.0], shoonya_2s9Z1NGO45MDWU, 5713034]
[paragraph, [728.0, 511.0, 292.0, 36.0], shoonya_2s9Z1NGO45MDWU, 5713034]
[paragraph, [728.0, 547.0, 292.0, 36.0], shoonya_2s9Z1NGO45MDWU, 5713034]
[paragraph, [728.0, 583.0, 292.0, 36.0], shoonya_2s9Z1NGO45MDWU, 5713034]
[paragraph, [728.0, 619.0, 292.0, 36.0], shoonya_2s9Z1NGO45MDWU, 5713034]
[paragraph, [728.0, 655.0, 292.0, 36.0], shoonya_2s9Z1NGO45MDWU, 5713034]
[paragraph, [728.0, 691.0, 292.0, 36.0], shoonya_2s9Z1NGO45MDWU, 5713034]
[paragraph, [728.0, 727.0, 292.0, 36.0], shoonya_2s9Z1NGO45MDWU, 5713034]
[paragraph, [421.0, 768.0, 293.0, 36.0], shoonya_0sIQ033N4PHDFB, 5713034]
[paragraph, [421.0, 804.0, 293.0, 36.0], shoonya_0sIQ033N4PHDFB, 5713034]
[paragraph, [421.0, 840.0, 293.0, 36.0], shoonya_0sIQ033N4PHDFB, 5713034]
[paragraph, [421.0, 876.0, 293.0, 36.0], shoonya_0sIQ033N4PHDFB, 5713034]
[paragraph, [421.0, 912.0, 293.0, 36.0], shoonya_0sIQ033N4PHDFB, 5713034]
[paragraph, [421.0, 948.0, 293.0, 36.0], shoonya_0sIQ033N4PHDFB, 5713034]
[paragraph, [421.0, 984.0, 293.0, 36.0], shoonya_0sIQ033N4PHDFB, 5713034]
[paragraph, [421.0, 1020.0, 293.0, 36.0], shoonya_0sIQ033N4PHDFB, 5713034]
[paragraph, [731.0, 774.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 810.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 846.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 882.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 918.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 954.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 990.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 1026.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 1062.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 1098.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
[paragraph, [731.0, 1134.0, 306.0, 36.0], shoonya_1s4PGLD0WEO1HP, 5713034]
