[720, 504]
[contact-info, [381.0, 72.0, 76.0, 18.0], jHDX1WgTQx, 5652264]
[contact-info, [381.0, 90.0, 76.0, 18.0], jHDX1WgTQx, 5652264]
[contact-info, [381.0, 108.0, 76.0, 18.0], jHDX1WgTQx, 5652264]
[contact-info, [381.0, 126.0, 76.0, 18.0], jHDX1WgTQx, 5652264]
[headline, [47.0, 195.0, 406.0, 25.5], vZDj0oZbv7, 5652264]
[paragraph, [258.0, 277.0, 197.0, 18.0], shoonya_2sPSNORZV530ZC, 5652264]
[paragraph, [258.0, 295.0, 197.0, 18.0], shoonya_2sPSNORZV530ZC, 5652264]
[paragraph, [258.0, 313.0, 197.0, 18.0], shoonya_2sPSNORZV530ZC, 5652264]
[paragraph, [258.0, 331.0, 197.0, 18.0], shoonya_2sPSNORZV530ZC, 5652264]
[paragraph, [258.0, 349.0, 197.0, 18.0], shoonya_2sPSNORZV530ZC, 5652264]
[paragraph, [258.0, 367.0, 197.0, 18.0], shoonya_2sPSNORZV530ZC, 5652264]
[paragraph, [258.0, 385.0, 197.0, 18.0], shoonya_2sPSNORZV530ZC, 5652264]
[paragraph, [258.0, 403.0, 197.0, 18.0], shoonya_2sPSNORZV530ZC, 5652264]
[paragraph, [47.0, 330.0, 198.0, 18.0], shoonya_0sNST4SHJ4DTV2, 5652264]
[paragraph, [47.0, 348.0, 198.0, 18.0], shoonya_0sNST4SHJ4DTV2, 5652264]
[paragraph, [47.0, 366.0, 198.0, 18.0], shoonya_0sNST4SHJ4DTV2, 5652264]
[paragraph, [47.0, 384.0, 198.0, 18.0], shoonya_0sNST4SHJ4DTV2, 5652264]
[paragraph, [47.0, 402.0, 198.0, 18.0], shoonya_0sNST4SHJ4DTV2, 5652264]
[paragraph, [47.0, 420.0, 198.0, 18.0], shoonya_0sNST4SHJ4DTV2, 5652264]
[paragraph, [47.0, 438.0, 198.0, 18.0], shoonya_0sNST4SHJ4DTV2, 5652264]
[paragraph, [47.0, 456.0, 198.0, 18.0], shoonya_0sNST4SHJ4DTV2, 5652264]
[paragraph, [47.0, 474.0, 198.0, 18.0], shoonya_0sNST4SHJ4DTV2, 5652264]
[paragraph, [47.0, 492.0, 198.0, 18.0], shoonya_0sNST4SHJ4DTV2, 5652264]
[paragraph, [47.0, 510.0, 198.0, 18.0], shoonya_0sNST4SHJ4DTV2, 5652264]
[paragraph, [47.0, 528.0, 198.0, 18.0], shoonya_0sNST4SHJ4DTV2, 5652264]
[paragraph, [47.0, 546.0, 198.0, 18.0], shoonya_0sNST4SHJ4DTV2, 5652264]
[paragraph, [259.0, 428.0, 196.0, 18.0], shoonya_1s0X3HCGVWKRVM, 5652264]
[paragraph, [259.0, 446.0, 196.0, 18.0], shoonya_1s0X3HCGVWKRVM, 5652264]
[paragraph, [259.0, 464.0, 196.0, 18.0], shoonya_1s0X3HCGVWKRVM, 5652264]
[paragraph, [259.0, 482.0, 196.0, 18.0], shoonya_1s0X3HCGVWKRVM, 5652264]
[paragraph, [259.0, 500.0, 196.0, 18.0], shoonya_1s0X3HCGVWKRVM, 5652264]
[paragraph, [259.0, 518.0, 196.0, 18.0], shoonya_1s0X3HCGVWKRVM, 5652264]
[paragraph, [259.0, 536.0, 196.0, 18.0], shoonya_1s0X3HCGVWKRVM, 5652264]
[paragraph, [259.0, 554.0, 196.0, 18.0], shoonya_1s0X3HCGVWKRVM, 5652264]
[paragraph, [259.0, 572.0, 196.0, 18.0], shoonya_1s0X3HCGVWKRVM, 5652264]
[paragraph, [259.0, 590.0, 196.0, 18.0], shoonya_1s0X3HCGVWKRVM, 5652264]
[paragraph, [259.0, 608.0, 196.0, 18.0], shoonya_1s0X3HCGVWKRVM, 5652264]
[paragraph, [42.0, 564.0, 204.0, 18.0], CEVGui62oK, 5652264]
[paragraph, [42.0, 582.0, 204.0, 18.0], CEVGui62oK, 5652264]
[paragraph, [42.0, 600.0, 204.0, 18.0], CEVGui62oK, 5652264]
[footnote, [203.0, 673.0, 92.0, 18.0], -LXo02p-RA, 5652264]
