[2339, 1653]
[paragraph, [388.0, 196.0, 1079.0, 36.0], shoonya_3sGBJEGUJMYSPZ, 5733576]
[paragraph, [388.0, 232.0, 1079.0, 36.0], shoonya_3sGBJEGUJMYSPZ, 5733576]
[paragraph, [388.0, 268.0, 1079.0, 36.0], shoonya_3sGBJEGUJMYSPZ, 5733576]
[paragraph, [391.0, 317.0, 1070.0, 36.0], shoonya_4sFG20459DBSP5, 5733576]
[paragraph, [391.0, 353.0, 1070.0, 36.0], shoonya_4sFG20459DBSP5, 5733576]
[paragraph, [391.0, 389.0, 1070.0, 36.0], shoonya_4sFG20459DBSP5, 5733576]
[paragraph, [391.0, 425.0, 1070.0, 36.0], shoonya_4sFG20459DBSP5, 5733576]
[paragraph, [391.0, 461.0, 1070.0, 36.0], shoonya_4sFG20459DBSP5, 5733576]
[paragraph, [391.0, 497.0, 1070.0, 36.0], shoonya_4sFG20459DBSP5, 5733576]
[paragraph, [391.0, 533.0, 1070.0, 36.0], shoonya_4sFG20459DBSP5, 5733576]
[paragraph, [388.0, 604.0, 1077.0, 36.0], shoonya_0sNY1KRKF0LR0X, 5733576]
[paragraph, [388.0, 640.0, 1077.0, 36.0], shoonya_0sNY1KRKF0LR0X, 5733576]
[paragraph, [388.0, 676.0, 1077.0, 36.0], shoonya_0sNY1KRKF0LR0X, 5733576]
[paragraph, [388.0, 712.0, 1077.0, 36.0], shoonya_0sNY1KRKF0LR0X, 5733576]
[paragraph, [388.0, 748.0, 1077.0, 36.0], shoonya_0sNY1KRKF0LR0X, 5733576]
[paragraph, [388.0, 784.0, 1077.0, 36.0], shoonya_0sNY1KRKF0LR0X, 5733576]
[paragraph, [388.0, 820.0, 1077.0, 36.0], shoonya_0sNY1KRKF0LR0X, 5733576]
[paragraph, [388.0, 856.0, 1077.0, 36.0], shoonya_0sNY1KRKF0LR0X, 5733576]
[paragraph, [388.0, 892.0, 1077.0, 36.0], shoonya_0sNY1KRKF0LR0X, 5733576]
[paragraph, [388.0, 928.0, 1077.0, 36.0], shoonya_0sNY1KRKF0LR0X, 5733576]
[paragraph, [388.0, 964.0, 1077.0, 36.0], shoonya_0sNY1KRKF0LR0X, 5733576]
[paragraph, [389.0, 1018.0, 1071.0, 36.0], shoonya_2sSSGU5ZPII5HC, 5733576]
[paragraph, [389.0, 1054.0, 1071.0, 36.0], shoonya_2sSSGU5ZPII5HC, 5733576]
[paragraph, [389.0, 1090.0, 1071.0, 36.0], shoonya_2sSSGU5ZPII5HC, 5733576]
[paragraph, [389.0, 1126.0, 1071.0, 36.0], shoonya_2sSSGU5ZPII5HC, 5733576]
[paragraph, [389.0, 1162.0, 1071.0, 36.0], shoonya_2sSSGU5ZPII5HC, 5733576]
[paragraph, [389.0, 1198.0, 1071.0, 36.0], shoonya_2sSSGU5ZPII5HC, 5733576]
[paragraph, [389.0, 1234.0, 1071.0, 36.0], shoonya_2sSSGU5ZPII5HC, 5733576]
[paragraph, [389.0, 1270.0, 1071.0, 36.0], shoonya_2sSSGU5ZPII5HC, 5733576]
[paragraph, [389.0, 1306.0, 1071.0, 36.0], shoonya_2sSSGU5ZPII5HC, 5733576]
[paragraph, [389.0, 1342.0, 1071.0, 36.0], shoonya_2sSSGU5ZPII5HC, 5733576]
[paragraph, [389.0, 1378.0, 1071.0, 36.0], shoonya_2sSSGU5ZPII5HC, 5733576]
[paragraph, [389.0, 1414.0, 1071.0, 36.0], shoonya_2sSSGU5ZPII5HC, 5733576]
[paragraph, [389.0, 1450.0, 1071.0, 36.0], shoonya_2sSSGU5ZPII5HC, 5733576]
[paragraph, [389.0, 1486.0, 1071.0, 36.0], shoonya_2sSSGU5ZPII5HC, 5733576]
[paragraph, [389.0, 1538.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[paragraph, [389.0, 1574.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[paragraph, [389.0, 1610.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[paragraph, [389.0, 1646.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[paragraph, [389.0, 1682.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[paragraph, [389.0, 1718.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[paragraph, [389.0, 1754.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[paragraph, [389.0, 1790.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[paragraph, [389.0, 1826.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[paragraph, [389.0, 1862.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[paragraph, [389.0, 1898.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[paragraph, [389.0, 1934.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[paragraph, [389.0, 1970.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[paragraph, [389.0, 2006.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[paragraph, [389.0, 2042.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[paragraph, [389.0, 2078.0, 1073.0, 36.0], shoonya_1sFNH1MVGKKOMS, 5733576]
[folio, [1044.0, 2184.0, 340.0, 36.0], doQVMbbirs, 5733576]
