[961, 621]
[paragraph, [36.0, 84.0, 568.0, 18.0], LaqbQQN5MC, 5773950]
[paragraph, [36.0, 102.0, 568.0, 18.0], LaqbQQN5MC, 5773950]
[paragraph, [36.0, 120.0, 568.0, 18.0], LaqbQQN5MC, 5773950]
[paragraph, [36.0, 138.0, 568.0, 18.0], LaqbQQN5MC, 5773950]
[paragraph, [282.0, 167.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 185.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 203.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 221.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 239.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 257.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 275.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 293.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 311.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 329.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 347.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 365.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 383.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 401.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 419.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 437.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [282.0, 455.0, 319.0, 18.0], 5E3wqSdIRx, 5773950]
[paragraph, [100.0, 480.0, 503.0, 18.0], 5qlpa5-9GH, 5773950]
[paragraph, [100.0, 498.0, 503.0, 18.0], 5qlpa5-9GH, 5773950]
[paragraph, [100.0, 516.0, 503.0, 18.0], 5qlpa5-9GH, 5773950]
[paragraph, [100.0, 534.0, 503.0, 18.0], 5qlpa5-9GH, 5773950]
[paragraph, [294.0, 551.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 569.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 587.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 605.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 623.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 641.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 659.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 677.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 695.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 713.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 731.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 749.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 767.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 785.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 803.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 821.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 839.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 857.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 875.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 893.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
[paragraph, [294.0, 911.0, 294.0, 18.0], zgW2-BSr3i, 5773950]
