[792, 612]
[headline, [56.0, 98.0, 286.0, 25.5], shoonya_9s1E2SGROO6947, 6515186]
[headline, [56.0, 123.5, 286.0, 25.5], shoonya_9s1E2SGROO6947, 6515186]
[headline, [56.0, 149.0, 286.0, 25.5], shoonya_9s1E2SGROO6947, 6515186]
[author, [57.0, 186.0, 281.0, 18.0], ed_kBO2a8f, 6515186]
[paragraph, [57.0, 228.0, 161.0, 18.0], shoonya_4sQVFB8EUYM6MJ, 6515186]
[paragraph, [57.0, 246.0, 161.0, 18.0], shoonya_4sQVFB8EUYM6MJ, 6515186]
[paragraph, [57.0, 264.0, 161.0, 18.0], shoonya_4sQVFB8EUYM6MJ, 6515186]
[paragraph, [57.0, 282.0, 161.0, 18.0], shoonya_4sQVFB8EUYM6MJ, 6515186]
[paragraph, [57.0, 300.0, 161.0, 18.0], shoonya_4sQVFB8EUYM6MJ, 6515186]
[paragraph, [57.0, 318.0, 161.0, 18.0], shoonya_4sQVFB8EUYM6MJ, 6515186]
[paragraph, [57.0, 336.0, 161.0, 18.0], shoonya_4sQVFB8EUYM6MJ, 6515186]
[paragraph, [57.0, 354.0, 161.0, 18.0], shoonya_4sQVFB8EUYM6MJ, 6515186]
[paragraph, [57.0, 372.0, 161.0, 18.0], shoonya_4sQVFB8EUYM6MJ, 6515186]
[paragraph, [57.0, 390.0, 161.0, 18.0], shoonya_4sQVFB8EUYM6MJ, 6515186]
[contact-info, [346.0, 266.0, 39.0, 18.0], ZqWx2eSE8H, 6515186]
[sidebar, [394.0, 366.0, 155.0, 18.0], shoonya_12sAJQ0U0YJXWG, 6515186]
[sidebar, [394.0, 384.0, 155.0, 18.0], shoonya_12sAJQ0U0YJXWG, 6515186]
[sidebar, [394.0, 402.0, 155.0, 18.0], shoonya_12sAJQ0U0YJXWG, 6515186]
[sidebar, [394.0, 420.0, 155.0, 18.0], shoonya_12sAJQ0U0YJXWG, 6515186]
[paragraph, [225.0, 374.0, 161.0, 18.0], shoonya_8sV2AHB3GT4WHI, 6515186]
[paragraph, [56.0, 410.0, 162.0, 18.0], shoonya_1sR1303BS2CH53, 6515186]
[paragraph, [56.0, 428.0, 162.0, 18.0], shoonya_1sR1303BS2CH53, 6515186]
[paragraph, [56.0, 446.0, 162.0, 18.0], shoonya_1sR1303BS2CH53, 6515186]
[paragraph, [56.0, 464.0, 162.0, 18.0], shoonya_1sR1303BS2CH53, 6515186]
[paragraph, [56.0, 482.0, 162.0, 18.0], shoonya_1sR1303BS2CH53, 6515186]
[paragraph, [56.0, 500.0, 162.0, 18.0], shoonya_1sR1303BS2CH53, 6515186]
[paragraph, [56.0, 518.0, 162.0, 18.0], shoonya_1sR1303BS2CH53, 6515186]
[paragraph, [56.0, 536.0, 162.0, 18.0], shoonya_1sR1303BS2CH53, 6515186]
[paragraph, [56.0, 554.0, 162.0, 18.0], shoonya_1sR1303BS2CH53, 6515186]
[paragraph, [56.0, 572.0, 162.0, 18.0], shoonya_1sR1303BS2CH53, 6515186]
[paragraph, [226.0, 410.0, 160.0, 18.0], shoonya_2sDT380DW7PRMA, 6515186]
[paragraph, [226.0, 428.0, 160.0, 18.0], shoonya_2sDT380DW7PRMA, 6515186]
[paragraph, [226.0, 446.0, 160.0, 18.0], shoonya_2sDT380DW7PRMA, 6515186]
[paragraph, [226.0, 464.0, 160.0, 18.0], shoonya_2sDT380DW7PRMA, 6515186]
[paragraph, [226.0, 482.0, 160.0, 18.0], shoonya_2sDT380DW7PRMA, 6515186]
[paragraph, [226.0, 500.0, 160.0, 18.0], shoonya_2sDT380DW7PRMA, 6515186]
[paragraph, [226.0, 518.0, 160.0, 18.0], shoonya_2sDT380DW7PRMA, 6515186]
[paragraph, [226.0, 536.0, 160.0, 18.0], shoonya_2sDT380DW7PRMA, 6515186]
[paragraph, [226.0, 554.0, 160.0, 18.0], shoonya_2sDT380DW7PRMA, 6515186]
[paragraph, [394.0, 469.0, 161.0, 18.0], shoonya_11sRXRW9CRLSDU, 6515186]
[paragraph, [394.0, 487.0, 161.0, 18.0], shoonya_11sRXRW9CRLSDU, 6515186]
[paragraph, [394.0, 505.0, 161.0, 18.0], shoonya_11sRXRW9CRLSDU, 6515186]
[paragraph, [394.0, 523.0, 161.0, 18.0], shoonya_11sRXRW9CRLSDU, 6515186]
[paragraph, [394.0, 541.0, 161.0, 18.0], shoonya_11sRXRW9CRLSDU, 6515186]
[paragraph, [394.0, 559.0, 161.0, 18.0], shoonya_11sRXRW9CRLSDU, 6515186]
[paragraph, [225.0, 578.0, 162.0, 18.0], shoonya_0s56VXD3TU5G1Z, 6515186]
[paragraph, [225.0, 596.0, 162.0, 18.0], shoonya_0s56VXD3TU5G1Z, 6515186]
[paragraph, [225.0, 614.0, 162.0, 18.0], shoonya_0s56VXD3TU5G1Z, 6515186]
[paragraph, [225.0, 632.0, 162.0, 18.0], shoonya_0s56VXD3TU5G1Z, 6515186]
[paragraph, [225.0, 650.0, 162.0, 18.0], shoonya_0s56VXD3TU5G1Z, 6515186]
[paragraph, [225.0, 668.0, 162.0, 18.0], shoonya_0s56VXD3TU5G1Z, 6515186]
[paragraph, [225.0, 686.0, 162.0, 18.0], shoonya_0s56VXD3TU5G1Z, 6515186]
[paragraph, [225.0, 704.0, 162.0, 18.0], shoonya_0s56VXD3TU5G1Z, 6515186]
[paragraph, [393.0, 590.0, 163.0, 18.0], shoonya_3s0L65291E6EMB, 6515186]
[paragraph, [393.0, 608.0, 163.0, 18.0], shoonya_3s0L65291E6EMB, 6515186]
[paragraph, [393.0, 626.0, 163.0, 18.0], shoonya_3s0L65291E6EMB, 6515186]
[paragraph, [393.0, 644.0, 163.0, 18.0], shoonya_3s0L65291E6EMB, 6515186]
[paragraph, [393.0, 662.0, 163.0, 18.0], shoonya_3s0L65291E6EMB, 6515186]
[paragraph, [393.0, 680.0, 163.0, 18.0], shoonya_3s0L65291E6EMB, 6515186]
[paragraph, [393.0, 698.0, 163.0, 18.0], shoonya_3s0L65291E6EMB, 6515186]
[author, [173.0, 595.0, 44.0, 18.0], sOxYdNkkLy, 6515186]
[contact-info, [157.0, 625.0, 60.0, 18.0], hjsfxGmPQz, 6515186]
[contact-info, [157.0, 643.0, 60.0, 18.0], hjsfxGmPQz, 6515186]
