[1275, 750]
[folio, [246.0, 85.0, 284.0, 18.0], 2lfCPAWt6x, 5767060]
[folio, [246.0, 103.0, 284.0, 18.0], 2lfCPAWt6x, 5767060]
[paragraph, [59.0, 155.0, 627.0, 18.0], Z1S8ColUcN, 5767060]
[paragraph, [59.0, 173.0, 627.0, 18.0], Z1S8ColUcN, 5767060]
[paragraph, [59.0, 191.0, 627.0, 18.0], Z1S8ColUcN, 5767060]
[paragraph, [59.0, 209.0, 627.0, 18.0], Z1S8ColUcN, 5767060]
[paragraph, [59.0, 227.0, 627.0, 18.0], Z1S8ColUcN, 5767060]
[paragraph, [59.0, 245.0, 627.0, 18.0], Z1S8ColUcN, 5767060]
[paragraph, [59.0, 263.0, 627.0, 18.0], Z1S8ColUcN, 5767060]
[paragraph, [59.0, 281.0, 627.0, 18.0], Z1S8ColUcN, 5767060]
[paragraph, [59.0, 299.0, 627.0, 18.0], Z1S8ColUcN, 5767060]
[paragraph, [59.0, 317.0, 627.0, 18.0], Z1S8ColUcN, 5767060]
[paragraph, [59.0, 335.0, 627.0, 18.0], Z1S8ColUcN, 5767060]
[paragraph, [59.0, 353.0, 627.0, 18.0], Z1S8ColUcN, 5767060]
[paragraph, [59.0, 371.0, 627.0, 18.0], Z1S8ColUcN, 5767060]
[section-title, [97.0, 406.0, 558.0, 30.0], PUItKAdoPu, 5767060]
[ordered-list, [77.0, 479.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 497.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 515.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 533.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 551.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 569.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 587.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 605.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 623.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 641.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 659.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 677.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 695.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 713.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 731.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 749.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 767.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 785.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 803.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 821.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 839.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 857.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 875.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 893.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 911.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 929.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 947.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 965.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[ordered-list, [77.0, 983.0, 593.0, 18.0], shoonya_0sA8GXHF9O7LYP, 5767060]
[section-title, [258.0, 1021.0, 226.0, 30.0], shoonya_1sHYY8S206UD96, 5767060]
[ordered-list, [72.0, 1087.0, 594.0, 18.0], shoonya_2sXCTXI0GH7HR4, 5767060]
[ordered-list, [72.0, 1105.0, 594.0, 18.0], shoonya_2sXCTXI0GH7HR4, 5767060]
[ordered-list, [72.0, 1123.0, 594.0, 18.0], shoonya_2sXCTXI0GH7HR4, 5767060]
[ordered-list, [72.0, 1141.0, 594.0, 18.0], shoonya_2sXCTXI0GH7HR4, 5767060]
[ordered-list, [72.0, 1159.0, 594.0, 18.0], shoonya_2sXCTXI0GH7HR4, 5767060]
