[1806, 1262]
[paragraph, [654.0, 179.0, 507.0, 36.0], DZnmwAhMlk, 5681420]
[paragraph, [654.0, 215.0, 507.0, 36.0], DZnmwAhMlk, 5681420]
[paragraph, [654.0, 251.0, 507.0, 36.0], DZnmwAhMlk, 5681420]
[paragraph, [654.0, 287.0, 507.0, 36.0], DZnmwAhMlk, 5681420]
[paragraph, [654.0, 323.0, 507.0, 36.0], DZnmwAhMlk, 5681420]
[paragraph, [92.0, 183.0, 505.0, 36.0], shoonya_3s1DOI51NE6B0I, 5681420]
[paragraph, [92.0, 219.0, 505.0, 36.0], shoonya_3s1DOI51NE6B0I, 5681420]
[paragraph, [92.0, 255.0, 505.0, 36.0], shoonya_3s1DOI51NE6B0I, 5681420]
[paragraph, [92.0, 291.0, 505.0, 36.0], shoonya_3s1DOI51NE6B0I, 5681420]
[paragraph, [92.0, 327.0, 505.0, 36.0], shoonya_3s1DOI51NE6B0I, 5681420]
[paragraph, [92.0, 363.0, 505.0, 36.0], shoonya_3s1DOI51NE6B0I, 5681420]
[paragraph, [92.0, 399.0, 505.0, 36.0], shoonya_3s1DOI51NE6B0I, 5681420]
[paragraph, [92.0, 435.0, 505.0, 36.0], shoonya_3s1DOI51NE6B0I, 5681420]
[paragraph, [92.0, 471.0, 505.0, 36.0], shoonya_3s1DOI51NE6B0I, 5681420]
[paragraph, [92.0, 507.0, 505.0, 36.0], shoonya_3s1DOI51NE6B0I, 5681420]
[paragraph, [92.0, 543.0, 505.0, 36.0], shoonya_3s1DOI51NE6B0I, 5681420]
[paragraph, [92.0, 579.0, 505.0, 36.0], shoonya_3s1DOI51NE6B0I, 5681420]
[paragraph, [660.0, 400.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 436.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 472.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 508.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 544.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 580.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 616.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 652.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 688.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 724.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 760.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 796.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 832.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 868.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 904.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 940.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 976.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 1012.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 1048.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 1084.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 1120.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 1156.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 1192.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 1228.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [660.0, 1264.0, 506.0, 36.0], ctG0lXlJhN, 5681420]
[paragraph, [97.0, 652.0, 503.0, 36.0], shoonya_4sNG7Z6K6TPR6B, 5681420]
[paragraph, [97.0, 688.0, 503.0, 36.0], shoonya_4sNG7Z6K6TPR6B, 5681420]
[paragraph, [97.0, 724.0, 503.0, 36.0], shoonya_4sNG7Z6K6TPR6B, 5681420]
[paragraph, [97.0, 760.0, 503.0, 36.0], shoonya_4sNG7Z6K6TPR6B, 5681420]
[paragraph, [97.0, 796.0, 503.0, 36.0], shoonya_4sNG7Z6K6TPR6B, 5681420]
[paragraph, [97.0, 832.0, 503.0, 36.0], shoonya_4sNG7Z6K6TPR6B, 5681420]
[paragraph, [97.0, 868.0, 503.0, 36.0], shoonya_4sNG7Z6K6TPR6B, 5681420]
[paragraph, [97.0, 904.0, 503.0, 36.0], shoonya_4sNG7Z6K6TPR6B, 5681420]
[paragraph, [97.0, 940.0, 503.0, 36.0], shoonya_4sNG7Z6K6TPR6B, 5681420]
[paragraph, [99.0, 1011.0, 503.0, 36.0], shoonya_5sBDYX0V5JXOXL, 5681420]
[paragraph, [99.0, 1047.0, 503.0, 36.0], shoonya_5sBDYX0V5JXOXL, 5681420]
[paragraph, [93.0, 1118.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [93.0, 1154.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [93.0, 1190.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [93.0, 1226.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [93.0, 1262.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [93.0, 1298.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [93.0, 1334.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [93.0, 1370.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [93.0, 1406.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [93.0, 1442.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [93.0, 1478.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [93.0, 1514.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [93.0, 1550.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [93.0, 1586.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [93.0, 1622.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [93.0, 1658.0, 509.0, 36.0], E3BDA6aTQP, 5681420]
[paragraph, [659.0, 1339.0, 507.0, 36.0], 778YNC6Jwx, 5681420]
[paragraph, [659.0, 1375.0, 507.0, 36.0], 778YNC6Jwx, 5681420]
[paragraph, [659.0, 1411.0, 507.0, 36.0], 778YNC6Jwx, 5681420]
[paragraph, [659.0, 1447.0, 507.0, 36.0], 778YNC6Jwx, 5681420]
[paragraph, [659.0, 1483.0, 507.0, 36.0], 778YNC6Jwx, 5681420]
[paragraph, [659.0, 1519.0, 507.0, 36.0], 778YNC6Jwx, 5681420]
[paragraph, [659.0, 1555.0, 507.0, 36.0], 778YNC6Jwx, 5681420]
[paragraph, [659.0, 1591.0, 507.0, 36.0], 778YNC6Jwx, 5681420]
[paragraph, [659.0, 1627.0, 507.0, 36.0], 778YNC6Jwx, 5681420]
[paragraph, [659.0, 1663.0, 507.0, 36.0], 778YNC6Jwx, 5681420]
