[1755, 1240]
[section-title, [410.0, 105.0, 420.0, 49.5], shoonya_0s6JS73G47ZUM9, 5781148]
[sub-section-title, [179.0, 211.0, 873.0, 36.0], 8xf8wU40kh, 5781148]
[folio, [471.0, 276.0, 298.0, 36.0], 893ZJ7hQfB, 5781148]
[paragraph, [75.0, 345.0, 1052.0, 36.0], tsubGoNmcH, 5781148]
[paragraph, [75.0, 381.0, 1052.0, 36.0], tsubGoNmcH, 5781148]
[paragraph, [75.0, 417.0, 1052.0, 36.0], tsubGoNmcH, 5781148]
[paragraph, [75.0, 453.0, 1052.0, 36.0], tsubGoNmcH, 5781148]
[paragraph, [75.0, 489.0, 1052.0, 36.0], tsubGoNmcH, 5781148]
[unordered-list, [108.0, 632.0, 1005.0, 36.0], p_6XJThSX8, 5781148]
[unordered-list, [108.0, 668.0, 1005.0, 36.0], p_6XJThSX8, 5781148]
[unordered-list, [108.0, 704.0, 1005.0, 36.0], p_6XJThSX8, 5781148]
[unordered-list, [108.0, 740.0, 1005.0, 36.0], p_6XJThSX8, 5781148]
[unordered-list, [108.0, 776.0, 1005.0, 36.0], p_6XJThSX8, 5781148]
[unordered-list, [108.0, 812.0, 1005.0, 36.0], p_6XJThSX8, 5781148]
[unordered-list, [108.0, 848.0, 1005.0, 36.0], p_6XJThSX8, 5781148]
[unordered-list, [108.0, 884.0, 1005.0, 36.0], p_6XJThSX8, 5781148]
[unordered-list, [108.0, 1025.0, 1003.0, 36.0], S4Pj4lkMR1, 5781148]
[unordered-list, [108.0, 1061.0, 1003.0, 36.0], S4Pj4lkMR1, 5781148]
[unordered-list, [108.0, 1097.0, 1003.0, 36.0], S4Pj4lkMR1, 5781148]
[unordered-list, [108.0, 1133.0, 1003.0, 36.0], S4Pj4lkMR1, 5781148]
[unordered-list, [108.0, 1169.0, 1003.0, 36.0], S4Pj4lkMR1, 5781148]
[unordered-list, [108.0, 1205.0, 1003.0, 36.0], S4Pj4lkMR1, 5781148]
[unordered-list, [108.0, 1241.0, 1003.0, 36.0], S4Pj4lkMR1, 5781148]
[unordered-list, [111.0, 1403.0, 998.0, 36.0], j5JEj38Xtv, 5781148]
[unordered-list, [111.0, 1439.0, 998.0, 36.0], j5JEj38Xtv, 5781148]
[unordered-list, [111.0, 1475.0, 998.0, 36.0], j5JEj38Xtv, 5781148]
[unordered-list, [111.0, 1511.0, 998.0, 36.0], j5JEj38Xtv, 5781148]
[unordered-list, [111.0, 1547.0, 998.0, 36.0], j5JEj38Xtv, 5781148]
