[1625, 1211]
[headline, [78.0, 110.0, 1049.0, 37.5], L5vcqFVgDo, 5742038]
[sub-headline, [77.0, 177.0, 1042.0, 36.0], Mk_gai5SLu, 5742038]
[paragraph, [428.0, 233.0, 346.0, 36.0], shoonya_3sMGQ9N2B41H3I, 5742038]
[paragraph, [428.0, 269.0, 346.0, 36.0], shoonya_3sMGQ9N2B41H3I, 5742038]
[paragraph, [428.0, 305.0, 346.0, 36.0], shoonya_3sMGQ9N2B41H3I, 5742038]
[paragraph, [428.0, 341.0, 346.0, 36.0], shoonya_3sMGQ9N2B41H3I, 5742038]
[paragraph, [428.0, 377.0, 346.0, 36.0], shoonya_3sMGQ9N2B41H3I, 5742038]
[paragraph, [428.0, 413.0, 346.0, 36.0], shoonya_3sMGQ9N2B41H3I, 5742038]
[paragraph, [428.0, 449.0, 346.0, 36.0], shoonya_3sMGQ9N2B41H3I, 5742038]
[paragraph, [428.0, 485.0, 346.0, 36.0], shoonya_3sMGQ9N2B41H3I, 5742038]
[paragraph, [428.0, 521.0, 346.0, 36.0], shoonya_3sMGQ9N2B41H3I, 5742038]
[paragraph, [428.0, 557.0, 346.0, 36.0], shoonya_3sMGQ9N2B41H3I, 5742038]
[paragraph, [428.0, 593.0, 346.0, 36.0], shoonya_3sMGQ9N2B41H3I, 5742038]
[paragraph, [428.0, 629.0, 346.0, 36.0], shoonya_3sMGQ9N2B41H3I, 5742038]
[paragraph, [66.0, 245.0, 346.0, 36.0], xU2AEzN7SJ, 5742038]
[paragraph, [66.0, 281.0, 346.0, 36.0], xU2AEzN7SJ, 5742038]
[paragraph, [66.0, 317.0, 346.0, 36.0], xU2AEzN7SJ, 5742038]
[paragraph, [66.0, 353.0, 346.0, 36.0], xU2AEzN7SJ, 5742038]
[paragraph, [789.0, 245.0, 332.0, 36.0], shoonya_0sN5781URLP7L2, 5742038]
[paragraph, [789.0, 281.0, 332.0, 36.0], shoonya_0sN5781URLP7L2, 5742038]
[paragraph, [789.0, 317.0, 332.0, 36.0], shoonya_0sN5781URLP7L2, 5742038]
[paragraph, [789.0, 353.0, 332.0, 36.0], shoonya_0sN5781URLP7L2, 5742038]
[paragraph, [789.0, 389.0, 332.0, 36.0], shoonya_0sN5781URLP7L2, 5742038]
[paragraph, [789.0, 425.0, 332.0, 36.0], shoonya_0sN5781URLP7L2, 5742038]
[paragraph, [78.0, 427.0, 326.0, 36.0], 9heMzWGDz7, 5742038]
[paragraph, [78.0, 463.0, 326.0, 36.0], 9heMzWGDz7, 5742038]
[paragraph, [787.0, 493.0, 343.0, 36.0], GffpVn8v1z, 5742038]
[paragraph, [787.0, 529.0, 343.0, 36.0], GffpVn8v1z, 5742038]
[paragraph, [787.0, 565.0, 343.0, 36.0], GffpVn8v1z, 5742038]
[paragraph, [787.0, 601.0, 343.0, 36.0], GffpVn8v1z, 5742038]
[paragraph, [787.0, 637.0, 343.0, 36.0], GffpVn8v1z, 5742038]
[paragraph, [787.0, 673.0, 343.0, 36.0], GffpVn8v1z, 5742038]
[paragraph, [787.0, 709.0, 343.0, 36.0], GffpVn8v1z, 5742038]
[paragraph, [68.0, 534.0, 349.0, 36.0], Zni4oqo2Sn, 5742038]
[paragraph, [68.0, 570.0, 349.0, 36.0], Zni4oqo2Sn, 5742038]
[paragraph, [68.0, 606.0, 349.0, 36.0], Zni4oqo2Sn, 5742038]
[paragraph, [68.0, 642.0, 349.0, 36.0], Zni4oqo2Sn, 5742038]
[paragraph, [68.0, 678.0, 349.0, 36.0], Zni4oqo2Sn, 5742038]
[paragraph, [68.0, 714.0, 349.0, 36.0], Zni4oqo2Sn, 5742038]
[paragraph, [68.0, 750.0, 349.0, 36.0], Zni4oqo2Sn, 5742038]
[paragraph, [68.0, 786.0, 349.0, 36.0], Zni4oqo2Sn, 5742038]
[author, [432.0, 705.0, 320.0, 36.0], iKOX59V8HK, 5742038]
[paragraph, [431.0, 773.0, 341.0, 36.0], trQ7r_5SPZ, 5742038]
[paragraph, [431.0, 809.0, 341.0, 36.0], trQ7r_5SPZ, 5742038]
[paragraph, [431.0, 845.0, 341.0, 36.0], trQ7r_5SPZ, 5742038]
[paragraph, [431.0, 881.0, 341.0, 36.0], trQ7r_5SPZ, 5742038]
[paragraph, [431.0, 917.0, 341.0, 36.0], trQ7r_5SPZ, 5742038]
[paragraph, [431.0, 953.0, 341.0, 36.0], trQ7r_5SPZ, 5742038]
[paragraph, [431.0, 989.0, 341.0, 36.0], trQ7r_5SPZ, 5742038]
[paragraph, [431.0, 1025.0, 341.0, 36.0], trQ7r_5SPZ, 5742038]
[paragraph, [431.0, 1061.0, 341.0, 36.0], trQ7r_5SPZ, 5742038]
[paragraph, [431.0, 1097.0, 341.0, 36.0], trQ7r_5SPZ, 5742038]
[paragraph, [431.0, 1133.0, 341.0, 36.0], trQ7r_5SPZ, 5742038]
[paragraph, [431.0, 1169.0, 341.0, 36.0], trQ7r_5SPZ, 5742038]
[paragraph, [431.0, 1205.0, 341.0, 36.0], trQ7r_5SPZ, 5742038]
[paragraph, [431.0, 1241.0, 341.0, 36.0], trQ7r_5SPZ, 5742038]
[paragraph, [785.0, 781.0, 345.0, 36.0], mYxI9eiZmq, 5742038]
[paragraph, [785.0, 817.0, 345.0, 36.0], mYxI9eiZmq, 5742038]
[paragraph, [785.0, 853.0, 345.0, 36.0], mYxI9eiZmq, 5742038]
[paragraph, [785.0, 889.0, 345.0, 36.0], mYxI9eiZmq, 5742038]
[paragraph, [785.0, 925.0, 345.0, 36.0], mYxI9eiZmq, 5742038]
[paragraph, [785.0, 961.0, 345.0, 36.0], mYxI9eiZmq, 5742038]
[paragraph, [785.0, 997.0, 345.0, 36.0], mYxI9eiZmq, 5742038]
[paragraph, [68.0, 849.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 885.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 921.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 957.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 993.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 1029.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 1065.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 1101.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 1137.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 1173.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 1209.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 1245.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 1281.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 1317.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 1353.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 1389.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [68.0, 1425.0, 355.0, 36.0], Zy4AvIm0rk, 5742038]
[paragraph, [785.0, 1066.0, 363.0, 36.0], zrseDlOmU0, 5742038]
[paragraph, [785.0, 1102.0, 363.0, 36.0], zrseDlOmU0, 5742038]
[paragraph, [785.0, 1138.0, 363.0, 36.0], zrseDlOmU0, 5742038]
[paragraph, [785.0, 1174.0, 363.0, 36.0], zrseDlOmU0, 5742038]
[paragraph, [785.0, 1210.0, 363.0, 36.0], zrseDlOmU0, 5742038]
[paragraph, [785.0, 1246.0, 363.0, 36.0], zrseDlOmU0, 5742038]
[paragraph, [785.0, 1282.0, 363.0, 36.0], zrseDlOmU0, 5742038]
[paragraph, [785.0, 1318.0, 363.0, 36.0], zrseDlOmU0, 5742038]
[paragraph, [785.0, 1354.0, 363.0, 36.0], zrseDlOmU0, 5742038]
[paragraph, [785.0, 1390.0, 363.0, 36.0], zrseDlOmU0, 5742038]
[paragraph, [785.0, 1426.0, 363.0, 36.0], zrseDlOmU0, 5742038]
[paragraph, [431.0, 1303.0, 337.0, 36.0], 9dwYEGFdIg, 5742038]
[paragraph, [431.0, 1339.0, 337.0, 36.0], 9dwYEGFdIg, 5742038]
[paragraph, [431.0, 1375.0, 337.0, 36.0], 9dwYEGFdIg, 5742038]
[paragraph, [431.0, 1411.0, 337.0, 36.0], 9dwYEGFdIg, 5742038]
[footnote, [742.0, 1581.0, 401.0, 36.0], aIaqpywXTs, 5742038]
