[2906, 2048]
[section-title, [236.0, 259.0, 1570.0, 79.5], shoonya_1s2R647EDJ7NMG, 6473995]
[section-title, [236.0, 338.5, 1570.0, 79.5], shoonya_1s2R647EDJ7NMG, 6473995]
[ordered-list, [233.0, 488.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 534.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 581.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 627.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 674.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 720.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 767.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 813.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 860.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 906.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 953.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 999.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1046.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1092.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1139.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1185.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1232.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1278.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1325.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1371.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1418.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1464.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1511.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1557.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1604.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1650.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1697.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1743.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1790.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1836.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1883.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1929.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 1976.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 2022.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 2069.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 2115.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 2162.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 2208.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 2255.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 2301.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 2348.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 2394.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 2441.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 2487.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 2534.0, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
[ordered-list, [233.0, 2580.5, 1575.0, 46.5], shoonya_2sEFVEQ7UELBOQ, 6473995]
