[2200, 1700]
[paragraph, [312.0, 85.0, 359.0, 36.0], shoonya_2s7ZOZCRKL57GX, 5731089]
[paragraph, [312.0, 139.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [312.0, 175.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [312.0, 211.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [312.0, 247.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [312.0, 283.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [312.0, 319.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [312.0, 355.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [312.0, 391.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [312.0, 427.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [312.0, 463.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [312.0, 499.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [312.0, 535.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [312.0, 571.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [312.0, 607.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [312.0, 643.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [312.0, 679.0, 1103.0, 36.0], shoonya_1s3UWAPRIRNCFN, 5731089]
[paragraph, [322.0, 723.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 759.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 795.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 831.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 867.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 903.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 939.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 975.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1011.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1047.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1083.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1119.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1155.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1191.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1227.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1263.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1299.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1335.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1371.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1407.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1443.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1479.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1515.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1551.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[paragraph, [322.0, 1587.0, 1090.0, 36.0], shoonya_0sFYEJFD7Y4LDQ, 5731089]
[footnote, [326.0, 1656.0, 1093.0, 36.0], BQJpUakFc_, 5731089]
[footnote, [326.0, 1692.0, 1093.0, 36.0], BQJpUakFc_, 5731089]
[footnote, [326.0, 1728.0, 1093.0, 36.0], BQJpUakFc_, 5731089]
[footnote, [326.0, 1764.0, 1093.0, 36.0], BQJpUakFc_, 5731089]
[footnote, [326.0, 1800.0, 1093.0, 36.0], BQJpUakFc_, 5731089]
[footnote, [326.0, 1836.0, 1093.0, 36.0], BQJpUakFc_, 5731089]
[footnote, [326.0, 1872.0, 1093.0, 36.0], BQJpUakFc_, 5731089]
[footnote, [326.0, 1908.0, 1093.0, 36.0], BQJpUakFc_, 5731089]
[folio, [967.0, 2030.0, 365.0, 36.0], SnB58s4ABd, 5731089]
