[2067, 1567]
[folio, [182.0, 190.0, 222.0, 36.0], TiFfEVnwxT, 5736019]
[folio, [1247.0, 190.0, 124.0, 36.0], H3nsTFYZFs, 5736019]
[paragraph, [196.0, 250.0, 582.0, 36.0], shoonya_10s6NN9KE9FD0D, 5736019]
[paragraph, [196.0, 286.0, 582.0, 36.0], shoonya_10s6NN9KE9FD0D, 5736019]
[paragraph, [196.0, 322.0, 582.0, 36.0], shoonya_10s6NN9KE9FD0D, 5736019]
[paragraph, [196.0, 358.0, 582.0, 36.0], shoonya_10s6NN9KE9FD0D, 5736019]
[paragraph, [196.0, 394.0, 582.0, 36.0], shoonya_10s6NN9KE9FD0D, 5736019]
[paragraph, [196.0, 430.0, 582.0, 36.0], shoonya_10s6NN9KE9FD0D, 5736019]
[paragraph, [196.0, 466.0, 582.0, 36.0], shoonya_10s6NN9KE9FD0D, 5736019]
[paragraph, [196.0, 502.0, 582.0, 36.0], shoonya_10s6NN9KE9FD0D, 5736019]
[paragraph, [196.0, 538.0, 582.0, 36.0], shoonya_10s6NN9KE9FD0D, 5736019]
[paragraph, [196.0, 574.0, 582.0, 36.0], shoonya_10s6NN9KE9FD0D, 5736019]
[paragraph, [196.0, 610.0, 582.0, 36.0], shoonya_10s6NN9KE9FD0D, 5736019]
[paragraph, [196.0, 646.0, 582.0, 36.0], shoonya_10s6NN9KE9FD0D, 5736019]
[paragraph, [790.0, 251.0, 584.0, 36.0], JKf-94d2yI, 5736019]
[paragraph, [790.0, 287.0, 584.0, 36.0], JKf-94d2yI, 5736019]
[paragraph, [790.0, 323.0, 584.0, 36.0], JKf-94d2yI, 5736019]
[paragraph, [790.0, 359.0, 584.0, 36.0], JKf-94d2yI, 5736019]
[paragraph, [790.0, 395.0, 584.0, 36.0], JKf-94d2yI, 5736019]
[paragraph, [790.0, 431.0, 584.0, 36.0], JKf-94d2yI, 5736019]
[paragraph, [790.0, 476.0, 588.0, 36.0], DKG22b3Nqe, 5736019]
[paragraph, [790.0, 512.0, 588.0, 36.0], DKG22b3Nqe, 5736019]
[paragraph, [790.0, 548.0, 588.0, 36.0], DKG22b3Nqe, 5736019]
[paragraph, [790.0, 584.0, 588.0, 36.0], DKG22b3Nqe, 5736019]
[paragraph, [790.0, 620.0, 588.0, 36.0], DKG22b3Nqe, 5736019]
[paragraph, [790.0, 656.0, 588.0, 36.0], DKG22b3Nqe, 5736019]
[paragraph, [194.0, 692.0, 580.0, 36.0], AOlb2Xspch, 5736019]
[paragraph, [194.0, 728.0, 580.0, 36.0], AOlb2Xspch, 5736019]
[paragraph, [194.0, 764.0, 580.0, 36.0], AOlb2Xspch, 5736019]
[paragraph, [194.0, 800.0, 580.0, 36.0], AOlb2Xspch, 5736019]
[author, [1159.0, 693.0, 209.0, 36.0], shoonya_9sGEQD66O9E7F2, 5736019]
[section-title, [790.0, 783.0, 244.0, 52.5], shoonya_11sVGBBURKIKKK, 5736019]
[paragraph, [194.0, 870.0, 580.0, 36.0], dNgQ8O44rg, 5736019]
[paragraph, [194.0, 906.0, 580.0, 36.0], dNgQ8O44rg, 5736019]
[paragraph, [194.0, 942.0, 580.0, 36.0], dNgQ8O44rg, 5736019]
[paragraph, [194.0, 978.0, 580.0, 36.0], dNgQ8O44rg, 5736019]
[paragraph, [194.0, 1014.0, 580.0, 36.0], dNgQ8O44rg, 5736019]
[paragraph, [194.0, 1050.0, 580.0, 36.0], dNgQ8O44rg, 5736019]
[paragraph, [194.0, 1086.0, 580.0, 36.0], dNgQ8O44rg, 5736019]
[paragraph, [194.0, 1122.0, 580.0, 36.0], dNgQ8O44rg, 5736019]
[paragraph, [1046.0, 915.0, 324.0, 36.0], shoonya_0sMJBNRWPP8NGV, 5736019]
[paragraph, [1046.0, 951.0, 324.0, 36.0], shoonya_0sMJBNRWPP8NGV, 5736019]
[paragraph, [1046.0, 987.0, 324.0, 36.0], shoonya_0sMJBNRWPP8NGV, 5736019]
[paragraph, [1046.0, 1023.0, 324.0, 36.0], shoonya_0sMJBNRWPP8NGV, 5736019]
[paragraph, [1046.0, 1059.0, 324.0, 36.0], shoonya_0sMJBNRWPP8NGV, 5736019]
[paragraph, [1046.0, 1095.0, 324.0, 36.0], shoonya_0sMJBNRWPP8NGV, 5736019]
[paragraph, [1046.0, 1131.0, 324.0, 36.0], shoonya_0sMJBNRWPP8NGV, 5736019]
[paragraph, [1046.0, 1167.0, 324.0, 36.0], shoonya_0sMJBNRWPP8NGV, 5736019]
[paragraph, [1046.0, 1203.0, 324.0, 36.0], shoonya_0sMJBNRWPP8NGV, 5736019]
[paragraph, [190.0, 1180.0, 576.0, 36.0], m-0j2vFfUH, 5736019]
[paragraph, [190.0, 1216.0, 576.0, 36.0], m-0j2vFfUH, 5736019]
[paragraph, [190.0, 1252.0, 576.0, 36.0], m-0j2vFfUH, 5736019]
[paragraph, [190.0, 1288.0, 576.0, 36.0], m-0j2vFfUH, 5736019]
[paragraph, [190.0, 1324.0, 576.0, 36.0], m-0j2vFfUH, 5736019]
[paragraph, [190.0, 1360.0, 576.0, 36.0], m-0j2vFfUH, 5736019]
[paragraph, [782.0, 1269.0, 585.0, 36.0], shoonya_1sPA55OKBPOOOM, 5736019]
[paragraph, [782.0, 1305.0, 585.0, 36.0], shoonya_1sPA55OKBPOOOM, 5736019]
[paragraph, [782.0, 1341.0, 585.0, 36.0], shoonya_1sPA55OKBPOOOM, 5736019]
[paragraph, [782.0, 1377.0, 585.0, 36.0], shoonya_1sPA55OKBPOOOM, 5736019]
[paragraph, [782.0, 1413.0, 585.0, 36.0], shoonya_1sPA55OKBPOOOM, 5736019]
[sidebar, [9.0, 1355.0, 152.0, 36.0], vElLTTlrEL, 5736019]
[paragraph, [188.0, 1406.0, 582.0, 36.0], Cs2iqgHiKE, 5736019]
[paragraph, [188.0, 1442.0, 582.0, 36.0], Cs2iqgHiKE, 5736019]
[paragraph, [188.0, 1478.0, 582.0, 36.0], Cs2iqgHiKE, 5736019]
[paragraph, [188.0, 1514.0, 582.0, 36.0], Cs2iqgHiKE, 5736019]
[paragraph, [188.0, 1550.0, 582.0, 36.0], Cs2iqgHiKE, 5736019]
[paragraph, [188.0, 1586.0, 582.0, 36.0], Cs2iqgHiKE, 5736019]
[paragraph, [188.0, 1622.0, 582.0, 36.0], Cs2iqgHiKE, 5736019]
[paragraph, [188.0, 1658.0, 582.0, 36.0], Cs2iqgHiKE, 5736019]
[paragraph, [188.0, 1694.0, 582.0, 36.0], Cs2iqgHiKE, 5736019]
[paragraph, [188.0, 1730.0, 582.0, 36.0], Cs2iqgHiKE, 5736019]
[paragraph, [188.0, 1766.0, 582.0, 36.0], Cs2iqgHiKE, 5736019]
[paragraph, [793.0, 1450.0, 580.0, 36.0], shoonya_7sDM5JF8MPHZK3, 5736019]
[paragraph, [793.0, 1486.0, 580.0, 36.0], shoonya_7sDM5JF8MPHZK3, 5736019]
[paragraph, [793.0, 1522.0, 580.0, 36.0], shoonya_7sDM5JF8MPHZK3, 5736019]
[paragraph, [793.0, 1558.0, 580.0, 36.0], shoonya_7sDM5JF8MPHZK3, 5736019]
[paragraph, [793.0, 1594.0, 580.0, 36.0], shoonya_7sDM5JF8MPHZK3, 5736019]
[paragraph, [793.0, 1630.0, 580.0, 36.0], shoonya_7sDM5JF8MPHZK3, 5736019]
[paragraph, [793.0, 1666.0, 580.0, 36.0], shoonya_7sDM5JF8MPHZK3, 5736019]
[paragraph, [793.0, 1702.0, 580.0, 36.0], shoonya_7sDM5JF8MPHZK3, 5736019]
[paragraph, [793.0, 1738.0, 580.0, 36.0], shoonya_7sDM5JF8MPHZK3, 5736019]
[folio, [1138.0, 1816.0, 235.0, 36.0], jAa6Kd7JjN, 5736019]
