[1448, 2048]
[section-title, [256.0, 268.0, 1556.0, 30.0], Ym7L4nNjBi, 6473906]
[section-title, [256.0, 298.0, 1556.0, 30.0], Ym7L4nNjBi, 6473906]
[section-title, [256.0, 328.0, 1556.0, 30.0], Ym7L4nNjBi, 6473906]
[section-title, [256.0, 358.0, 1556.0, 30.0], Ym7L4nNjBi, 6473906]
[unordered-list, [126.0, 417.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 435.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 453.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 471.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 489.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 507.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 525.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 543.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 561.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 579.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 597.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 615.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 633.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 651.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 669.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 687.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 705.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 723.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 741.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 759.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 777.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 795.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 813.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 831.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 849.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 867.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 885.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 903.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 921.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 939.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 957.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 975.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 993.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 1011.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 1029.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 1047.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 1065.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 1083.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 1101.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 1119.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 1137.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 1155.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[unordered-list, [126.0, 1173.0, 1806.0, 18.0], shoonya_2s6YXNV5NFBIGH, 6473906]
[folio, [501.0, 1291.0, 806.0, 18.0], shoonya_1s9JPZ46F5GDZ1, 6473906]
[folio, [501.0, 1309.0, 806.0, 18.0], shoonya_1s9JPZ46F5GDZ1, 6473906]
[folio, [501.0, 1327.0, 806.0, 18.0], shoonya_1s9JPZ46F5GDZ1, 6473906]
[folio, [1388.0, 1295.0, 161.0, 18.0], xgStpMNsL3, 6473906]
[folio, [1388.0, 1313.0, 161.0, 18.0], xgStpMNsL3, 6473906]
