[2200, 1700]
[paragraph, [370.0, 115.0, 1134.0, 36.0], shoonya_2sL3UNZF9TI9CJ, 5733509]
[paragraph, [370.0, 151.0, 1134.0, 36.0], shoonya_2sL3UNZF9TI9CJ, 5733509]
[paragraph, [370.0, 187.0, 1134.0, 36.0], shoonya_2sL3UNZF9TI9CJ, 5733509]
[paragraph, [370.0, 223.0, 1134.0, 36.0], shoonya_2sL3UNZF9TI9CJ, 5733509]
[paragraph, [363.0, 294.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 330.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 366.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 402.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 438.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 474.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 510.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 546.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 582.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 618.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 654.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 690.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 726.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 762.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 798.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 834.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 870.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 906.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 942.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 978.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 1014.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 1050.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 1086.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 1122.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 1158.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 1194.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 1230.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 1266.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 1302.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 1338.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 1374.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [363.0, 1410.0, 1159.0, 36.0], shoonya_1s5HOHPD2PZQBP, 5733509]
[paragraph, [374.0, 1493.0, 1131.0, 36.0], shoonya_0sBBS0M0HIBFFR, 5733509]
[paragraph, [374.0, 1529.0, 1131.0, 36.0], shoonya_0sBBS0M0HIBFFR, 5733509]
[paragraph, [374.0, 1565.0, 1131.0, 36.0], shoonya_0sBBS0M0HIBFFR, 5733509]
[paragraph, [374.0, 1601.0, 1131.0, 36.0], shoonya_0sBBS0M0HIBFFR, 5733509]
[paragraph, [374.0, 1637.0, 1131.0, 36.0], shoonya_0sBBS0M0HIBFFR, 5733509]
[paragraph, [374.0, 1673.0, 1131.0, 36.0], shoonya_0sBBS0M0HIBFFR, 5733509]
[paragraph, [374.0, 1709.0, 1131.0, 36.0], shoonya_0sBBS0M0HIBFFR, 5733509]
[paragraph, [374.0, 1745.0, 1131.0, 36.0], shoonya_0sBBS0M0HIBFFR, 5733509]
[paragraph, [374.0, 1781.0, 1131.0, 36.0], shoonya_0sBBS0M0HIBFFR, 5733509]
[paragraph, [374.0, 1817.0, 1131.0, 36.0], shoonya_0sBBS0M0HIBFFR, 5733509]
[paragraph, [374.0, 1853.0, 1131.0, 36.0], shoonya_0sBBS0M0HIBFFR, 5733509]
[paragraph, [374.0, 1889.0, 1131.0, 36.0], shoonya_0sBBS0M0HIBFFR, 5733509]
[paragraph, [374.0, 1925.0, 1131.0, 36.0], shoonya_0sBBS0M0HIBFFR, 5733509]
