[2200, 1700]
[paragraph, [332.0, 70.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 106.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 142.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 178.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 214.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 250.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 286.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 322.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 358.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 394.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 430.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 466.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 502.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 538.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 574.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 610.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 646.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 682.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 718.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 754.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 790.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 826.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 862.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 898.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 934.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 970.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1006.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1042.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1078.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1114.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1150.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1186.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1222.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1258.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1294.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1330.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1366.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1402.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1438.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1474.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1510.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1546.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1582.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1618.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1654.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1690.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [332.0, 1726.0, 1089.0, 36.0], shoonya_0sIODT5OC60VL1, 5731298]
[paragraph, [339.0, 1788.0, 1082.0, 36.0], YWQ8XmpSa9, 5731298]
[paragraph, [339.0, 1824.0, 1082.0, 36.0], YWQ8XmpSa9, 5731298]
[paragraph, [339.0, 1860.0, 1082.0, 36.0], YWQ8XmpSa9, 5731298]
[paragraph, [339.0, 1896.0, 1082.0, 36.0], YWQ8XmpSa9, 5731298]
[folio, [450.0, 2021.0, 368.0, 36.0], UHyN7fluLp, 5731298]
